rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience
198,0,221,0,IRON_I,88,13,11146,71,0,119,0,IRON_IV,11,11,8428,343,0,327,0,BRONZE_I,27,13,11188,166,0,204,0,IRON_IV,55,14,12025,13,0,16,0,IRON,I,50,11,8169,214,0,217,0,IRON_I,74,11,8169,407,0,451,0,BRONZE_IV,38,12,9659,110,0,113,0,BRONZE_I,22,12,9863,121,0,125,0,BRONZE_III,0,11,8046,167,0,170,0,BRONZE_III,27,10,6666
136,0,182,0,IRON_I,0,11,7847,188,0,204,0,BRONZE_IV,36,9,5914,7,0,11,0,IRON_II,63,10,6641,346,0,336,0,BRONZE_I,0,8,4876,13,0,16,0,IRON,I,50,7,3798,167,0,170,0,BRONZE_III,27,3,662,428,0,401,0,BRONZE_II,0,10,6735,343,0,327,0,BRONZE_I,27,10,6678,280,0,270,0,SILVER_IV,0,8,4406,241,0,227,0,BRONZE_II,65,8,4745
181,0,158,0,BRONZE_III,38,14,12334,141,0,159,0,IRON_II,12,14,11539,56,0,61,0,IRON_I,84,15,14132,79,0,52,0,BRONZE_II,0,13,10466,13,0,16,0,IRON,I,50,13,10091,200,0,208,0,BRONZE_III,1,15,13049,176,0,196,0,IRON_IV,88,15,13495,36,0,65,0,IRON_I,0,14,12409,155,0,158,0,BRONZE_III,74,14,11900,264,0,266,0,BRONZE_II,72,13,11142
310,0,301,0,GOLD_IV,0,15,14208,149,0,155,0,BRONZE_I,69,12,9926,5,0,14,0,IRON,I,3,15,13975,140,0,156,0,BRONZE_III,68,13,10992,223,0,232,0,SILVER_II,15,13,10017,24,0,16,0,BRONZE_IV,29,15,14295,132,0,140,0,BRONZE_III,64,16,15536,378,0,333,0,SILVER_IV,15,15,14317,19,0,10,0,SILVER_II,59,15,14610,82,0,90,0,BRONZE_II,14,15,13175
310,0,301,0,GOLD_IV,0,13,10276,25,0,35,0,SILVER_IV,11,12,9487,5,0,14,0,IRON,I,3,11,7726,460,0,480,0,SILVER_IV,0,12,9230,76,0,82,0,BRONZE_I,59,10,6856,97,0,93,0,SILVER_IV,9,13,11087,34,0,53,0,BRONZE_III,34,14,11510,120,0,155,0,BRONZE_I,5,13,11419,62,0,70,0,SILVER_IV,75,12,9632,137,0,154,0,BRONZE_II,46,12,8943
341,0,313,0,BRONZE_II,48,15,14479,86,0,101,0,BRONZE_IV,46,17,17042,5,0,14,0,IRON,I,3,16,14920,171,0,174,0,BRONZE_III,34,15,14293,139,0,111,0,BRONZE_II,0,15,14186,352,0,314,0,SILVER_IV,0,18,22107,15,0,20,0,BRONZE_IV,78,17,16697,322,0,362,0,BRONZE_III,75,18,20388,71,0,80,0,BRONZE_IV,39,15,14291,74,0,71,0,BRONZE_III,66,15,13660
39,0,30,0,BRONZE_II,72,12,9318,310,0,301,0,GOLD_IV,0,13,10557,5,0,14,0,IRON,I,3,13,10640,8,0,21,0,BRONZE_III,0,11,8298,166,0,165,0,SILVER_IV,17,11,7920,47,0,45,0,BRONZE_I,35,14,12555,118,0,129,0,BRONZE_I,18,12,9776,77,0,98,0,BRONZE_III,21,15,14056,120,0,127,0,BRONZE_II,29,14,12151,54,0,69,0,BRONZE_I,0,14,12226
55,0,72,0,IRON_IV,86,15,13785,75,0,94,0,BRONZE_IV,47,15,13180,5,0,14,0,IRON,I,3,16,15570,69,0,86,0,BRONZE_IV,61,15,13095,61,0,69,0,BRONZE_IV,41,13,10657,143,0,172,0,BRONZE_IV,26,17,17775,124,0,144,0,BRONZE_IV,0,15,13584,145,0,157,0,BRONZE_III,75,16,15382,110,0,97,0,BRONZE_II,71,14,12405,24,0,46,0,BRONZE_IV,0,15,13479
24,0,52,0,IRON_III,21,16,15760,95,0,99,0,BRONZE_IV,86,13,11242,22,0,38,0,IRON_I,62,16,15393,456,0,469,0,BRONZE_IV,38,14,12708,37,0,40,0,BRONZE_IV,35,13,10807,96,0,92,0,BRONZE_I,55,16,15877,34,0,29,0,IRON,I,51,13,11176,104,0,122,0,IRON_II,0,14,12646,125,0,137,0,IRON_I,100,12,9472,30,0,58,0,IRON_II,33,13,11179
131,0,127,0,BRONZE_II,13,15,14540,68,0,102,0,IRON_I,17,13,11100,66,0,92,0,IRON_II,0,13,11181,40,0,61,0,BRONZE_IV,24,12,9057,174,0,226,0,IRON_III,30,12,9048,121,0,141,0,IRON_I,51,16,16322,34,0,29,0,IRON,I,51,15,13118,235,0,250,0,BRONZE_III,31,15,14067,285,0,355,0,IRON_III,23,14,12653,185,0,203,0,BRONZE_III,11,13,11306
301,0,319,0,IRON_I,5,18,24984,223,0,193,0,BRONZE_III,86,18,27249,233,0,218,0,IRON_I,21,18,26958,35,0,42,0,BRONZE_IV,65,6,3111,636,0,666,0,IRON_III,8,18,23726,66,0,94,0,IRON_II,67,18,22046,34,0,29,0,IRON,I,51,18,20574,76,0,96,0,IRON_I,54,17,17002,261,0,276,0,BRONZE_IV,58,18,20338,176,0,221,0,IRON_II,86,17,18159
21,0,55,0,IRON_IV,24,17,18019,244,0,195,0,SILVER_IV,0,16,15921,83,0,94,0,BRONZE_I,30,15,13983,71,0,79,0,BRONZE_IV,15,12,9362,14,0,23,0,IRON_I,26,13,10900,86,0,77,0,SILVER_IV,8,13,11369,98,0,140,0,IRON_IV,13,12,8861,253,0,252,0,BRONZE_IV,37,13,10768,76,0,97,0,BRONZE_II,96,14,12106,10,0,16,0,IRON,I,0,12,9330
61,0,91,0,BRONZE_IV,0,14,11734,210,0,274,0,IRON_IV,47,14,12489,111,0,108,0,IRON_III,12,14,12885,47,0,57,0,IRON_I,66,13,9973,47,0,57,0,IRON_I,66,13,10377,178,0,187,0,BRONZE_IV,24,13,10994,149,0,189,0,IRON_I,52,12,9942,270,0,259,0,BRONZE_IV,28,13,10611,73,0,86,0,IRON_II,83,12,9040,10,0,16,0,IRON,I,0,12,9452
298,0,315,0,BRONZE_IV,0,18,20821,277,0,259,0,BRONZE_IV,75,18,20013,47,0,63,0,IRON_III,36,16,16246,114,0,143,0,IRON_I,69,15,13344,97,0,100,0,BRONZE_III,9,14,12265,290,0,286,0,BRONZE_IV,4,16,14773,430,0,446,0,IRON_II,0,17,17790,253,0,263,0,BRONZE_IV,0,14,12458,325,0,313,0,IRON_I,46,16,14886,10,0,16,0,IRON,I,0,13,10865
164,0,133,0,BRONZE_III,63,14,12636,88,0,71,0,BRONZE_III,41,12,9202,246,0,248,0,BRONZE_IV,6,13,11410,109,0,85,0,BRONZE_IV,0,12,9479,178,0,167,0,BRONZE_IV,25,9,5634,261,0,269,0,BRONZE_III,13,12,9034,75,0,83,0,BRONZE_IV,16,11,8431,21,0,44,0,IRON_III,69,10,6195,154,0,155,0,IRON_II,61,10,6878,10,0,16,0,IRON,I,0,10,6978
117,0,163,0,IRON_III,53,13,9985,133,0,135,0,IRON_III,0,11,7390,402,0,387,0,BRONZE_III,75,15,13844,286,0,312,0,BRONZE_IV,49,11,8454,21,0,54,0,IRON_IV,0,10,7143,78,0,95,0,IRON_I,86,13,10931,81,0,74,0,IRON_I,26,14,11627,124,0,133,0,IRON_II,18,13,11357,72,0,77,0,IRON_I,74,12,9060,10,0,16,0,IRON,I,0,13,11150
4,0,6,0,IRON,I,89,17,17174,30,0,40,0,BRONZE_III,0,14,11688,11,0,21,0,BRONZE_II,39,14,12241,114,0,133,0,BRONZE_IV,0,13,11417,114,0,133,0,BRONZE_IV,0,14,11692,41,0,32,0,IRON_IV,0,18,20980,43,0,48,0,SILVER_II,56,17,17044,11,0,13,0,BRONZE_I,32,15,13595,27,0,22,0,SILVER_II,20,16,15343,27,0,22,0,SILVER_II,20,14,12753
4,0,6,0,IRON,I,89,18,18437,83,0,76,0,BRONZE_II,21,16,15880,83,0,76,0,BRONZE_II,21,15,13405,138,0,111,0,BRONZE_IV,17,16,16364,52,0,61,0,BRONZE_IV,70,14,11587,19,0,34,0,BRONZE_IV,34,17,16765,29,0,40,0,BRONZE_III,43,16,16078,178,0,148,0,SILVER_I,4,17,16739,60,0,44,0,GOLD_IV,1,18,20502,84,0,101,0,BRONZE_IV,49,16,16472
4,0,6,0,IRON,I,89,10,6479,84,0,70,0,SILVER_IV,0,4,1416,10,0,11,0,BRONZE_III,98,9,5133,316,0,332,0,BRONZE_II,15,8,4826,346,0,352,0,BRONZE_III,47,7,3943,72,0,74,0,BRONZE_I,100,10,6983,3,0,7,0,BRONZE_IV,49,9,5045,133,0,140,0,BRONZE_II,59,11,8049,75,0,94,0,BRONZE_II,61,8,4448,84,0,70,0,SILVER_IV,0,7,4033
4,0,6,0,IRON,I,89,8,4189,18,0,28,0,BRONZE_II,78,8,4452,37,0,42,0,SILVER_IV,16,4,1331,4,0,6,0,IRON_I,89,6,2736,25,0,39,0,BRONZE_III,60,7,3354,27,0,33,0,BRONZE_III,0,10,6168,27,0,33,0,BRONZE_III,0,8,4251,13,0,1,0,BRONZE_I,77,10,6497,26,0,34,0,SILVER_IV,23,7,3308,14,0,13,0,BRONZE_I,8,7,3664
128,0,170,0,IRON_I,57,14,12532,102,0,107,0,IRON_IV,39,12,9274,59,0,104,0,IRON_III,73,14,11666,164,0,191,0,IRON_IV,51,12,8635,242,0,233,0,BRONZE_IV,16,12,8690,285,0,298,0,BRONZE_IV,0,12,9672,19,0,42,0,IRON,I,75,10,7290,626,0,648,0,IRON_III,24,13,10859,13,0,19,0,IRON_III,50,10,6881,97,0,118,0,IRON_II,18,10,6848
20,0,38,0,BRONZE_IV,12,15,13411,816,0,830,0,BRONZE_IV,1,16,15038,461,0,500,0,BRONZE_IV,44,16,15166,233,0,226,0,BRONZE_IV,28,17,16492,238,0,254,0,IRON_II,40,16,14761,147,0,153,0,BRONZE_IV,66,18,19754,19,0,42,0,IRON,I,75,15,13840,317,0,484,0,IRON_IV,0,10,6408,372,0,390,0,IRON_I,52,15,14038,70,0,77,0,BRONZE_IV,0,14,12858
35,0,39,0,BRONZE_IV,32,14,13008,81,0,89,0,IRON_III,0,13,11194,19,0,42,0,IRON_III,78,14,11882,13,0,36,0,IRON_I,52,12,9061,10,0,28,0,BRONZE_IV,66,12,8725,65,0,92,0,IRON_III,5,13,10308,19,0,42,0,IRON,I,75,11,8097,103,0,118,0,IRON_II,25,12,9570,64,0,86,0,BRONZE_IV,0,11,8338,215,0,255,0,BRONZE_IV,63,10,6885
37,0,72,0,BRONZE_IV,0,18,26159,66,0,114,0,IRON_III,45,18,24550,73,0,75,0,BRONZE_IV,0,18,25901,55,0,104,0,IRON_IV,0,18,20262,13,0,14,0,IRON_I,59,18,19625,268,0,286,0,BRONZE_IV,34,18,34051,19,0,42,0,IRON,I,75,18,20709,50,0,58,0,BRONZE_IV,0,18,31001,49,0,50,0,IRON_II,33,18,26335,169,0,222,0,IRON_II,96,18,25337
125,0,144,0,BRONZE_IV,46,14,12084,95,0,120,0,BRONZE_IV,13,11,7859,221,0,295,0,IRON_IV,16,11,8102,16,0,22,0,BRONZE_IV,1,13,10015,302,0,287,0,BRONZE_IV,75,12,9012,159,0,210,0,IRON_II,48,11,8308,19,0,42,0,IRON,I,75,10,6289,22,0,23,0,IRON_I,76,11,8539,263,0,294,0,BRONZE_IV,34,10,7021,512,0,545,0,IRON_III,61,11,7379
137,0,132,0,BRONZE_IV,60,18,20263,194,0,176,0,BRONZE_IV,13,18,19782,50,0,60,0,IRON_III,48,18,18644,52,0,54,0,BRONZE_IV,0,17,16561,20,0,16,0,IRON_II,66,18,19325,106,0,144,0,IRON_III,60,18,21737,48,0,50,0,IRON_II,45,16,15548,420,0,413,0,BRONZE_III,43,18,20436,40,0,38,0,IRON_III,63,16,15760,16,0,20,0,IRON,I,47,15,13798
312,0,378,0,IRON_III,11,15,14516,287,0,279,0,BRONZE_IV,68,17,17492,389,0,374,0,SILVER_IV,0,16,15782,155,0,224,0,IRON_IV,0,14,11645,80,0,112,0,IRON_I,27,16,15181,136,0,178,0,IRON_IV,0,17,17293,26,0,32,0,IRON_III,70,17,18221,81,0,68,0,BRONZE_II,54,17,17465,40,0,38,0,IRON_III,63,17,16733,16,0,20,0,IRON,I,47,14,12694
245,0,229,0,SILVER_III,34,15,13121,274,0,279,0,IRON_II,46,11,8402,212,0,238,0,IRON_III,37,12,8625,251,0,274,0,BRONZE_IV,75,12,8693,60,0,68,0,BRONZE_IV,48,10,7016,48,0,52,0,IRON_III,19,12,9860,38,0,34,0,BRONZE_II,13,11,7566,72,0,61,0,BRONZE_II,15,12,9414,40,0,38,0,IRON_III,63,10,7249,16,0,20,0,IRON,I,47,10,6846
143,0,172,0,BRONZE_IV,63,12,9780,9,0,13,0,IRON_I,73,11,7623,323,0,335,0,BRONZE_IV,0,13,11082,28,0,57,0,IRON_III,49,10,6730,25,0,48,0,IRON_I,7,10,7074,4,0,6,0,IRON,I,49,11,8496,175,0,194,0,BRONZE_IV,61,15,14693,104,0,138,0,IRON_II,58,14,12460,72,0,91,0,BRONZE_IV,39,13,11304,26,0,33,0,IRON_II,89,13,9971
89,0,118,0,BRONZE_III,34,16,15625,278,0,294,0,IRON_IV,76,15,13529,70,0,86,0,BRONZE_III,4,15,13597,209,0,193,0,BRONZE_II,0,13,11265,150,0,171,0,BRONZE_III,23,14,11860,4,0,6,0,IRON,I,49,15,14577,14,0,29,0,BRONZE_IV,34,16,15238,195,0,242,0,BRONZE_IV,9,18,21725,26,0,38,0,BRONZE_III,16,14,12417,26,0,33,0,IRON_II,89,13,11389
150,0,168,0,BRONZE_IV,12,14,11970,5,0,18,0,IRON_II,49,13,11003,430,0,425,0,BRONZE_III,54,15,13109,22,0,40,0,IRON_III,2,13,10029,147,0,123,0,IRON_I,14,13,10878,4,0,6,0,IRON,I,49,13,11312,197,0,182,0,IRON_I,13,14,12746,162,0,147,0,IRON_II,65,16,15344,237,0,259,0,BRONZE_IV,55,16,15849,654,0,584,0,SILVER_III,3,15,13464
157,0,159,0,IRON_I,40,14,12126,80,0,63,0,BRONZE_II,60,14,12801,56,0,56,0,SILVER_II,41,15,13348,39,0,54,0,BRONZE_I,100,12,9387,39,0,54,0,BRONZE_I,100,12,8585,121,0,163,0,IRON,I,30,15,13787,76,0,101,0,BRONZE_II,94,15,13283,84,0,76,0,SILVER_I,63,15,14029,474,0,477,0,BRONZE_II,97,14,12249,209,0,172,0,BRONZE_I,14,15,13597
30,0,53,0,BRONZE_IV,38,17,17827,48,0,71,0,IRON_II,46,16,15622,97,0,97,0,IRON,I,52,15,14589,64,0,61,0,IRON_I,0,15,13145,34,0,38,0,BRONZE_III,35,14,12631,34,0,38,0,BRONZE_III,35,14,12057,18,0,38,0,IRON_I,42,15,13058,20,0,35,0,BRONZE_III,0,16,16121,432,0,444,0,BRONZE_IV,8,15,13733,12,0,37,0,IRON_II,75,11,7487
91,0,103,0,BRONZE_II,8,16,15048,13,0,24,0,IRON_II,5,14,12022,97,0,97,0,IRON,I,52,14,11610,201,0,225,0,BRONZE_IV,0,1,0,41,0,67,0,BRONZE_IV,2,14,12722,18,0,36,0,BRONZE_IV,19,17,16560,22,0,29,0,IRON_I,5,16,15714,159,0,186,0,BRONZE_IV,47,16,15151,142,0,163,0,BRONZE_IV,38,15,13338,245,0,232,0,BRONZE_IV,70,13,10034
59,0,71,0,IRON_II,44,17,16483,189,0,228,0,IRON_I,98,18,21818,97,0,97,0,IRON,I,52,16,15121,73,0,102,0,IRON_II,0,15,13441,72,0,89,0,BRONZE_IV,14,14,12652,218,0,202,0,IRON_I,39,16,15587,4,0,43,0,IRON_III,28,16,15550,6,0,16,0,IRON_III,49,10,7055,227,0,238,0,BRONZE_III,32,16,15667,50,0,70,0,IRON_III,45,15,14197
59,0,71,0,IRON_II,44,11,7508,133,0,137,0,IRON_III,75,12,8757,97,0,97,0,IRON,I,52,10,6387,152,0,141,0,BRONZE_IV,94,11,7959,455,0,504,0,IRON_I,56,11,7691,227,0,274,0,IRON_IV,58,12,9907,83,0,95,0,IRON_II,18,10,7097,172,0,241,0,IRON_II,84,12,8587,702,0,839,0,IRON_II,17,11,7897,194,0,231,0,IRON_I,0,9,5146
59,0,71,0,IRON_II,44,14,12588,206,0,232,0,BRONZE_IV,44,17,17175,97,0,97,0,IRON,I,52,15,13861,274,0,298,0,IRON_I,13,16,14735,29,0,38,0,IRON_I,28,13,10890,85,0,102,0,BRONZE_IV,11,18,18831,65,0,103,0,IRON_III,38,16,15035,22,0,34,0,BRONZE_II,0,15,14063,82,0,127,0,IRON_IV,61,12,9283,244,0,258,0,BRONZE_IV,47,12,9631
55,0,52,0,IRON_I,87,14,12452,177,0,178,0,BRONZE_IV,75,12,9321,247,0,272,0,IRON_IV,19,13,10310,23,0,44,0,IRON_IV,56,12,9360,478,0,466,0,BRONZE_IV,0,11,8412,135,0,116,0,BRONZE_II,2,16,14852,23,0,22,0,IRON_III,70,15,14541,180,0,157,0,BRONZE_III,40,14,12925,246,0,219,0,BRONZE_III,87,15,13488,10,0,14,0,IRON,I,75,14,12175
177,0,161,0,BRONZE_III,62,18,18428,413,0,383,0,BRONZE_I,17,17,18187,195,0,189,0,BRONZE_III,29,17,17195,345,0,313,0,BRONZE_II,24,17,17787,53,0,38,0,BRONZE_II,15,14,12101,389,0,377,0,SILVER_IV,37,17,16961,54,0,50,0,IRON_I,37,16,15552,50,0,43,0,BRONZE_III,26,17,17310,611,0,620,0,BRONZE_IV,49,15,14040,10,0,14,0,IRON,I,75,16,16126
16,0,40,0,BRONZE_IV,8,13,11134,28,0,50,0,BRONZE_IV,18,11,8479,89,0,99,0,BRONZE_III,2,12,8642,110,0,136,0,BRONZE_IV,23,10,6976,425,0,448,0,BRONZE_II,0,10,6973,85,0,85,0,BRONZE_II,42,12,9229,37,0,54,0,BRONZE_IV,69,12,9619,64,0,69,0,BRONZE_IV,45,12,9542,12,0,8,0,IRON,I,48,12,9439,13,0,21,0,IRON_I,100,10,6954
103,0,123,0,BRONZE_IV,16,14,11611,73,0,89,0,BRONZE_IV,51,14,12176,53,0,99,0,IRON_IV,0,13,10975,255,0,253,0,BRONZE_IV,15,15,13722,265,0,272,0,BRONZE_IV,66,14,12440,85,0,85,0,BRONZE_II,42,17,17099,757,0,808,0,IRON_IV,75,14,11710,166,0,202,0,BRONZE_IV,0,13,11032,12,0,8,0,IRON,I,48,17,16681,239,0,276,0,BRONZE_IV,21,13,10830
231,0,235,0,BRONZE_II,98,12,9456,76,0,78,0,BRONZE_II,16,10,7046,147,0,156,0,BRONZE_IV,99,12,8766,95,0,109,0,IRON_III,0,11,7544,93,0,104,0,IRON_I,35,9,5714,85,0,85,0,BRONZE_II,42,11,7978,85,0,85,0,BRONZE_II,42,11,7415,107,0,121,0,IRON_II,17,13,10232,12,0,8,0,IRON,I,48,14,11988,13,0,20,0,IRON_II,12,12,8586
273,0,275,0,BRONZE_IV,54,14,12768,203,0,186,0,BRONZE_III,75,12,9383,60,0,78,0,BRONZE_IV,0,14,12742,100,0,115,0,BRONZE_II,27,12,9306,245,0,260,0,IRON_III,52,11,8096,318,0,328,0,BRONZE_IV,84,13,11166,76,0,94,0,BRONZE_IV,75,10,6805,210,0,205,0,BRONZE_IV,66,11,8118,12,0,8,0,IRON,I,48,10,7160,26,0,39,0,BRONZE_IV,63,9,5978
12,0,17,0,BRONZE_IV,27,14,12274,264,0,260,0,BRONZE_I,37,12,9566,39,0,53,0,IRON_I,70,13,11134,10,0,8,0,BRONZE_II,1,12,8834,47,0,50,0,SILVER_IV,53,11,7749,8,0,14,0,BRONZE_IV,11,15,14631,37,0,39,0,BRONZE_I,16,16,14722,47,0,64,0,BRONZE_II,81,13,11417,12,0,8,0,IRON,I,48,13,10246,31,0,33,0,SILVER_IV,18,14,12172
131,0,88,0,SILVER_I,100,17,17524,241,0,219,0,SILVER_III,4,16,14897,125,0,114,0,BRONZE_III,23,13,10794,113,0,108,0,BRONZE_II,28,13,10667,26,0,32,0,BRONZE_I,0,13,10785,63,0,69,0,BRONZE_II,3,13,10501,6,0,7,0,BRONZE_II,51,13,10384,394,0,367,0,SILVER_IV,14,15,13349,8,0,11,0,IRON,I,58,13,10979,73,0,85,0,SILVER_IV,0,12,9601
122,0,105,0,SILVER_IV,14,17,17059,223,0,233,0,BRONZE_II,66,17,18057,21,0,22,0,BRONZE_IV,0,15,14157,36,0,37,0,BRONZE_II,61,15,13369,263,0,291,0,BRONZE_I,77,16,15801,99,0,107,0,BRONZE_II,46,17,17402,10,0,25,0,BRONZE_III,0,17,18194,221,0,201,0,BRONZE_II,28,16,14779,8,0,11,0,IRON,I,58,17,16771,73,0,85,0,SILVER_IV,0,15,13988
87,0,93,0,BRONZE_III,99,18,19763,139,0,146,0,BRONZE_III,61,17,18216,242,0,259,0,BRONZE_III,2,18,19150,39,0,59,0,BRONZE_IV,25,16,15134,107,0,120,0,BRONZE_III,56,16,14742,192,0,195,0,BRONZE_III,1,17,18021,54,0,66,0,BRONZE_III,43,15,13688,132,0,133,0,BRONZE_IV,72,17,16756,8,0,11,0,IRON,I,58,15,13219,6,0,4,0,BRONZE_IV,64,15,14392
261,0,268,0,BRONZE_IV,53,12,9251,236,0,254,0,BRONZE_III,62,13,10708,184,0,157,0,SILVER_III,31,13,10104,192,0,194,0,BRONZE_II,49,12,9067,158,0,175,0,BRONZE_III,49,11,7612,72,0,56,0,BRONZE_IV,69,13,9971,54,0,66,0,BRONZE_III,43,10,7260,672,0,701,0,BRONZE_III,42,12,8895,8,0,11,0,IRON,I,58,10,6792,349,0,334,0,BRONZE_III,90,10,6601
276,0,258,0,BRONZE_II,74,15,14691,275,0,254,0,BRONZE_III,0,15,13082,161,0,194,0,BRONZE_IV,34,15,14624,229,0,222,0,SILVER_IV,40,15,13984,84,0,94,0,BRONZE_III,87,14,12278,136,0,135,0,BRONZE_III,15,14,12057,54,0,66,0,BRONZE_III,43,12,9567,125,0,127,0,BRONZE_III,68,14,12115,8,0,11,0,IRON,I,58,12,8915,959,0,944,0,BRONZE_III,78,14,12002
326,0,327,0,BRONZE_III,81,10,6423,87,0,89,0,BRONZE_III,0,8,4080,19,0,23,0,BRONZE_III,44,9,5716,68,0,64,0,BRONZE_II,52,11,7700,79,0,82,0,BRONZE_II,48,10,6494,12,0,27,0,BRONZE_IV,5,8,5010,153,0,167,0,BRONZE_II,35,8,4117,37,0,41,0,BRONZE_II,29,10,6204,7,0,14,0,IRON,I,49,6,2902,327,0,322,0,BRONZE_III,61,6,2815
25,0,28,0,IRON_II,48,9,5479,46,0,61,0,BRONZE_IV,48,9,5854,37,0,63,0,BRONZE_IV,64,9,5762,141,0,162,0,BRONZE_IV,92,9,5746,7,0,15,0,BRONZE_IV,0,8,4405,96,0,96,0,BRONZE_II,19,12,9168,122,0,159,0,IRON_II,22,9,5618,72,0,72,0,BRONZE_IV,75,10,7103,7,0,14,0,IRON,I,49,9,5313,39,0,52,0,BRONZE_IV,0,9,5483
61,0,61,0,BRONZE_IV,65,17,16981,11,0,5,0,IRON,I,94,15,13386,26,0,40,0,IRON_II,70,14,12161,72,0,86,0,BRONZE_IV,32,15,13572,167,0,174,0,BRONZE_IV,6,14,12114,114,0,128,0,BRONZE_IV,32,17,16662,156,0,139,0,BRONZE_IV,2,14,11462,394,0,390,0,IRON_I,39,15,13137,12,0,33,0,IRON_I,30,14,11468,531,0,528,0,BRONZE_II,7,12,9400
76,0,77,0,IRON_II,61,16,15801,11,0,5,0,IRON,I,94,14,11863,28,0,29,0,IRON_I,12,15,13475,49,0,37,0,BRONZE_III,0,14,12765,29,0,40,0,IRON_II,0,12,9549,23,0,35,0,IRON_III,32,12,9847,16,0,24,0,IRON_III,75,11,7910,118,0,159,0,IRON_IV,57,16,15454,202,0,176,0,BRONZE_I,28,12,9765,749,0,760,0,IRON_I,87,12,9247
70,0,81,0,BRONZE_IV,0,11,8530,11,0,5,0,IRON,I,94,11,7918,93,0,73,0,BRONZE_II,62,13,10044,145,0,193,0,IRON_IV,73,11,7559,86,0,90,0,BRONZE_III,7,10,7191,706,0,689,0,BRONZE_III,29,14,11601,162,0,158,0,BRONZE_IV,0,14,12350,14,0,19,0,IRON_II,94,13,10361,105,0,112,0,BRONZE_III,59,13,10122,68,0,81,0,BRONZE_IV,0,12,9461
534,0,495,0,BRONZE_I,27,14,12042,11,0,5,0,IRON,I,94,14,12719,80,0,64,0,BRONZE_III,53,14,12625,15,0,22,0,IRON_II,64,12,9361,190,0,211,0,IRON_II,0,12,8826,28,0,24,0,IRON_II,23,15,13421,212,0,195,0,BRONZE_III,45,14,12083,33,0,45,0,BRONZE_IV,21,13,10221,12,0,20,0,IRON_I,6,12,9156,279,0,261,0,BRONZE_II,28,12,8807
18,0,35,0,IRON_II,5,18,23791,11,0,5,0,IRON,I,94,18,31154,224,0,216,0,BRONZE_IV,34,18,29578,192,0,182,0,IRON_I,12,18,32297,166,0,143,0,SILVER_III,0,18,23175,23,0,30,0,IRON_II,41,18,22809,383,0,388,0,BRONZE_III,23,17,17563,157,0,142,0,BRONZE_IV,6,18,22153,264,0,261,0,BRONZE_III,90,18,20201,19,0,27,0,IRON_I,78,18,24050
8,0,14,0,IRON,I,89,17,16577,521,0,496,0,SILVER_IV,95,16,15493,423,0,422,0,SILVER_III,0,15,14473,66,0,68,0,BRONZE_II,44,14,11574,120,0,108,0,BRONZE_I,7,14,11788,81,0,83,0,BRONZE_III,85,16,14773,177,0,121,0,PLATINUM_IV,47,16,15926,32,0,44,0,BRONZE_III,43,18,19762,305,0,273,0,SILVER_IV,84,16,14996,209,0,213,0,SILVER_IV,61,15,14327
229,0,241,0,IRON_III,88,16,16264,17,0,25,0,IRON_IV,75,15,13614,30,0,28,0,IRON_I,20,15,14669,32,0,43,0,BRONZE_II,56,16,14926,37,0,39,0,IRON_II,31,14,12374,134,0,129,0,IRON_II,74,15,13549,8,0,9,0,IRON,I,47,13,10399,153,0,128,0,BRONZE_III,1,16,14834,458,0,399,0,SILVER_IV,20,13,10182,431,0,375,0,SILVER_IV,26,12,9726
