ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
181,0,207,0,BRONZE_IV,34,14,11718,72,0,87,0,BRONZE_IV,19,12,9284,27,0,39,0,IRON,IV,69,12,9783,42,0,51,0,IRON_II,84,11,8328,27,0,26,0,IRON_I,79,12,8900,149,0,163,0,IRON_II,30,11,7960,115,0,151,0,IRON_III,7,10,7125,175,0,177,0,BRONZE_I,11,12,9305,98,0,133,0,IRON_IV,6,10,6626,204,0,187,0,BRONZE_III,55,10,6797
124,0,158,0,IRON_III,75,16,15650,141,0,161,0,BRONZE_IV,0,15,13136,38,0,56,0,IRON,IV,89,16,14752,73,0,86,0,IRON_I,70,15,13616,18,0,23,0,BRONZE_I,0,15,13316,227,0,253,0,IRON_II,20,16,15716,19,0,26,0,BRONZE_III,47,14,11645,7,0,7,0,IRON_I,25,14,11477,46,0,48,0,IRON_I,74,14,12229,46,0,48,0,IRON_I,74,14,11708
139,0,157,0,BRONZE_III,56,18,20454,104,0,162,0,IRON,IV,85,16,15476,103,0,117,0,IRON_II,43,18,20239,257,0,262,0,BRONZE_III,19,17,16821,293,0,329,0,IRON_III,20,15,13854,743,0,766,0,IRON_III,24,18,18629,23,0,33,0,IRON_I,39,17,18264,7,0,17,0,IRON_I,100,16,15892,131,0,140,0,IRON_I,17,16,16161,16,0,24,0,IRON_II,61,15,13848
6,0,9,0,BRONZE_IV,10,12,9580,104,0,162,0,IRON,IV,85,12,9342,191,0,236,0,BRONZE_IV,0,13,10669,56,0,86,0,BRONZE_IV,0,13,11054,293,0,329,0,IRON_III,20,11,8553,143,0,152,0,BRONZE_IV,80,16,15243,11,0,11,0,IRON_I,46,14,12647,104,0,101,0,BRONZE_IV,26,15,13585,62,0,66,0,IRON_III,16,13,10141,31,0,50,0,BRONZE_IV,30,13,11234
203,0,220,0,BRONZE_II,26,14,12798,104,0,162,0,IRON,IV,85,10,7104,89,0,100,0,BRONZE_IV,21,12,9342,73,0,111,0,IRON_I,83,11,8239,293,0,329,0,IRON_III,20,10,6629,363,0,411,0,IRON_IV,25,10,6199,81,0,112,0,IRON_III,15,5,2397,115,0,152,0,IRON_II,24,12,9461,381,0,388,0,BRONZE_IV,51,12,8935,372,0,366,0,BRONZE_IV,15,11,8509
134,0,171,0,IRON_IV,81,13,11192,104,0,162,0,IRON,IV,85,13,11025,103,0,132,0,BRONZE_IV,4,15,13996,293,0,329,0,IRON_III,20,11,8264,79,0,76,0,BRONZE_IV,57,13,11259,203,0,214,0,IRON_IV,12,12,9920,563,0,673,0,IRON_III,0,13,10792,328,0,323,0,BRONZE_IV,0,12,8860,73,0,111,0,IRON_I,83,12,9053,12,0,35,0,IRON_I,27,8,5005
106,0,103,0,BRONZE_IV,73,16,15166,104,0,162,0,IRON,IV,85,13,10087,238,0,250,0,BRONZE_III,24,14,12265,42,0,46,0,IRON_I,41,14,12735,293,0,329,0,IRON_III,20,12,9842,290,0,310,0,SILVER_IV,0,15,13427,69,0,98,0,IRON_IV,32,14,11448,21,0,60,0,IRON_III,47,11,7906,121,0,135,0,IRON_I,91,14,12657,160,0,194,0,IRON_III,70,13,10020
258,0,242,0,BRONZE_III,66,17,17304,266,0,272,0,BRONZE_IV,18,18,19731,259,0,245,0,BRONZE_II,24,17,18123,59,0,68,0,BRONZE_IV,74,17,16567,188,0,208,0,BRONZE_IV,75,15,13083,321,0,311,0,BRONZE_III,12,16,14966,25,0,43,0,IRON,IV,22,15,14215,103,0,96,0,BRONZE_III,0,17,18202,257,0,260,0,SILVER_IV,15,15,13529,224,0,225,0,BRONZE_III,1,16,15143
37,0,45,0,BRONZE_IV,16,18,19038,382,0,392,0,IRON_II,0,17,17214,399,0,387,0,BRONZE_III,12,18,19736,535,0,547,0,BRONZE_IV,17,17,17137,39,0,50,0,IRON_IV,27,15,13553,458,0,493,0,IRON_II,59,18,18954,25,0,43,0,IRON,IV,22,14,11787,103,0,96,0,BRONZE_III,0,16,15461,229,0,286,0,BRONZE_IV,0,16,14893,291,0,334,0,BRONZE_IV,0,15,14116
471,0,482,0,BRONZE_IV,0,15,14667,285,0,277,0,BRONZE_II,51,14,12423,382,0,353,0,BRONZE_II,74,13,11177,227,0,236,0,IRON_III,48,13,10611,347,0,336,0,BRONZE_IV,75,13,10210,112,0,132,0,IRON_I,15,13,10019,25,0,43,0,IRON,IV,22,11,8238,103,0,96,0,BRONZE_III,0,13,10621,99,0,115,0,BRONZE_I,0,12,8705,173,0,213,0,IRON_III,6,12,9314
55,0,83,0,IRON_IV,87,14,12472,244,0,213,0,BRONZE_IV,13,16,15307,297,0,278,0,BRONZE_III,26,16,16124,77,0,110,0,IRON_IV,58,12,9615,4,0,6,0,IRON_II,80,15,14084,131,0,147,0,IRON_I,100,14,11828,25,0,43,0,IRON,IV,22,12,8605,103,0,96,0,BRONZE_III,0,14,12649,134,0,167,0,IRON_IV,45,13,10626,363,0,375,0,BRONZE_IV,11,13,11173
191,0,220,0,IRON_IV,0,11,8534,53,0,55,0,BRONZE_II,55,12,9325,580,0,568,0,BRONZE_IV,25,14,12665,461,0,450,0,BRONZE_IV,9,11,7499,123,0,157,0,IRON_IV,84,10,7196,39,0,39,0,IRON_IV,75,13,11212,25,0,43,0,IRON,IV,22,13,10469,103,0,96,0,BRONZE_III,0,14,12241,195,0,220,0,BRONZE_IV,0,12,9955,59,0,87,0,IRON_III,73,12,9453
201,0,201,0,BRONZE_IV,75,18,19030,26,0,28,0,IRON_I,57,17,17144,88,0,84,0,IRON,IV,75,17,16626,228,0,235,0,IRON_III,94,15,13176,347,0,308,0,BRONZE_III,65,15,13050,160,0,165,0,BRONZE_IV,62,17,17243,32,0,54,0,BRONZE_IV,0,16,15566,173,0,189,0,IRON_IV,0,18,19398,104,0,106,0,BRONZE_IV,0,17,16612,105,0,94,0,BRONZE_IV,36,17,16649
175,0,190,0,IRON_II,58,14,12003,183,0,170,0,BRONZE_IV,19,11,7956,88,0,84,0,IRON,IV,75,11,7627,111,0,140,0,IRON_III,43,11,7523,244,0,277,0,BRONZE_IV,2,10,6816,26,0,43,0,IRON_III,8,12,9176,176,0,201,0,IRON_I,64,12,9426,233,0,255,0,BRONZE_III,74,14,12571,110,0,82,0,BRONZE_IV,34,12,9909,75,0,48,0,IRON_I,72,13,10309
43,0,59,0,BRONZE_IV,21,14,12392,149,0,152,0,BRONZE_IV,0,13,10518,88,0,84,0,IRON,IV,75,13,11045,438,0,460,0,BRONZE_IV,51,13,10569,81,0,84,0,BRONZE_IV,40,11,7834,79,0,121,0,IRON_III,32,11,8344,162,0,200,0,IRON_I,49,12,9915,102,0,79,0,BRONZE_III,75,14,12449,328,0,324,0,BRONZE_II,50,12,8757,65,0,71,0,BRONZE_II,35,12,8914
45,0,68,0,BRONZE_IV,13,17,18017,196,0,231,0,BRONZE_III,40,18,21422,88,0,84,0,IRON,IV,75,15,14086,68,0,67,0,BRONZE_IV,75,18,23060,101,0,108,0,BRONZE_IV,21,18,19130,392,0,410,0,IRON_II,85,18,19672,204,0,141,0,SILVER_IV,71,17,17250,129,0,139,0,BRONZE_IV,12,18,18969,280,0,287,0,BRONZE_IV,14,16,14846,164,0,183,0,BRONZE_IV,3,16,14921
219,0,241,0,BRONZE_IV,85,15,14302,78,0,83,0,BRONZE_IV,33,15,13053,88,0,84,0,IRON,IV,75,13,11219,126,0,126,0,BRONZE_IV,0,14,12059,124,0,123,0,BRONZE_III,9,12,9533,20,0,67,0,IRON_IV,13,11,7455,42,0,41,0,BRONZE_I,23,11,8087,41,0,68,0,IRON_I,27,11,8270,384,0,399,0,BRONZE_IV,77,14,12194,210,0,178,0,BRONZE_II,53,11,7664
52,0,53,0,IRON_II,45,12,9060,28,0,27,0,IRON_I,35,11,8471,65,0,61,0,IRON_I,28,12,9953,117,0,104,0,BRONZE_IV,32,11,8226,359,0,369,0,BRONZE_IV,43,9,5829,92,0,96,0,BRONZE_IV,62,11,8417,147,0,160,0,BRONZE_IV,34,11,7922,139,0,144,0,BRONZE_IV,0,11,7347,127,0,149,0,IRON_I,0,8,4316,51,0,76,0,IRON,IV,42,8,4785
116,0,128,0,IRON_III,42,15,13206,5,0,33,0,BRONZE_IV,0,12,9375,167,0,197,0,BRONZE_IV,8,13,10110,8,0,61,0,IRON_IV,0,14,12078,7,0,9,0,IRON_I,19,12,9812,148,0,143,0,IRON_I,38,16,14793,54,0,66,0,IRON_I,33,16,15930,112,0,145,0,IRON_III,45,15,14574,260,0,271,0,BRONZE_II,28,14,12594,51,0,76,0,IRON,IV,42,13,11094
21,0,39,0,IRON_III,62,17,17786,210,0,215,0,BRONZE_IV,26,18,21426,204,0,196,0,BRONZE_IV,45,17,17047,81,0,83,0,IRON_I,31,18,18865,263,0,241,0,BRONZE_III,49,16,15635,459,0,460,0,IRON_II,65,17,17056,501,0,499,0,BRONZE_IV,91,16,15440,156,0,179,0,BRONZE_IV,17,14,12607,275,0,298,0,BRONZE_III,55,13,10774,51,0,76,0,IRON,IV,42,15,13532
133,0,149,0,IRON_II,0,13,10491,189,0,228,0,IRON_I,98,12,9855,172,0,242,0,IRON_II,66,11,8096,709,0,840,0,IRON_I,11,11,8185,81,0,126,0,IRON_III,42,11,8201,38,0,54,0,IRON,IV,14,13,10575,268,0,286,0,BRONZE_IV,34,12,8699,54,0,77,0,BRONZE_IV,26,14,11768,89,0,111,0,BRONZE_III,42,12,9811,51,0,70,0,IRON_II,38,11,8191
90,0,95,0,IRON_II,40,17,17422,171,0,190,0,IRON_III,45,16,15364,54,0,77,0,BRONZE_IV,26,16,15303,11,0,12,0,IRON_II,93,17,16951,31,0,26,0,IRON_I,15,17,17029,38,0,54,0,IRON,IV,14,15,13496,324,0,335,0,BRONZE_IV,11,17,17450,51,0,79,0,IRON_II,58,14,12747,205,0,222,0,BRONZE_IV,14,15,14315,310,0,294,0,BRONZE_IV,0,15,13670
381,0,388,0,BRONZE_IV,51,12,8958,26,0,28,0,IRON_I,44,9,5201,189,0,198,0,IRON_I,3,12,9107,362,0,477,0,IRON_III,0,8,4566,61,0,74,0,BRONZE_IV,0,8,4074,38,0,54,0,IRON,IV,14,11,7386,200,0,211,0,IRON_IV,43,9,5426,30,0,33,0,IRON_I,67,8,4777,94,0,119,0,BRONZE_IV,43,8,4711,17,0,31,0,BRONZE_IV,0,9,5325
109,0,91,0,BRONZE_III,36,16,15059,307,0,388,0,IRON_IV,55,16,15285,44,0,52,0,BRONZE_III,37,14,12429,26,0,45,0,BRONZE_IV,0,13,10214,81,0,63,0,BRONZE_IV,48,13,10375,38,0,54,0,IRON,IV,14,14,12125,126,0,158,0,BRONZE_IV,22,14,12018,95,0,87,0,BRONZE_II,4,13,10519,54,0,46,0,BRONZE_IV,60,13,10710,243,0,226,0,BRONZE_IV,86,12,8892
201,0,202,0,BRONZE_IV,0,16,15427,34,0,73,0,IRON_IV,72,16,15278,33,0,48,0,IRON_I,100,15,14426,313,0,318,0,IRON_I,51,14,11966,126,0,152,0,IRON_II,14,12,8640,38,0,54,0,IRON,IV,14,15,13303,190,0,214,0,IRON_I,0,12,9875,205,0,222,0,IRON_II,59,13,10252,23,0,35,0,BRONZE_IV,17,13,11097,82,0,113,0,IRON_III,72,13,11242
341,0,313,0,BRONZE_II,48,17,18000,226,0,270,0,IRON_IV,75,17,16487,85,0,96,0,BRONZE_IV,44,16,14805,37,0,52,0,IRON,IV,49,17,17748,121,0,118,0,BRONZE_III,44,17,17181,634,0,722,0,IRON_IV,39,18,19824,121,0,139,0,IRON_I,21,18,21006,246,0,233,0,BRONZE_IV,32,18,19126,141,0,173,0,BRONZE_IV,14,18,19061,552,0,581,0,BRONZE_IV,11,17,16798
136,0,139,0,BRONZE_IV,15,15,13386,172,0,163,0,BRONZE_IV,54,13,10654,83,0,109,0,IRON_II,38,15,13734,37,0,52,0,IRON,IV,49,13,10161,65,0,86,0,IRON_III,20,12,9214,178,0,189,0,IRON_IV,68,14,13012,227,0,196,0,SILVER_III,27,14,11794,301,0,311,0,BRONZE_IV,0,15,14523,191,0,170,0,BRONZE_IV,75,12,9332,66,0,77,0,BRONZE_IV,18,11,8569
81,0,69,0,IRON_I,84,17,18293,253,0,321,0,IRON_II,38,15,13383,505,0,506,0,BRONZE_IV,0,14,12074,37,0,52,0,IRON,IV,49,14,12284,256,0,253,0,BRONZE_IV,13,14,11641,6,0,9,0,IRON_I,2,13,10492,36,0,59,0,IRON_II,75,15,13695,114,0,143,0,IRON_III,77,14,12666,30,0,55,0,IRON_II,24,13,11416,202,0,197,0,IRON_II,28,12,8871
67,0,63,0,BRONZE_IV,60,18,23676,104,0,107,0,BRONZE_IV,63,16,16194,161,0,183,0,IRON_III,96,17,17455,37,0,52,0,IRON,IV,49,13,11156,282,0,268,0,BRONZE_III,77,15,13233,186,0,194,0,IRON_I,21,18,20465,163,0,193,0,IRON_IV,72,18,20459,435,0,428,0,BRONZE_III,30,16,14965,155,0,154,0,BRONZE_IV,92,17,17726,188,0,156,0,BRONZE_IV,56,17,16928
21,0,30,0,IRON_II,58,16,15066,341,0,323,0,BRONZE_II,14,17,18081,73,0,81,0,BRONZE_II,15,15,13703,37,0,52,0,IRON,IV,49,15,13102,112,0,114,0,BRONZE_II,15,14,12083,300,0,304,0,BRONZE_IV,75,15,13919,68,0,71,0,IRON_II,81,15,14533,62,0,68,0,BRONZE_III,75,17,17897,57,0,84,0,IRON_III,16,15,13506,113,0,125,0,IRON_I,12,14,12686
173,0,193,0,IRON,IV,70,12,9000,150,0,135,0,SILVER_IV,25,11,8242,140,0,156,0,SILVER_IV,60,12,9770,218,0,236,0,BRONZE_I,41,11,8413,10,0,19,0,BRONZE_IV,61,11,8276,136,0,135,0,BRONZE_I,31,13,11050,15,0,26,0,BRONZE_III,19,10,6168,38,0,40,0,BRONZE_III,53,11,8184,33,0,37,0,BRONZE_I,15,10,6282,15,0,33,0,BRONZE_IV,0,9,5058
173,0,193,0,IRON,IV,70,18,22915,101,0,123,0,IRON_I,0,18,23861,294,0,319,0,BRONZE_III,29,18,29723,29,0,49,0,BRONZE_IV,72,18,23130,66,0,59,0,BRONZE_IV,39,16,16241,101,0,121,0,BRONZE_IV,36,18,24586,122,0,156,0,BRONZE_IV,58,18,27147,37,0,55,0,BRONZE_IV,29,18,21826,48,0,69,0,IRON_IV,33,17,17281,43,0,55,0,BRONZE_IV,12,18,19775
173,0,193,0,IRON,IV,70,17,16754,114,0,141,0,BRONZE_IV,10,15,14076,185,0,150,0,BRONZE_III,84,17,17079,62,0,72,0,IRON_I,100,16,16143,120,0,104,0,BRONZE_III,0,15,13144,30,0,29,0,BRONZE_III,0,17,16579,63,0,65,0,BRONZE_IV,72,18,18525,273,0,311,0,IRON_II,76,18,18487,15,0,15,0,BRONZE_IV,7,18,19502,56,0,92,0,IRON_IV,24,15,14371
173,0,193,0,IRON,IV,70,11,7599,1177,0,1162,0,BRONZE_IV,0,14,12301,24,0,52,0,IRON_II,52,12,9264,220,0,185,0,BRONZE_III,17,12,9186,207,0,247,0,BRONZE_IV,58,11,8289,153,0,150,0,BRONZE_III,7,13,10238,130,0,161,0,IRON_II,75,13,11040,225,0,261,0,BRONZE_IV,63,15,13676,55,0,47,0,IRON_II,15,12,9045,312,0,386,0,IRON_III,22,11,7898
173,0,193,0,IRON,IV,70,14,12682,12,0,21,0,IRON_III,57,15,14170,6,0,12,0,IRON_I,42,13,11216,84,0,106,0,IRON_I,48,14,11725,122,0,149,0,IRON_I,29,14,11644,13,0,13,0,IRON_I,81,15,13262,225,0,219,0,BRONZE_IV,26,16,15041,125,0,122,0,IRON_I,72,15,13039,62,0,92,0,IRON_IV,14,14,12404,8,0,26,0,BRONZE_IV,15,14,11777
35,0,51,0,IRON,IV,50,13,11433,147,0,141,0,BRONZE_III,52,12,8981,97,0,122,0,IRON_I,12,13,10584,139,0,124,0,BRONZE_IV,25,13,11168,167,0,170,0,BRONZE_III,27,11,8547,188,0,193,0,BRONZE_IV,61,12,9644,34,0,43,0,IRON_II,4,13,10425,315,0,295,0,BRONZE_III,18,12,8685,185,0,217,0,BRONZE_IV,0,12,8587,12,0,57,0,IRON_IV,0,9,6101
35,0,51,0,IRON,IV,50,14,12157,50,0,75,0,BRONZE_IV,54,14,12261,83,0,118,0,BRONZE_III,86,13,10413,175,0,212,0,BRONZE_IV,0,12,8972,192,0,197,0,IRON_I,32,13,10339,108,0,137,0,BRONZE_IV,38,15,13571,379,0,382,0,IRON_II,75,13,10129,99,0,93,0,BRONZE_I,34,16,14729,129,0,132,0,IRON_II,75,14,11723,67,0,79,0,BRONZE_III,0,12,9154
35,0,51,0,IRON,IV,50,14,11531,32,0,35,0,BRONZE_I,18,17,18246,15,0,33,0,BRONZE_II,45,14,12164,158,0,178,0,SILVER_IV,15,16,16162,216,0,210,0,SILVER_III,25,12,9788,331,0,332,0,SILVER_IV,21,16,16443,131,0,139,0,BRONZE_III,59,13,11287,259,0,224,0,SILVER_III,35,16,15820,310,0,305,0,SILVER_IV,83,15,13364,271,0,274,0,SILVER_IV,0,14,11805
35,0,51,0,IRON,IV,50,15,13080,803,0,831,0,IRON_III,55,13,10118,23,0,42,0,BRONZE_IV,12,12,8968,38,0,39,0,IRON_II,34,10,7209,72,0,115,0,IRON_IV,0,11,7370,191,0,210,0,IRON_I,16,13,10641,52,0,81,0,IRON_II,63,14,11629,104,0,120,0,IRON_III,53,13,9961,34,0,38,0,IRON_III,74,11,7958,266,0,282,0,BRONZE_II,30,10,6479
35,0,51,0,IRON,IV,50,10,6575,64,0,78,0,BRONZE_IV,40,12,9051,188,0,201,0,BRONZE_IV,45,12,9578,134,0,157,0,BRONZE_IV,0,12,8905,25,0,42,0,BRONZE_IV,14,12,8656,125,0,137,0,BRONZE_III,0,16,15882,71,0,76,0,BRONZE_IV,19,13,11209,108,0,98,0,BRONZE_IV,27,14,11585,155,0,182,0,IRON_II,34,12,9194,193,0,189,0,BRONZE_III,70,10,6895
61,0,86,0,BRONZE_IV,0,13,11389,263,0,289,0,BRONZE_IV,41,16,14801,145,0,137,0,BRONZE_IV,4,16,16270,38,0,66,0,IRON_III,11,13,10165,96,0,108,0,BRONZE_III,54,13,10309,267,0,290,0,BRONZE_IV,0,15,13036,21,0,26,0,IRON_II,82,12,8599,18,0,32,0,BRONZE_IV,60,14,11612,232,0,242,0,BRONZE_IV,57,12,9187,37,0,61,0,IRON,IV,12,13,10186
23,0,41,0,BRONZE_IV,26,17,16990,259,0,281,0,BRONZE_IV,40,16,15497,152,0,152,0,BRONZE_IV,70,17,18287,70,0,74,0,IRON_II,60,17,17133,39,0,53,0,IRON_II,75,14,12663,415,0,448,0,BRONZE_IV,17,18,21215,415,0,448,0,BRONZE_IV,17,18,21884,387,0,418,0,BRONZE_III,43,17,17527,31,0,35,0,IRON_I,88,17,16764,37,0,61,0,IRON,IV,12,17,16750
103,0,102,0,BRONZE_III,18,17,16624,205,0,198,0,BRONZE_IV,13,16,15282,190,0,199,0,BRONZE_IV,0,16,14965,105,0,100,0,BRONZE_IV,16,15,13970,89,0,82,0,BRONZE_III,0,14,12009,40,0,52,0,BRONZE_III,9,16,16234,26,0,46,0,BRONZE_IV,0,13,10501,238,0,228,0,BRONZE_IV,20,14,12154,48,0,72,0,BRONZE_IV,10,15,13607,37,0,61,0,IRON,IV,12,14,12271
316,0,294,0,BRONZE_IV,15,18,20979,129,0,141,0,BRONZE_IV,43,18,21971,139,0,160,0,BRONZE_IV,0,18,23641,14,0,31,0,BRONZE_IV,12,17,18009,21,0,18,0,BRONZE_IV,22,15,14223,18,0,41,0,IRON_I,75,17,18021,95,0,114,0,BRONZE_IV,3,16,15143,28,0,38,0,IRON_I,100,18,21305,39,0,61,0,BRONZE_IV,33,16,16361,37,0,61,0,IRON,IV,12,16,15933
98,0,102,0,BRONZE_II,4,18,20173,67,0,86,0,BRONZE_IV,0,16,16038,87,0,133,0,IRON_IV,53,18,19393,270,0,282,0,BRONZE_IV,0,17,17350,617,0,611,0,IRON_I,78,17,17354,8,0,16,0,IRON_II,68,18,23557,102,0,115,0,BRONZE_IV,21,18,25719,290,0,274,0,BRONZE_III,0,18,21603,5,0,10,0,IRON_II,55,17,18190,37,0,61,0,IRON,IV,12,18,19688
151,0,142,0,PLATINUM_IV,72,14,11536,151,0,139,0,GOLD_III,0,14,12408,458,0,443,0,BRONZE_III,6,15,13371,106,0,101,0,BRONZE_IV,91,16,15789,20,0,21,0,SILVER_IV,70,14,12291,22,0,26,0,BRONZE_III,26,17,17295,22,0,26,0,BRONZE_III,26,18,19088,22,0,26,0,BRONZE_III,26,17,18228,7,0,5,0,SILVER_III,55,16,15449,9,0,31,0,IRON,IV,0,11,8325
42,0,36,0,BRONZE_IV,93,16,15008,42,0,36,0,BRONZE_IV,93,13,11116,32,0,32,0,BRONZE_IV,80,16,14990,131,0,145,0,SILVER_IV,21,14,12017,2,0,9,0,GOLD_I,0,14,11571,6,0,5,0,BRONZE_III,54,15,13478,6,0,5,0,BRONZE_III,54,14,11625,44,0,44,0,SILVER_III,22,14,12653,12,0,10,0,BRONZE_I,52,12,9154,9,0,31,0,IRON,IV,0,12,9498
53,0,58,0,SILVER_I,44,14,12868,11,0,19,0,BRONZE_III,27,13,11185,195,0,155,0,SILVER_II,35,14,12927,60,0,57,0,SILVER_II,45,14,12039,173,0,168,0,SILVER_IV,64,13,10121,53,0,44,0,GOLD_IV,17,14,12550,350,0,330,0,GOLD_IV,82,11,7514,120,0,110,0,GOLD_II,13,12,9672,83,0,89,0,BRONZE_II,24,11,8299,9,0,31,0,IRON,IV,0,11,8101
39,0,38,0,IRON_III,91,13,10551,540,0,487,0,PLATINUM_IV,1,12,8738,35,0,29,0,GOLD_IV,1,13,11092,9,0,19,0,BRONZE_IV,58,11,7379,25,0,18,0,BRONZE_III,44,11,7988,173,0,168,0,SILVER_IV,64,11,8509,80,0,101,0,BRONZE_IV,0,10,7276,200,0,189,0,SILVER_II,0,12,8586,48,0,56,0,BRONZE_IV,54,9,5178,9,0,31,0,IRON,IV,0,11,7886
68,0,77,0,BRONZE_IV,0,16,15812,205,0,227,0,BRONZE_IV,8,14,12602,105,0,124,0,IRON_I,20,15,13328,250,0,255,0,BRONZE_IV,0,15,14528,97,0,165,0,IRON,IV,34,12,9580,51,0,57,0,IRON_I,74,16,15143,167,0,162,0,IRON_I,100,16,14821,269,0,251,0,IRON_II,49,17,16522,518,0,527,0,IRON_II,76,14,12721,105,0,106,0,BRONZE_IV,21,15,13436
44,0,40,0,BRONZE_IV,59,16,16139,313,0,344,0,BRONZE_III,57,12,9668,18,0,38,0,BRONZE_IV,15,15,14030,21,0,41,0,BRONZE_IV,0,13,10571,97,0,165,0,IRON,IV,34,11,8105,410,0,400,0,BRONZE_IV,23,15,14210,83,0,110,0,IRON_I,15,16,15234,115,0,140,0,IRON_II,53,15,13436,52,0,99,0,BRONZE_IV,0,15,13048,586,0,597,0,BRONZE_III,23,13,10574
76,0,78,0,IRON_III,75,18,19299,13,0,20,0,BRONZE_IV,76,15,13440,105,0,102,0,BRONZE_III,47,15,14486,69,0,80,0,IRON_I,23,15,13247,97,0,165,0,IRON,IV,34,14,11724,70,0,78,0,BRONZE_IV,46,16,15612,53,0,76,0,BRONZE_IV,43,14,12669,342,0,403,0,BRONZE_IV,42,16,16099,89,0,93,0,BRONZE_IV,17,13,10335,15,0,56,0,IRON_IV,38,12,9203
265,0,263,0,BRONZE_IV,6,16,16076,187,0,208,0,IRON_II,22,17,17656,238,0,250,0,BRONZE_III,24,17,16643,273,0,262,0,BRONZE_III,0,17,17601,97,0,165,0,IRON,IV,34,14,12298,33,0,70,0,IRON_II,0,16,14903,46,0,56,0,IRON_II,18,16,15624,9,0,30,0,IRON_I,48,17,17416,145,0,168,0,IRON_III,5,16,14729,70,0,83,0,BRONZE_IV,61,16,15168
472,0,522,0,IRON_IV,49,15,14402,107,0,105,0,BRONZE_IV,14,13,10315,37,0,57,0,BRONZE_IV,0,15,13535,114,0,181,0,BRONZE_IV,54,13,11087,97,0,165,0,IRON,IV,34,13,10445,22,0,53,0,IRON_III,12,16,14888,172,0,185,0,BRONZE_IV,29,15,14357,143,0,150,0,BRONZE_IV,28,16,15455,26,0,56,0,IRON_IV,83,13,11311,276,0,280,0,BRONZE_III,8,16,15177
251,0,236,0,BRONZE_IV,35,18,21370,132,0,176,0,IRON_I,1,17,17271,132,0,176,0,IRON_I,1,18,22592,59,0,76,0,IRON_II,37,18,18925,79,0,85,0,IRON,IV,48,18,18582,18,0,25,0,IRON_I,0,18,23449,6,0,18,0,IRON_II,75,18,22583,70,0,109,0,BRONZE_IV,0,18,19354,178,0,177,0,BRONZE_IV,4,17,17020,42,0,53,0,BRONZE_IV,0,17,17872
20,0,19,0,BRONZE_IV,0,16,15462,8,0,30,0,IRON_I,16,12,9092,148,0,136,0,BRONZE_IV,0,13,10144,247,0,270,0,BRONZE_IV,19,12,9663,79,0,85,0,IRON,IV,48,13,10186,99,0,123,0,IRON_II,68,14,12013,31,0,49,0,BRONZE_IV,32,15,14577,66,0,98,0,IRON_II,41,15,14314,252,0,251,0,BRONZE_IV,13,14,11995,18,0,33,0,BRONZE_IV,58,13,10417
48,0,64,0,IRON_I,55,13,11111,17,0,16,0,IRON_I,68,10,7049,133,0,150,0,IRON_II,83,11,7996,11,0,9,0,BRONZE_IV,1,9,5946,79,0,85,0,IRON,IV,48,9,6026,923,0,925,0,BRONZE_IV,66,11,7622,54,0,55,0,IRON_II,23,8,4716,6,0,15,0,IRON_II,52,10,6213,57,0,75,0,IRON_II,0,9,5602,32,0,72,0,IRON_IV,0,7,3823
264,0,294,0,BRONZE_IV,0,13,10011,54,0,57,0,BRONZE_IV,0,13,9980,144,0,137,0,IRON_I,55,13,10752,83,0,94,0,BRONZE_IV,35,12,9612,79,0,85,0,IRON,IV,48,11,8048,60,0,63,0,BRONZE_IV,40,14,12957,24,0,42,0,IRON_II,40,15,13412,34,0,53,0,IRON_II,45,15,13331,11,0,21,0,BRONZE_III,38,13,10433,146,0,149,0,BRONZE_IV,39,13,11139
