rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
120,0,113,0,SILVER_II,4,10,6453,28,0,43,0,BRONZE_I,0,8,4868,63,0,81,0,SILVER_I,50,10,6651,169,0,162,0,SILVER_III,5,8,4844,122,0,90,0,SILVER_III,35,8,4662,19,0,26,0,SILVER_IV,6,8,4128,66,0,84,0,SILVER,IV,94,9,5660,254,0,279,0,SILVER_III,14,10,6165,191,0,195,0,SILVER_III,60,7,3697,98,0,92,0,SILVER_III,61,8,4557
374,0,383,0,SILVER_II,0,17,17554,116,0,123,0,SILVER_III,22,18,24177,191,0,181,0,SILVER_II,0,18,21291,18,0,41,0,SILVER_IV,34,18,22291,61,0,63,0,SILVER_III,1,15,13277,77,0,69,0,SILVER_III,39,17,17253,66,0,84,0,SILVER,IV,94,17,16522,343,0,354,0,SILVER_IV,51,17,16561,233,0,226,0,SILVER_III,53,17,17947,120,0,113,0,SILVER_II,4,14,11677
78,0,58,0,SILVER_III,39,18,22751,61,0,70,0,SILVER_III,31,18,22372,246,0,230,0,SILVER_III,26,17,17394,62,0,67,0,SILVER_III,0,17,18149,191,0,176,0,SILVER_III,52,17,16813,304,0,271,0,SILVER_III,65,18,24507,66,0,84,0,SILVER,IV,94,18,20557,71,0,70,0,SILVER_III,0,18,21795,207,0,213,0,SILVER_III,16,18,19673,156,0,145,0,SILVER_III,72,16,15707
204,0,210,0,GOLD_IV,0,18,18824,168,0,148,0,GOLD_II,71,17,18274,102,0,85,0,GOLD_IV,1,18,20655,123,0,139,0,GOLD_II,21,17,16792,17,0,18,0,SILVER,IV,3,16,15183,106,0,109,0,GOLD_III,26,18,20196,473,0,458,0,GOLD_II,38,18,19436,32,0,35,0,SILVER_II,0,17,17005,27,0,24,0,GOLD_IV,39,18,18436,63,0,61,0,GOLD_III,16,16,16148
12,0,20,0,BRONZE_II,19,16,15404,193,0,172,0,GOLD_IV,14,16,15270,123,0,139,0,GOLD_II,21,15,13062,22,0,16,0,PLATINUM_III,16,14,12467,17,0,18,0,SILVER,IV,3,16,15825,22,0,28,0,SILVER_II,57,14,12588,18,0,22,0,SILVER_IV,29,14,11771,61,0,44,0,PLATINUM_I,75,16,16028,19,0,23,0,BRONZE_I,52,14,11907,38,0,36,0,SILVER_III,78,13,10637
11,0,10,0,SILVER_IV,55,18,21413,4,0,6,0,SILVER_III,84,18,25524,12,0,10,0,SILVER_II,67,18,18784,8,0,12,0,GOLD_IV,13,17,17305,17,0,18,0,SILVER,IV,3,18,18811,114,0,95,0,GOLD_IV,69,18,21454,35,0,34,0,SILVER_I,76,18,21923,23,0,21,0,SILVER_I,100,18,21633,20,0,18,0,SILVER_I,55,18,27565,23,0,24,0,SILVER_I,41,17,17842
13,0,12,0,SILVER_II,28,16,15937,6,0,4,0,SILVER_II,30,14,12183,10,0,9,0,SILVER_II,25,15,14286,8,0,12,0,GOLD_IV,13,14,12416,17,0,18,0,SILVER,IV,3,13,11329,30,0,25,0,SILVER_II,37,14,12119,14,0,14,0,SILVER_I,63,14,12204,26,0,27,0,SILVER_III,75,13,11356,16,0,21,0,SILVER_I,42,13,11029,30,0,31,0,SILVER_III,58,11,8125
86,0,89,0,SILVER_I,14,14,11741,182,0,198,0,SILVER_II,14,13,10390,489,0,548,0,SILVER_IV,35,15,13644,302,0,321,0,SILVER_III,29,14,12495,204,0,204,0,SILVER,IV,26,12,9088,151,0,156,0,SILVER_II,15,15,13491,118,0,117,0,SILVER_III,80,15,13682,443,0,431,0,SILVER_I,15,14,11656,260,0,262,0,SILVER_III,58,13,10923,83,0,96,0,SILVER_IV,38,12,9888
52,0,68,0,SILVER_IV,0,14,11610,86,0,89,0,SILVER_I,14,14,12400,812,0,829,0,SILVER_III,49,15,13510,275,0,289,0,SILVER_III,8,13,10526,204,0,204,0,SILVER,IV,26,12,8831,5,0,5,0,BRONZE_II,19,15,13561,15,0,28,0,BRONZE_I,80,11,7653,322,0,328,0,SILVER_IV,91,13,10925,27,0,37,0,SILVER_I,2,12,9953,41,0,38,0,BRONZE_II,43,11,8556
17,0,18,0,SILVER_II,84,18,18622,300,0,280,0,SILVER_III,69,16,15917,216,0,237,0,BRONZE_II,47,18,18874,86,0,89,0,SILVER_I,14,17,16822,204,0,204,0,SILVER,IV,26,15,13230,25,0,28,0,SILVER_II,59,17,17397,31,0,36,0,SILVER_III,59,16,16284,105,0,106,0,BRONZE_II,76,15,13188,105,0,106,0,BRONZE_II,76,14,12195,57,0,67,0,SILVER_IV,0,12,9838
86,0,89,0,SILVER_I,14,18,20431,198,0,198,0,SILVER_III,42,18,18954,107,0,123,0,SILVER_III,17,18,21713,354,0,306,0,SILVER_III,37,16,15664,204,0,204,0,SILVER,IV,26,16,16116,125,0,104,0,SILVER_II,73,18,22551,115,0,120,0,SILVER_IV,44,16,16202,170,0,159,0,SILVER_II,16,17,17755,179,0,194,0,BRONZE_II,60,16,15231,38,0,39,0,SILVER_IV,1,16,14943
86,0,89,0,SILVER_I,14,14,11697,153,0,149,0,SILVER_III,1,14,12047,123,0,138,0,SILVER_III,49,14,11871,147,0,152,0,SILVER_III,16,12,9883,204,0,204,0,SILVER,IV,26,13,10300,170,0,148,0,SILVER_III,55,17,17274,27,0,12,0,SILVER_IV,45,15,13165,169,0,149,0,SILVER_III,94,15,13830,18,0,26,0,BRONZE_II,45,13,10911,68,0,55,0,SILVER_I,60,12,9896
211,0,220,0,SILVER_III,2,16,15760,432,0,409,0,SILVER_III,57,13,11328,110,0,99,0,SILVER_IV,0,15,13867,160,0,129,0,SILVER_II,0,14,11481,206,0,218,0,SILVER,IV,0,12,8666,485,0,487,0,SILVER_IV,12,16,15664,34,0,30,0,SILVER_IV,21,16,16176,150,0,161,0,SILVER_III,94,16,15101,60,0,53,0,SILVER_IV,51,14,12917,34,0,32,0,SILVER_IV,77,15,14145
37,0,13,0,SILVER_III,52,17,17921,328,0,321,0,SILVER_IV,0,14,11716,41,0,36,0,SILVER_IV,44,16,16444,46,0,44,0,SILVER_IV,1,14,11710,206,0,218,0,SILVER,IV,0,14,12459,296,0,284,0,SILVER_IV,0,13,10224,248,0,264,0,SILVER_IV,20,13,10490,375,0,398,0,SILVER_IV,40,14,11730,245,0,237,0,SILVER_IV,50,13,10305,190,0,196,0,BRONZE_I,57,12,9792
187,0,137,0,SILVER_I,11,15,14216,795,0,798,0,SILVER_IV,49,12,9516,184,0,147,0,SILVER_II,51,12,8946,124,0,114,0,GOLD_III,28,11,7367,206,0,218,0,SILVER,IV,0,11,8248,512,0,512,0,SILVER_III,49,14,11818,272,0,290,0,SILVER_III,89,13,10035,370,0,346,0,SILVER_II,75,14,12566,256,0,265,0,SILVER_III,60,14,11620,307,0,275,0,SILVER_III,91,12,9714
316,0,294,0,SILVER_III,35,14,11783,206,0,183,0,SILVER_III,74,15,13496,294,0,286,0,SILVER_II,15,15,13694,50,0,64,0,SILVER_III,0,14,12413,34,0,41,0,SILVER,IV,82,13,10698,135,0,148,0,SILVER_IV,29,16,16356,122,0,94,0,SILVER_II,17,13,11330,24,0,20,0,SILVER_III,0,17,17092,126,0,120,0,SILVER_I,14,14,12995,153,0,160,0,SILVER_II,47,18,19927
131,0,148,0,SILVER_II,12,16,15484,50,0,64,0,SILVER_III,0,15,13684,172,0,171,0,SILVER_I,5,15,13428,255,0,268,0,SILVER_III,99,14,11579,34,0,41,0,SILVER,IV,82,15,13973,136,0,133,0,SILVER_II,29,14,12687,167,0,174,0,SILVER_III,61,14,12473,362,0,379,0,SILVER_III,2,14,11891,89,0,75,0,SILVER_III,20,14,11906,38,0,36,0,SILVER_II,76,13,11033
134,0,154,0,SILVER_III,42,14,12990,50,0,64,0,SILVER_III,0,15,13363,90,0,100,0,SILVER_II,54,14,12071,61,0,64,0,SILVER_III,70,13,10525,34,0,41,0,SILVER,IV,82,15,13322,638,0,646,0,SILVER_III,20,15,13517,246,0,246,0,SILVER_III,34,13,10210,21,0,28,0,BRONZE_III,6,13,10296,645,0,651,0,SILVER_IV,82,14,11798,55,0,51,0,SILVER_I,11,12,9632
121,0,123,0,SILVER_III,72,16,14803,112,0,110,0,SILVER_III,59,16,15060,107,0,102,0,SILVER_III,0,16,15831,50,0,64,0,SILVER_III,0,14,11932,34,0,41,0,SILVER,IV,82,13,10334,31,0,34,0,SILVER_IV,15,17,16955,11,0,18,0,SILVER_IV,47,16,15166,28,0,28,0,SILVER_III,28,16,16268,110,0,92,0,SILVER_I,14,18,19086,4,0,8,0,BRONZE_IV,69,14,12656
70,0,77,0,SILVER_III,38,18,19201,94,0,88,0,SILVER_IV,61,15,13787,60,0,64,0,SILVER_IV,36,16,16392,248,0,218,0,SILVER_II,52,15,13247,86,0,73,0,SILVER_IV,0,14,12859,137,0,116,0,SILVER_II,86,18,20476,563,0,575,0,GOLD_IV,16,16,15893,112,0,109,0,SILVER_III,69,17,18164,114,0,124,0,SILVER,IV,11,17,17050,379,0,385,0,SILVER_IV,85,14,12861
142,0,132,0,SILVER_III,92,15,14607,28,0,28,0,SILVER_IV,83,14,12436,82,0,85,0,SILVER_III,52,15,13069,323,0,325,0,SILVER_III,53,14,12464,52,0,73,0,SILVER_III,67,13,11362,259,0,249,0,SILVER_III,28,13,10165,563,0,575,0,GOLD_IV,16,13,10551,457,0,468,0,SILVER_II,6,13,10856,114,0,124,0,SILVER,IV,11,13,10276,248,0,252,0,SILVER_III,41,10,6633
51,0,49,0,SILVER_II,85,17,17112,303,0,304,0,SILVER_II,14,17,17793,36,0,33,0,SILVER_III,16,18,18406,102,0,81,0,SILVER_IV,17,16,14816,77,0,76,0,SILVER_II,60,15,13259,50,0,57,0,BRONZE_I,36,15,14507,563,0,575,0,GOLD_IV,16,15,14610,30,0,35,0,SILVER_II,60,16,15529,114,0,124,0,SILVER,IV,11,16,15787,365,0,361,0,SILVER_II,9,13,11401
122,0,136,0,SILVER_II,14,16,16095,226,0,232,0,SILVER_III,59,15,14292,166,0,181,0,SILVER_III,19,15,14240,344,0,340,0,SILVER_II,8,15,14029,114,0,95,0,SILVER_IV,89,13,11062,360,0,346,0,SILVER_III,17,13,10782,431,0,452,0,SILVER_III,89,14,12687,563,0,575,0,GOLD_IV,16,15,13741,114,0,124,0,SILVER,IV,11,13,10500,240,0,239,0,SILVER_II,21,13,10487
228,0,224,0,SILVER_II,45,18,20002,148,0,97,0,SILVER_II,11,18,19163,622,0,614,0,SILVER_III,89,17,17051,98,0,94,0,SILVER_III,83,18,18900,256,0,243,0,SILVER_III,91,16,15389,151,0,153,0,SILVER_III,33,16,16440,563,0,575,0,GOLD_IV,16,17,17673,31,0,32,0,SILVER_III,32,15,14227,114,0,124,0,SILVER,IV,11,18,18769,45,0,47,0,SILVER_III,34,15,13578
32,0,22,0,SILVER,IV,78,17,17152,95,0,121,0,SILVER_IV,22,15,14183,98,0,96,0,SILVER_III,48,15,14350,371,0,378,0,SILVER_III,17,16,14723,11,0,17,0,BRONZE_I,52,15,13040,23,0,24,0,BRONZE_I,8,16,15408,46,0,37,0,SILVER_III,26,14,12358,65,0,75,0,SILVER_IV,17,16,15802,364,0,363,0,SILVER_IV,71,15,13054,72,0,90,0,SILVER_III,0,12,9700
10,0,24,0,SILVER_II,0,14,12297,253,0,296,0,BRONZE_IV,21,12,8691,1,0,15,0,BRONZE_IV,0,12,9902,40,0,29,0,SILVER_III,75,12,9950,6,0,13,0,IRON_I,33,12,9037,400,0,422,0,SILVER,IV,13,15,14006,22,0,23,0,BRONZE_I,100,15,13827,161,0,142,0,BRONZE_I,100,14,11633,175,0,175,0,BRONZE_I,14,14,11986,206,0,216,0,BRONZE_I,100,12,9893
253,0,225,0,SILVER_IV,2,16,16385,124,0,117,0,BRONZE_I,39,17,17781,326,0,336,0,SILVER_IV,87,18,22140,26,0,33,0,BRONZE_I,59,16,15232,124,0,126,0,SILVER_III,7,15,13741,400,0,422,0,SILVER,IV,13,17,17477,80,0,85,0,SILVER_IV,69,14,11853,449,0,428,0,SILVER_IV,54,15,14249,109,0,124,0,SILVER_IV,0,15,13650,129,0,127,0,SILVER_IV,19,14,12270
57,0,62,0,BRONZE_I,66,18,18528,48,0,68,0,SILVER_IV,6,16,15342,135,0,143,0,SILVER_IV,75,17,17056,266,0,271,0,SILVER_IV,0,17,17795,75,0,83,0,SILVER_IV,27,15,13146,400,0,422,0,SILVER,IV,13,17,17908,203,0,220,0,SILVER_IV,0,15,13153,154,0,189,0,SILVER_IV,60,15,14051,75,0,83,0,SILVER_IV,19,15,13886,126,0,138,0,SILVER_IV,0,15,13160
45,0,61,0,BRONZE_I,0,15,13369,123,0,123,0,SILVER_IV,0,15,14209,388,0,359,0,SILVER_IV,76,14,12795,43,0,45,0,BRONZE_I,16,12,9748,94,0,80,0,BRONZE_I,53,13,10553,400,0,422,0,SILVER,IV,13,13,11352,252,0,259,0,SILVER_IV,54,11,8467,50,0,58,0,SILVER_IV,0,13,10250,142,0,152,0,SILVER_IV,31,11,8301,72,0,74,0,SILVER_IV,36,12,9756
117,0,117,0,SILVER_IV,18,18,22795,443,0,417,0,SILVER_IV,41,18,19565,519,0,538,0,SILVER_IV,77,18,20434,211,0,191,0,BRONZE_I,18,18,20511,314,0,307,0,SILVER_IV,96,18,20638,400,0,422,0,SILVER,IV,13,18,22903,213,0,254,0,SILVER_IV,0,18,19392,272,0,274,0,SILVER_IV,55,18,20625,262,0,276,0,SILVER_IV,13,16,15469,118,0,136,0,SILVER_IV,5,17,18294
194,0,187,0,PLATINUM_IV,77,15,14672,6,0,5,0,SILVER,IV,55,15,14155,265,0,220,0,PLATINUM_IV,61,16,15548,239,0,228,0,PLATINUM_IV,1,14,12831,53,0,43,0,GOLD_III,2,14,12504,97,0,101,0,GOLD_III,72,15,13616,102,0,98,0,SILVER_IV,69,12,9185,201,0,219,0,BRONZE_I,11,14,12032,102,0,94,0,GOLD_IV,0,14,11672,357,0,349,0,PLATINUM_IV,25,13,10302
239,0,228,0,PLATINUM_IV,1,18,18430,6,0,5,0,SILVER,IV,55,16,15930,7,0,3,0,PLATINUM_IV,86,15,14253,194,0,187,0,PLATINUM_IV,77,15,14614,53,0,43,0,GOLD_III,2,14,12471,32,0,31,0,SILVER_I,47,18,20173,65,0,50,0,PLATINUM_IV,53,17,17833,65,0,50,0,PLATINUM_IV,53,18,18760,240,0,240,0,SILVER_II,90,16,15889,42,0,38,0,IRON_I,52,14,12568
7,0,3,0,PLATINUM_IV,86,15,13787,6,0,5,0,SILVER,IV,55,14,12398,239,0,228,0,PLATINUM_IV,1,15,13392,53,0,43,0,GOLD_III,2,14,12275,53,0,43,0,GOLD_III,2,12,9608,34,0,21,0,GOLD_IV,46,15,14308,34,0,21,0,GOLD_IV,46,17,17174,112,0,102,0,GOLD_IV,0,15,13443,217,0,218,0,BRONZE_III,26,14,11985,125,0,140,0,GOLD_IV,14,15,13137
194,0,187,0,PLATINUM_IV,77,11,8391,6,0,5,0,SILVER,IV,55,9,5291,239,0,228,0,PLATINUM_IV,1,10,6810,53,0,43,0,GOLD_III,2,10,6173,53,0,43,0,GOLD_III,2,9,5172,23,0,23,0,GOLD_II,39,11,8353,156,0,157,0,GOLD_III,27,9,5128,156,0,157,0,GOLD_III,27,9,6118,156,0,157,0,GOLD_III,27,8,4130,156,0,157,0,GOLD_III,27,7,3572
168,0,167,0,SILVER_III,73,16,15502,123,0,126,0,SILVER_III,80,16,15653,82,0,71,0,SILVER_II,16,16,16038,86,0,83,0,SILVER_II,40,15,13874,95,0,90,0,SILVER_III,28,15,13086,380,0,381,0,SILVER_II,40,16,14993,203,0,196,0,GOLD_IV,68,16,14868,149,0,139,0,SILVER_III,80,14,11903,79,0,84,0,SILVER,IV,52,13,11105,97,0,86,0,SILVER_III,42,12,9091
193,0,193,0,SILVER_I,43,14,12654,95,0,91,0,SILVER_III,16,10,6959,150,0,151,0,SILVER_IV,0,13,10112,62,0,50,0,SILVER_IV,8,11,7727,23,0,29,0,SILVER_IV,33,10,7278,201,0,179,0,SILVER_III,9,13,10493,203,0,196,0,GOLD_IV,68,14,12091,130,0,107,0,SILVER_III,81,14,11706,79,0,84,0,SILVER,IV,52,13,10793,58,0,69,0,SILVER_III,89,11,7349
204,0,198,0,SILVER_III,78,10,6316,319,0,282,0,SILVER_III,58,8,5005,90,0,94,0,SILVER_III,60,11,8510,195,0,200,0,SILVER_II,60,9,5649,186,0,189,0,SILVER_III,6,9,5689,168,0,151,0,SILVER_III,66,13,10185,203,0,196,0,GOLD_IV,68,12,8804,168,0,166,0,SILVER_III,92,12,8684,79,0,84,0,SILVER,IV,52,10,6701,520,0,525,0,SILVER_II,0,9,6026
390,0,364,0,SILVER_IV,18,15,14411,775,0,760,0,SILVER_III,0,13,10490,131,0,136,0,SILVER_III,15,15,13919,111,0,112,0,SILVER_III,6,13,11395,191,0,214,0,SILVER_III,8,13,10361,78,0,84,0,SILVER_III,5,16,15141,203,0,196,0,GOLD_IV,68,17,16555,86,0,96,0,SILVER_II,20,16,14742,79,0,84,0,SILVER,IV,52,14,12808,160,0,170,0,SILVER_III,64,13,11218
98,0,86,0,SILVER_III,43,9,5411,165,0,164,0,SILVER_II,14,10,7134,47,0,43,0,SILVER_III,59,11,7454,102,0,102,0,SILVER_III,0,9,5960,252,0,245,0,SILVER_I,8,9,5776,115,0,116,0,SILVER_III,90,11,8444,132,0,150,0,SILVER_II,44,9,6048,161,0,163,0,SILVER_II,38,10,6183,293,0,300,0,SILVER_III,44,10,6563,24,0,19,0,SILVER,IV,25,3,1020
12,0,11,0,BRONZE_I,90,12,8878,34,0,30,0,SILVER_III,46,11,7675,32,0,35,0,SILVER_III,7,12,8614,175,0,172,0,SILVER_II,0,9,5361,430,0,407,0,SILVER_II,30,10,6561,70,0,54,0,SILVER_III,58,10,6215,209,0,212,0,SILVER_II,0,4,1421,169,0,171,0,SILVER_II,0,11,8180,293,0,300,0,SILVER_III,44,9,5589,24,0,19,0,SILVER,IV,25,8,4105
12,0,11,0,BRONZE_I,90,14,12940,47,0,56,0,SILVER_IV,78,15,13213,32,0,35,0,SILVER_III,7,15,14546,13,0,16,0,BRONZE_I,37,12,9219,24,0,14,0,SILVER_IV,7,11,8287,86,0,90,0,SILVER_III,58,16,16252,368,0,365,0,GOLD_IV,22,16,14800,45,0,33,0,SILVER_IV,17,16,15749,293,0,300,0,SILVER_III,44,16,15198,24,0,19,0,SILVER,IV,25,14,12356
30,0,33,0,SILVER_III,5,16,15517,145,0,138,0,SILVER_III,29,16,16364,27,0,24,0,SILVER_III,25,16,15952,269,0,282,0,SILVER_II,6,15,14657,154,0,144,0,SILVER_II,27,15,13547,59,0,70,0,SILVER_III,65,17,18168,43,0,42,0,SILVER_III,27,13,10694,277,0,254,0,SILVER_II,39,13,11360,293,0,300,0,SILVER_III,44,13,10681,24,0,19,0,SILVER,IV,25,13,10957
193,0,200,0,SILVER_III,27,16,16347,340,0,325,0,SILVER_III,74,16,15356,209,0,232,0,SILVER_III,50,16,16171,230,0,239,0,SILVER_III,10,17,17059,12,0,5,0,BRONZE_I,86,14,12818,166,0,169,0,SILVER_III,31,16,15959,148,0,149,0,SILVER_IV,69,17,16620,302,0,318,0,SILVER_III,53,14,12213,304,0,264,0,SILVER_II,28,13,11042,24,0,19,0,SILVER,IV,25,15,13923
144,0,136,0,SILVER,IV,90,15,13552,414,0,409,0,SILVER_IV,0,14,12020,125,0,80,0,SILVER_IV,67,14,12354,96,0,86,0,SILVER_III,23,13,10485,386,0,363,0,SILVER_IV,0,11,7769,153,0,139,0,SILVER_IV,34,14,12419,231,0,246,0,SILVER_III,22,12,9842,7,0,15,0,BRONZE_II,57,14,11799,147,0,132,0,SILVER_IV,25,12,8956,31,0,35,0,BRONZE_I,33,11,8231
144,0,136,0,SILVER,IV,90,11,7929,163,0,147,0,SILVER_III,0,10,6317,244,0,238,0,SILVER_III,68,12,8669,495,0,493,0,SILVER_IV,77,10,6585,61,0,66,0,SILVER_IV,43,9,5805,29,0,39,0,SILVER_IV,14,13,10653,32,0,44,0,SILVER_IV,11,13,10474,308,0,300,0,SILVER_IV,0,12,9100,193,0,192,0,SILVER_IV,97,11,7942,20,0,16,0,BRONZE_I,56,11,7898
144,0,136,0,SILVER,IV,90,17,16778,66,0,98,0,BRONZE_I,3,16,14942,37,0,40,0,SILVER_IV,1,16,14791,34,0,47,0,BRONZE_I,86,14,12286,37,0,44,0,BRONZE_I,100,14,11455,117,0,116,0,BRONZE_II,89,17,17006,313,0,287,0,SILVER_I,48,16,14829,246,0,261,0,SILVER_IV,73,18,18755,203,0,187,0,SILVER_IV,50,17,17933,357,0,361,0,SILVER_III,73,17,16760
144,0,136,0,SILVER,IV,90,17,17111,141,0,135,0,SILVER_III,23,18,21837,98,0,92,0,SILVER_IV,24,16,16382,23,0,26,0,BRONZE_II,35,15,14208,68,0,93,0,SILVER_II,10,15,13337,23,0,21,0,SILVER_IV,1,17,17845,225,0,231,0,BRONZE_II,64,17,18061,110,0,117,0,SILVER_III,0,17,17206,111,0,110,0,SILVER_IV,15,18,19196,6,0,9,0,SILVER_III,84,17,17110
144,0,136,0,SILVER,IV,90,12,9261,102,0,116,0,SILVER_IV,75,11,8191,197,0,185,0,SILVER_IV,65,14,11596,135,0,107,0,SILVER_III,12,11,8465,53,0,54,0,SILVER_III,11,10,6122,174,0,182,0,SILVER_III,83,13,10764,145,0,135,0,SILVER_III,65,11,7831,609,0,592,0,SILVER_III,48,10,6936,85,0,100,0,SILVER_IV,52,9,5458,35,0,52,0,SILVER_IV,18,8,4625
145,0,167,0,SILVER,IV,0,18,20533,28,0,20,0,SILVER_I,84,17,18050,154,0,153,0,SILVER_I,0,18,19820,54,0,53,0,SILVER_II,32,18,18649,178,0,163,0,SILVER_II,30,16,15875,116,0,104,0,SILVER_I,77,18,22101,280,0,297,0,SILVER_I,22,18,19545,164,0,169,0,SILVER_I,15,18,19643,101,0,102,0,SILVER_I,34,18,19709,48,0,52,0,SILVER_II,66,17,16878
145,0,167,0,SILVER,IV,0,12,9353,140,0,143,0,SILVER_II,15,15,14266,28,0,20,0,SILVER_I,84,15,13060,261,0,257,0,SILVER_I,0,13,11267,7,0,10,0,SILVER_III,75,12,9732,283,0,280,0,SILVER_III,28,15,14434,199,0,212,0,SILVER_II,60,17,17084,86,0,84,0,SILVER_I,2,15,13124,25,0,22,0,SILVER_I,100,14,12042,267,0,276,0,SILVER_I,29,13,10836
94,0,92,0,SILVER_IV,44,16,14983,189,0,187,0,SILVER_I,68,15,13137,101,0,111,0,SILVER_III,76,16,15897,246,0,240,0,SILVER_I,31,15,14149,79,0,74,0,SILVER_III,58,13,11350,12,0,6,0,SILVER,IV,56,17,17628,74,0,72,0,SILVER_II,0,18,19147,137,0,141,0,SILVER_III,35,18,19168,36,0,29,0,SILVER_III,56,17,17990,275,0,268,0,GOLD_IV,13,16,15023
308,0,303,0,SILVER_I,22,15,13979,100,0,97,0,SILVER_II,2,13,10294,131,0,134,0,SILVER_II,46,14,11631,50,0,42,0,SILVER_I,100,13,10987,11,0,12,0,SILVER_IV,75,12,9002,12,0,6,0,SILVER,IV,56,13,10412,460,0,461,0,SILVER_II,16,12,9814,36,0,44,0,SILVER_III,33,12,9592,36,0,29,0,SILVER_III,56,12,9702,95,0,96,0,SILVER_I,44,11,7939
98,0,100,0,SILVER_II,72,13,10486,96,0,116,0,SILVER_IV,0,12,9038,598,0,551,0,SILVER_I,61,13,11401,39,0,47,0,SILVER_III,34,12,8991,30,0,33,0,SILVER_II,71,11,7750,12,0,6,0,SILVER,IV,56,14,11938,213,0,201,0,SILVER_I,0,15,13924,74,0,61,0,SILVER_III,70,13,11151,36,0,29,0,SILVER_III,56,11,8438,115,0,108,0,SILVER_I,17,11,8318
19,0,18,0,SILVER_I,80,17,16925,187,0,175,0,SILVER_II,63,13,10694,242,0,247,0,BRONZE_II,39,15,13865,231,0,219,0,GOLD_IV,38,14,11852,179,0,195,0,SILVER_IV,63,12,9569,12,0,6,0,SILVER,IV,56,13,10321,61,0,58,0,SILVER_III,31,15,13238,310,0,278,0,SILVER_III,62,12,9951,36,0,29,0,SILVER_III,56,12,9518,128,0,132,0,SILVER_III,44,12,9183
19,0,18,0,SILVER_I,80,14,13003,38,0,35,0,GOLD_IV,39,14,12939,242,0,247,0,BRONZE_II,39,15,13182,92,0,64,0,SILVER_II,46,13,10799,118,0,117,0,SILVER_IV,1,13,10221,12,0,6,0,SILVER,IV,56,12,9254,34,0,47,0,SILVER_I,66,14,12671,142,0,140,0,BRONZE_I,15,12,8946,36,0,29,0,SILVER_III,56,11,7432,75,0,82,0,SILVER_IV,89,11,8324
98,0,91,0,SILVER_IV,66,16,16339,71,0,69,0,BRONZE_I,20,15,13490,93,0,111,0,BRONZE_I,11,14,11941,63,0,58,0,BRONZE_II,28,14,11584,26,0,52,0,BRONZE_II,59,13,10991,61,0,66,0,SILVER,IV,0,12,9688,52,0,56,0,BRONZE_II,44,11,7986,41,0,64,0,BRONZE_II,83,13,10956,38,0,54,0,BRONZE_III,64,13,10882,99,0,123,0,BRONZE_III,13,13,11114
113,0,103,0,BRONZE_I,63,15,13594,21,0,24,0,SILVER_IV,0,15,13798,13,0,7,0,SILVER_IV,29,15,14334,132,0,128,0,IRON_I,73,13,10916,32,0,32,0,BRONZE_I,70,14,12230,61,0,66,0,SILVER,IV,0,14,12747,196,0,187,0,BRONZE_I,54,13,10062,534,0,529,0,SILVER_IV,12,14,12534,291,0,315,0,SILVER_IV,45,12,9804,99,0,123,0,BRONZE_III,13,11,8492
218,0,237,0,SILVER_IV,0,18,19391,207,0,200,0,SILVER_I,0,17,16708,95,0,77,0,SILVER_IV,30,16,14935,251,0,245,0,SILVER_I,0,14,12344,192,0,180,0,SILVER_III,0,14,12125,61,0,73,0,SILVER_IV,18,15,13795,739,0,726,0,BRONZE_II,75,14,11573,64,0,50,0,GOLD_IV,0,16,15654,191,0,200,0,SILVER_III,0,13,10159,47,0,55,0,SILVER,IV,20,12,8728
