ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
6,0,26,0,IRON_I,37,10,6919,60,0,59,0,BRONZE_II,10,10,7240,6,0,28,0,IRON_III,13,10,7283,36,0,38,0,IRON_I,0,9,5086,142,0,132,0,BRONZE_IV,0,9,5853,169,0,185,0,BRONZE_IV,0,13,10792,25,0,33,0,IRON_II,72,10,6314,34,0,52,0,IRON_I,40,12,9415,63,0,113,0,BRONZE_III,32,10,7219,167,0,161,0,IRON_III,68,10,6649
191,0,194,0,BRONZE_IV,0,10,6944,6,0,26,0,IRON_I,37,8,4822,6,0,28,0,IRON_III,13,10,6286,90,0,79,0,BRONZE_III,75,6,2476,142,0,140,0,IRON_II,51,9,5448,58,0,93,0,IRON_IV,70,11,7695,299,0,308,0,BRONZE_III,65,11,7969,54,0,75,0,BRONZE_IV,0,11,7975,169,0,155,0,BRONZE_II,61,10,6199,27,0,48,0,BRONZE_IV,0,9,5118
133,0,139,0,BRONZE_IV,76,15,13637,22,0,59,0,IRON_IV,33,11,7680,240,0,263,0,BRONZE_IV,0,14,12477,362,0,353,0,BRONZE_IV,81,13,10047,169,0,148,0,BRONZE_IV,68,12,9823,261,0,243,0,BRONZE_IV,83,14,12152,183,0,177,0,BRONZE_III,31,12,9510,412,0,389,0,SILVER_IV,15,12,9615,173,0,193,0,IRON_II,50,12,9890,32,0,55,0,IRON_III,1,11,8571
77,0,96,0,IRON_III,87,12,9565,191,0,225,0,IRON_IV,41,9,5993,128,0,107,0,BRONZE_IV,33,11,7782,13,0,29,0,IRON_II,40,9,5867,91,0,99,0,IRON_I,0,9,6064,219,0,162,0,GOLD_I,100,13,10515,61,0,58,0,IRON_II,0,12,8863,322,0,328,0,BRONZE_III,20,12,8938,553,0,549,0,BRONZE_IV,23,10,7279,32,0,55,0,IRON_III,1,10,6618
249,0,294,0,IRON_IV,59,17,17213,127,0,112,0,BRONZE_III,0,18,20127,222,0,230,0,IRON_I,0,17,16667,125,0,127,0,SILVER_IV,6,18,22947,68,0,90,0,IRON_III,42,16,15291,189,0,204,0,IRON_III,75,18,20361,64,0,83,0,BRONZE_IV,64,18,19676,167,0,156,0,BRONZE_II,75,18,24591,512,0,553,0,BRONZE_III,14,18,23873,32,0,55,0,IRON_III,1,18,20727
22,0,13,0,IRON_I,40,3,1025,35,0,46,0,BRONZE_III,38,3,840,209,0,217,0,BRONZE_III,9,3,1025,164,0,160,0,BRONZE_IV,30,2,488,180,0,182,0,BRONZE_II,17,2,488,11,0,22,0,BRONZE_IV,23,2,603,114,0,125,0,IRON_II,12,3,1070,221,0,228,0,BRONZE_III,28,1,0,128,0,140,0,BRONZE_III,54,3,664,32,0,55,0,IRON_III,1,3,803
36,0,48,0,IRON_III,89,13,10175,221,0,182,0,SILVER_II,36,13,10726,283,0,286,0,BRONZE_III,90,14,11814,120,0,109,0,IRON_I,1,11,7892,560,0,573,0,BRONZE_I,25,13,10130,129,0,127,0,BRONZE_III,17,13,10153,122,0,125,0,BRONZE_III,30,12,9406,5,0,10,0,IRON_II,28,13,10031,316,0,321,0,BRONZE_II,1,11,8436,32,0,55,0,IRON_III,1,12,8728
172,0,187,0,BRONZE_IV,0,12,9889,18,0,46,0,IRON_II,66,12,9740,249,0,261,0,BRONZE_IV,33,12,8956,133,0,163,0,BRONZE_I,43,13,10244,307,0,388,0,IRON_IV,55,12,8932,353,0,360,0,BRONZE_IV,22,14,11655,11,0,23,0,IRON_III,8,14,12855,120,0,119,0,BRONZE_II,9,16,14953,184,0,180,0,BRONZE_III,26,13,10126,80,0,78,0,BRONZE_III,93,13,10792
73,0,72,0,IRON_I,95,14,11697,311,0,331,0,BRONZE_III,34,13,10963,309,0,324,0,IRON_I,20,13,11373,145,0,146,0,BRONZE_I,8,11,8448,124,0,155,0,IRON_I,6,11,8224,64,0,75,0,BRONZE_III,75,13,10251,11,0,23,0,IRON_III,8,13,10287,8,0,8,0,IRON_I,58,12,8723,69,0,81,0,BRONZE_IV,6,10,6649,380,0,377,0,IRON_II,12,12,8693
211,0,226,0,BRONZE_IV,37,13,11333,127,0,154,0,BRONZE_III,41,15,13943,97,0,109,0,IRON_III,3,16,15596,96,0,85,0,BRONZE_III,12,14,11545,65,0,77,0,IRON_II,50,12,9429,27,0,18,0,BRONZE_IV,46,16,15467,11,0,23,0,IRON_III,8,16,14724,54,0,67,0,BRONZE_IV,28,14,12015,54,0,67,0,BRONZE_IV,28,15,14321,362,0,350,0,BRONZE_IV,44,14,11454
12,0,28,0,BRONZE_IV,2,16,15849,19,0,40,0,IRON_III,90,15,14606,94,0,90,0,IRON_II,49,17,17194,73,0,98,0,IRON_IV,73,15,14562,57,0,51,0,BRONZE_III,94,15,13681,63,0,72,0,SILVER_IV,7,16,15293,11,0,23,0,IRON_III,8,16,14858,80,0,82,0,IRON_III,70,15,13635,64,0,59,0,IRON_II,46,14,11993,32,0,71,0,IRON_IV,0,12,9678
86,0,93,0,IRON_I,90,18,21434,106,0,80,0,IRON_I,100,16,15244,18,0,14,0,IRON_II,85,15,14149,243,0,295,0,BRONZE_IV,0,15,14438,11,0,20,0,IRON_II,71,14,12577,113,0,101,0,BRONZE_IV,56,17,17380,11,0,23,0,IRON_III,8,18,20605,334,0,348,0,BRONZE_IV,0,17,17654,124,0,127,0,BRONZE_III,7,17,18338,372,0,392,0,BRONZE_IV,0,16,15760
11,0,17,0,IRON_I,100,13,10693,33,0,47,0,IRON_I,34,12,8686,56,0,73,0,BRONZE_IV,75,13,10117,58,0,76,0,IRON_III,66,12,9095,473,0,584,0,IRON_IV,17,11,7650,64,0,84,0,IRON_I,75,15,14250,700,0,676,0,BRONZE_III,12,14,12962,140,0,177,0,IRON_IV,77,13,10024,89,0,111,0,BRONZE_III,0,13,10163,300,0,304,0,IRON_III,78,13,10370
126,0,121,0,BRONZE_II,0,13,10016,120,0,92,0,BRONZE_I,84,12,8992,178,0,169,0,SILVER_IV,0,13,10994,232,0,239,0,SILVER_IV,7,12,9905,74,0,87,0,SILVER_IV,14,11,8320,74,0,88,0,SILVER_IV,70,16,14949,165,0,161,0,SILVER_IV,89,14,12912,23,0,25,0,SILVER_IV,39,15,14082,44,0,52,0,SILVER_IV,55,14,12348,300,0,304,0,IRON_III,78,13,10677
107,0,89,0,IRON_II,45,17,16617,22,0,37,0,IRON_IV,79,15,13627,25,0,51,0,IRON_II,31,18,18803,13,0,25,0,IRON_II,7,13,11414,299,0,318,0,BRONZE_IV,74,14,12290,182,0,193,0,BRONZE_IV,56,15,13954,20,0,47,0,IRON_II,0,12,9338,118,0,162,0,BRONZE_IV,45,14,12557,93,0,103,0,IRON_IV,75,10,6702,300,0,304,0,IRON_III,78,13,10797
11,0,14,0,IRON_I,35,15,13388,249,0,274,0,IRON_II,0,13,10836,57,0,66,0,IRON_II,83,14,12050,5,0,14,0,IRON_I,2,11,8464,348,0,368,0,BRONZE_III,16,12,9569,60,0,51,0,IRON_I,100,14,12568,14,0,22,0,BRONZE_III,46,14,12022,2,0,22,0,IRON_I,27,9,5298,15,0,26,0,IRON_II,47,13,10075,300,0,304,0,IRON_III,78,12,9629
208,0,232,0,BRONZE_IV,42,15,13147,50,0,71,0,IRON_II,0,14,12544,62,0,67,0,BRONZE_IV,0,15,13539,5,0,14,0,IRON_I,2,13,10991,86,0,78,0,IRON_I,0,13,11326,59,0,81,0,BRONZE_IV,10,16,16370,148,0,157,0,BRONZE_IV,38,16,14949,235,0,250,0,BRONZE_III,31,15,14122,278,0,267,0,BRONZE_IV,14,16,14833,300,0,304,0,IRON_III,78,14,12961
9,0,19,0,IRON_II,54,10,6981,32,0,48,0,IRON_II,96,9,5120,116,0,149,0,IRON_III,15,10,6457,22,0,33,0,IRON_III,58,8,4102,143,0,137,0,BRONZE_IV,56,9,5049,126,0,129,0,IRON_I,48,11,8232,128,0,139,0,BRONZE_IV,0,10,7003,27,0,32,0,IRON_II,75,11,7495,216,0,278,0,IRON_II,0,10,6218,191,0,236,0,BRONZE_IV,0,11,7538
178,0,179,0,BRONZE_IV,47,18,19133,138,0,156,0,BRONZE_III,10,18,21483,196,0,196,0,BRONZE_III,90,18,20061,22,0,33,0,IRON_III,58,18,22792,349,0,332,0,BRONZE_III,43,16,15892,210,0,229,0,BRONZE_III,21,18,23863,2,0,17,0,IRON_I,1,17,16905,469,0,451,0,BRONZE_III,0,18,18811,227,0,236,0,IRON_III,48,18,19387,154,0,144,0,BRONZE_III,60,18,18395
130,0,121,0,BRONZE_III,77,13,9962,217,0,177,0,BRONZE_I,68,14,11769,66,0,54,0,BRONZE_III,27,14,11477,22,0,33,0,IRON_III,58,16,14965,15,0,20,0,IRON_I,8,13,11254,74,0,96,0,IRON_II,5,14,12888,136,0,147,0,BRONZE_IV,36,16,14767,92,0,78,0,SILVER_II,4,17,17974,424,0,441,0,BRONZE_IV,89,13,11387,105,0,106,0,BRONZE_II,0,14,12536
294,0,330,0,IRON_I,48,18,22023,227,0,271,0,IRON_III,13,18,19936,816,0,830,0,BRONZE_IV,1,18,20407,22,0,33,0,IRON_III,58,18,21630,125,0,102,0,IRON_II,55,18,18784,60,0,86,0,BRONZE_IV,7,18,23593,126,0,123,0,IRON_I,12,18,26074,144,0,91,0,GOLD_II,23,18,26905,98,0,86,0,IRON_II,18,18,20795,252,0,222,0,SILVER_IV,15,18,19960
102,0,104,0,BRONZE_I,41,15,14405,363,0,339,0,BRONZE_II,29,18,19666,278,0,259,0,BRONZE_II,70,15,14172,22,0,33,0,IRON_III,58,14,12996,190,0,208,0,BRONZE_IV,51,14,11997,508,0,548,0,BRONZE_IV,53,17,16539,180,0,136,0,BRONZE_I,34,16,14733,253,0,268,0,BRONZE_IV,59,16,15119,70,0,64,0,BRONZE_II,0,17,16933,134,0,134,0,IRON_IV,96,15,14422
336,0,268,0,SILVER_IV,37,16,15719,145,0,133,0,BRONZE_IV,75,18,21606,146,0,191,0,BRONZE_IV,0,18,20739,365,0,354,0,BRONZE_IV,74,18,18363,592,0,750,0,IRON_III,14,16,14863,173,0,160,0,IRON_III,75,17,18081,37,0,70,0,IRON_III,38,16,16448,53,0,66,0,IRON_II,9,15,13386,28,0,36,0,IRON_II,75,17,17133,132,0,151,0,BRONZE_IV,75,15,14510
46,0,60,0,IRON_III,32,13,10640,489,0,473,0,BRONZE_III,60,12,8678,207,0,208,0,IRON_I,14,11,7522,79,0,104,0,BRONZE_IV,55,12,9022,82,0,98,0,IRON_II,74,10,6492,173,0,160,0,IRON_III,75,13,10848,84,0,88,0,BRONZE_III,24,11,7606,24,0,26,0,BRONZE_IV,0,12,9206,305,0,283,0,BRONZE_II,0,10,6920,26,0,39,0,IRON_III,0,9,5680
27,0,43,0,IRON_I,89,15,13030,420,0,401,0,BRONZE_III,1,12,9681,51,0,63,0,IRON_III,76,13,11438,139,0,146,0,BRONZE_IV,42,13,11426,18,0,31,0,BRONZE_IV,33,13,10916,173,0,160,0,IRON_III,75,15,14250,131,0,162,0,IRON_III,61,15,14221,249,0,229,0,BRONZE_I,42,16,15525,115,0,117,0,BRONZE_III,13,15,13143,147,0,140,0,BRONZE_II,4,13,10326
136,0,136,0,BRONZE_III,97,14,11498,192,0,188,0,BRONZE_III,52,10,6880,173,0,191,0,IRON_II,26,13,10271,84,0,51,0,BRONZE_II,16,11,7553,164,0,196,0,IRON_III,21,9,5626,173,0,160,0,IRON_III,75,11,8277,34,0,20,0,BRONZE_IV,90,9,5251,63,0,73,0,BRONZE_IV,16,10,6450,273,0,311,0,IRON_II,76,10,6980,104,0,96,0,BRONZE_III,45,9,5289
223,0,215,0,BRONZE_IV,7,14,11687,91,0,110,0,IRON_III,33,11,8147,118,0,139,0,IRON_I,13,11,7947,274,0,265,0,BRONZE_IV,53,10,6219,184,0,207,0,BRONZE_IV,50,11,8391,173,0,160,0,IRON_III,75,13,11225,194,0,200,0,BRONZE_I,0,14,12392,34,0,20,0,BRONZE_IV,90,13,11363,501,0,512,0,BRONZE_IV,37,13,10096,291,0,264,0,BRONZE_IV,0,11,8122
305,0,302,0,BRONZE_IV,87,10,6719,84,0,112,0,IRON_I,43,8,4497,63,0,106,0,BRONZE_IV,0,5,1965,78,0,97,0,IRON_II,75,4,1522,18,0,42,0,IRON_I,35,8,4596,11,0,10,0,BRONZE_III,13,10,6847,347,0,350,0,IRON_III,89,8,4187,253,0,252,0,BRONZE_IV,37,11,7742,11,0,9,0,BRONZE_IV,1,7,3793,13,0,35,0,IRON_I,2,7,3873
2,0,15,0,IRON_I,1,18,31776,79,0,91,0,IRON_I,39,18,24351,13,0,32,0,BRONZE_IV,12,18,30701,140,0,160,0,BRONZE_IV,58,18,22047,5,0,26,0,IRON_I,63,18,21398,21,0,24,0,BRONZE_IV,0,18,27094,347,0,350,0,IRON_III,89,18,24213,213,0,203,0,IRON_II,43,18,20171,4,0,6,0,IRON_I,35,18,24091,134,0,141,0,IRON_II,75,18,21443
18,0,45,0,IRON_I,1,16,14937,136,0,153,0,BRONZE_IV,39,18,21578,167,0,178,0,BRONZE_IV,75,18,18530,25,0,36,0,BRONZE_II,39,15,14423,59,0,83,0,IRON_III,48,15,14052,329,0,308,0,BRONZE_III,47,17,18131,347,0,350,0,IRON_III,89,17,17496,36,0,58,0,BRONZE_IV,35,17,17759,37,0,62,0,IRON_I,2,15,13985,309,0,334,0,BRONZE_IV,56,16,14829
18,0,26,0,BRONZE_IV,39,16,15031,18,0,26,0,BRONZE_IV,39,14,12339,21,0,45,0,IRON_II,39,16,15550,56,0,61,0,BRONZE_III,76,14,12283,24,0,61,0,IRON_IV,0,11,7303,1,0,17,0,BRONZE_IV,0,14,11507,347,0,350,0,IRON_III,89,12,9457,39,0,39,0,BRONZE_IV,0,13,11049,57,0,70,0,IRON_III,43,11,8282,303,0,273,0,BRONZE_III,1,11,8078
188,0,187,0,BRONZE_III,75,12,9431,17,0,28,0,BRONZE_IV,50,10,6581,17,0,28,0,BRONZE_IV,50,10,7258,17,0,28,0,BRONZE_IV,50,9,5602,17,0,28,0,BRONZE_IV,50,10,6715,303,0,273,0,BRONZE_III,1,12,9717,347,0,350,0,IRON_III,89,11,8524,8,0,7,0,BRONZE_IV,94,12,9863,10,0,7,0,BRONZE_II,76,11,8332,22,0,45,0,BRONZE_III,68,11,7739
52,0,46,0,PLATINUM_IV,0,18,22566,16,0,12,0,PLATINUM_I,31,18,20948,16,0,12,0,PLATINUM_I,31,17,16821,33,0,26,0,PLATINUM_IV,75,16,16214,11,0,8,0,SILVER_IV,70,13,10871,190,0,191,0,GOLD_II,0,17,17686,7,0,11,0,IRON_III,75,13,10820,535,0,536,0,PLATINUM_III,0,17,17484,183,0,192,0,PLATINUM_III,28,16,15080,25,0,33,0,PLATINUM_IV,28,13,11329
273,0,264,0,BRONZE_II,1,18,19127,37,0,55,0,BRONZE_III,4,18,18763,240,0,285,0,IRON_IV,59,14,12679,77,0,97,0,IRON_I,7,15,14441,44,0,95,0,IRON_IV,91,11,8227,246,0,268,0,IRON_IV,77,16,15058,7,0,11,0,IRON_III,75,15,13251,36,0,47,0,BRONZE_III,9,15,14555,204,0,228,0,BRONZE_IV,11,14,11742,125,0,120,0,BRONZE_III,11,17,16750
369,0,370,0,BRONZE_IV,0,18,24712,191,0,189,0,IRON_I,18,18,21795,5,0,5,0,IRON_I,48,18,25113,60,0,113,0,BRONZE_IV,0,17,17667,189,0,170,0,BRONZE_III,39,16,16153,301,0,303,0,BRONZE_IV,24,18,22442,7,0,11,0,IRON_III,75,18,19731,18,0,28,0,IRON_III,55,18,20407,363,0,326,0,BRONZE_II,75,18,21606,78,0,65,0,BRONZE_III,16,18,21027
566,0,579,0,IRON_IV,70,13,10905,128,0,145,0,IRON_II,66,15,14240,300,0,320,0,BRONZE_IV,12,16,14835,68,0,70,0,SILVER_III,16,17,17222,31,0,33,0,IRON_III,69,14,12079,309,0,299,0,BRONZE_III,24,15,14163,7,0,11,0,IRON_III,75,12,9582,653,0,664,0,BRONZE_IV,0,13,10290,591,0,583,0,BRONZE_III,64,13,11018,179,0,185,0,BRONZE_III,90,13,10569
11,0,31,0,IRON_I,38,15,14230,60,0,66,0,BRONZE_IV,16,15,13231,169,0,181,0,IRON_II,15,16,16195,125,0,139,0,IRON_III,49,14,12597,11,0,30,0,BRONZE_IV,0,15,13634,12,0,59,0,IRON_IV,40,18,22936,153,0,202,0,IRON_II,7,15,13675,136,0,139,0,BRONZE_IV,68,17,16596,51,0,83,0,BRONZE_IV,13,15,13866,432,0,416,0,BRONZE_IV,0,14,11996
35,0,49,0,IRON_III,64,17,16681,9,0,7,0,IRON_I,100,18,19079,458,0,474,0,BRONZE_IV,64,18,19692,125,0,139,0,IRON_III,49,15,14448,379,0,401,0,IRON_I,27,14,12851,52,0,67,0,IRON_I,16,16,16165,13,0,19,0,IRON_I,47,16,14888,67,0,93,0,BRONZE_IV,46,17,17440,81,0,112,0,IRON_IV,91,15,13096,25,0,46,0,IRON_II,6,14,12687
21,0,41,0,BRONZE_IV,0,13,10996,25,0,43,0,BRONZE_IV,58,16,15989,98,0,117,0,BRONZE_III,4,16,15870,125,0,139,0,IRON_III,49,13,10446,134,0,165,0,BRONZE_IV,52,15,13314,120,0,137,0,IRON_II,71,15,14494,120,0,133,0,BRONZE_IV,13,14,12088,272,0,283,0,IRON_I,68,12,8941,16,0,23,0,BRONZE_IV,0,15,13840,122,0,135,0,IRON_I,62,14,11863
350,0,382,0,BRONZE_IV,1,16,15210,172,0,166,0,IRON_II,0,15,13257,262,0,268,0,BRONZE_IV,13,14,11821,125,0,139,0,IRON_III,49,13,10594,121,0,92,0,BRONZE_IV,59,14,12545,105,0,108,0,IRON_II,91,16,15370,105,0,108,0,IRON_II,91,12,8634,578,0,585,0,BRONZE_IV,44,15,13858,374,0,391,0,IRON_I,61,12,9048,13,0,49,0,IRON_IV,0,10,6390
124,0,131,0,BRONZE_IV,0,17,17123,96,0,101,0,BRONZE_IV,72,18,20364,47,0,75,0,IRON_III,29,17,17045,125,0,139,0,IRON_III,49,17,17396,175,0,209,0,BRONZE_IV,45,16,15347,39,0,63,0,IRON_II,46,18,21391,88,0,98,0,BRONZE_III,17,16,16229,54,0,82,0,IRON_III,79,18,23017,86,0,103,0,BRONZE_III,27,18,19392,93,0,121,0,BRONZE_IV,0,17,16660
43,0,33,0,BRONZE_IV,1,15,13241,78,0,125,0,IRON_III,32,13,11333,62,0,74,0,BRONZE_IV,39,14,12854,124,0,149,0,BRONZE_IV,43,14,12396,175,0,195,0,BRONZE_IV,50,12,9654,85,0,136,0,IRON_III,31,11,8261,77,0,103,0,BRONZE_IV,44,12,9685,266,0,293,0,IRON_III,75,14,11931,44,0,36,0,BRONZE_IV,46,11,8520,271,0,240,0,SILVER_IV,56,12,9344
143,0,154,0,BRONZE_III,18,16,15794,246,0,256,0,BRONZE_II,40,16,15477,76,0,89,0,BRONZE_III,18,17,17668,122,0,124,0,SILVER_IV,38,13,10667,67,0,67,0,BRONZE_IV,67,14,12436,108,0,98,0,BRONZE_III,67,16,15226,117,0,111,0,BRONZE_III,57,14,12796,266,0,293,0,IRON_III,75,15,13873,137,0,116,0,BRONZE_III,30,13,10498,271,0,240,0,SILVER_IV,56,15,14395
48,0,69,0,BRONZE_IV,0,18,20170,50,0,53,0,IRON_I,100,18,19490,59,0,102,0,IRON_III,62,16,15055,548,0,554,0,BRONZE_IV,52,14,12826,204,0,187,0,BRONZE_III,55,15,13893,20,0,41,0,IRON_II,13,18,19831,524,0,544,0,IRON_II,10,18,18427,266,0,293,0,IRON_III,75,17,16491,152,0,169,0,BRONZE_IV,6,15,14239,103,0,107,0,BRONZE_IV,13,16,15856
228,0,246,0,IRON_I,0,18,20598,123,0,134,0,BRONZE_IV,59,18,18719,109,0,130,0,BRONZE_IV,34,18,19163,53,0,80,0,IRON_II,80,17,16711,231,0,250,0,BRONZE_IV,13,16,15158,82,0,94,0,BRONZE_IV,59,16,16260,153,0,129,0,BRONZE_IV,19,16,14812,266,0,293,0,IRON_III,75,14,12298,403,0,365,0,BRONZE_III,36,15,13123,171,0,181,0,IRON_III,53,13,10418
16,0,29,0,IRON_I,14,18,18973,35,0,54,0,BRONZE_IV,48,18,21022,21,0,18,0,IRON_I,35,18,21487,20,0,23,0,IRON_I,24,18,19312,18,0,59,0,IRON_IV,0,13,11241,89,0,76,0,IRON_III,75,18,19725,84,0,94,0,IRON_III,10,18,20689,72,0,89,0,BRONZE_IV,17,18,21066,202,0,211,0,BRONZE_III,47,18,22436,15,0,60,0,IRON_IV,0,16,15030
167,0,172,0,BRONZE_IV,47,18,20131,140,0,125,0,BRONZE_IV,36,18,18491,77,0,85,0,IRON_III,52,17,17629,245,0,231,0,IRON_I,61,15,14590,105,0,128,0,IRON_I,15,15,13526,78,0,99,0,IRON_III,93,15,13801,17,0,35,0,IRON_III,33,14,12259,21,0,37,0,BRONZE_IV,51,16,14958,101,0,118,0,BRONZE_IV,15,14,11667,611,0,624,0,BRONZE_IV,0,15,13174
667,0,703,0,IRON_III,65,15,13103,32,0,65,0,IRON_III,36,11,8175,77,0,85,0,IRON_III,52,13,11174,19,0,39,0,BRONZE_IV,59,13,11031,55,0,76,0,BRONZE_IV,15,12,8762,107,0,109,0,IRON_II,15,15,13271,56,0,111,0,IRON_IV,90,13,10318,58,0,77,0,BRONZE_IV,70,16,15968,34,0,60,0,IRON_II,0,13,11366,63,0,79,0,BRONZE_IV,13,13,9985
58,0,73,0,BRONZE_III,37,17,17957,73,0,77,0,BRONZE_II,14,18,19509,77,0,85,0,IRON_III,52,15,14113,439,0,436,0,BRONZE_III,10,17,18348,475,0,530,0,IRON_II,75,15,13255,64,0,58,0,BRONZE_IV,58,17,17779,102,0,115,0,BRONZE_IV,21,17,17880,28,0,29,0,IRON_II,47,18,19730,199,0,197,0,BRONZE_IV,24,16,15170,33,0,38,0,IRON_I,100,17,18146
20,0,20,0,IRON_II,53,13,10126,72,0,93,0,IRON_II,4,13,9975,77,0,85,0,IRON_III,52,16,15113,162,0,183,0,IRON_I,0,14,12042,57,0,54,0,BRONZE_I,88,14,12128,71,0,101,0,IRON_III,17,15,14474,256,0,295,0,BRONZE_IV,0,15,13568,42,0,62,0,BRONZE_IV,83,15,13889,58,0,61,0,BRONZE_IV,30,15,13786,125,0,149,0,IRON_III,19,14,12711
6,0,16,0,IRON_II,97,2,490,88,0,105,0,IRON_I,65,3,805,77,0,85,0,IRON_III,52,1,0,101,0,120,0,IRON_III,58,3,904,507,0,494,0,BRONZE_IV,60,3,935,53,0,64,0,IRON_IV,0,2,331,60,0,41,0,IRON_I,35,3,815,279,0,385,0,IRON_II,15,3,754,106,0,128,0,IRON_II,33,2,602,25,0,35,0,BRONZE_IV,16,2,602
221,0,231,0,BRONZE_IV,0,15,14353,39,0,38,0,IRON_II,26,13,10966,20,0,44,0,IRON_I,39,14,12365,73,0,66,0,BRONZE_IV,21,14,12200,51,0,58,0,IRON_III,50,13,10816,164,0,169,0,BRONZE_IV,63,17,17534,48,0,93,0,IRON_IV,70,15,13777,86,0,98,0,BRONZE_IV,74,17,16811,8,0,9,0,BRONZE_IV,57,16,15306,243,0,240,0,IRON_II,67,14,12235
17,0,17,0,BRONZE_I,3,17,16864,17,0,17,0,BRONZE_I,3,14,12351,26,0,44,0,IRON_III,74,15,13550,300,0,312,0,BRONZE_IV,75,12,9593,51,0,58,0,IRON_III,50,12,9276,152,0,150,0,IRON_II,15,15,13024,70,0,127,0,IRON_IV,75,16,14851,70,0,127,0,IRON_IV,75,15,14508,33,0,47,0,BRONZE_IV,81,15,13645,77,0,125,0,IRON_II,27,15,13824
415,0,416,0,BRONZE_IV,44,12,8890,121,0,128,0,BRONZE_IV,32,10,7295,113,0,170,0,IRON_III,3,11,7344,36,0,59,0,IRON_II,60,9,5962,80,0,67,0,BRONZE_II,9,9,5218,94,0,96,0,IRON_II,13,12,9256,330,0,314,0,BRONZE_IV,11,12,9127,42,0,52,0,BRONZE_IV,6,14,12701,923,0,925,0,BRONZE_IV,66,10,6374,15,0,16,0,BRONZE_IV,48,10,6568
53,0,72,0,IRON_III,20,15,14125,163,0,201,0,BRONZE_IV,0,12,9467,113,0,170,0,IRON_III,3,13,10641,40,0,48,0,IRON_I,71,13,10445,38,0,50,0,BRONZE_IV,3,11,8575,69,0,88,0,IRON_III,3,14,12656,43,0,63,0,IRON_I,6,15,13157,21,0,29,0,IRON_I,28,13,11385,171,0,174,0,BRONZE_III,34,14,12317,103,0,113,0,BRONZE_IV,8,12,9770
331,0,319,0,BRONZE_IV,13,12,9551,60,0,98,0,BRONZE_IV,0,9,6080,113,0,170,0,IRON_III,3,14,11585,307,0,292,0,BRONZE_IV,0,13,10119,496,0,466,0,BRONZE_IV,75,13,11113,34,0,40,0,IRON_I,71,13,10638,186,0,209,0,BRONZE_IV,28,14,12107,175,0,204,0,IRON_II,86,13,11344,41,0,50,0,BRONZE_IV,26,13,9997,23,0,44,0,IRON_II,4,10,6296
22,0,37,0,IRON_IV,79,14,12545,321,0,331,0,BRONZE_IV,17,17,17253,113,0,170,0,IRON_III,3,18,18971,21,0,19,0,BRONZE_IV,0,15,13370,149,0,165,0,BRONZE_IV,30,14,12293,242,0,220,0,BRONZE_IV,74,15,13413,28,0,42,0,BRONZE_IV,13,14,12801,43,0,70,0,BRONZE_IV,0,16,16095,106,0,146,0,IRON_II,3,15,14026,755,0,748,0,IRON_I,42,13,10938
295,0,312,0,SILVER_III,75,11,8107,191,0,167,0,SILVER_II,13,12,9819,113,0,170,0,IRON_III,3,11,7514,78,0,99,0,BRONZE_III,37,11,8203,111,0,120,0,BRONZE_III,75,10,6609,72,0,78,0,BRONZE_I,54,13,11438,172,0,180,0,BRONZE_II,69,13,10245,61,0,74,0,BRONZE_II,16,14,11663,14,0,12,0,BRONZE_I,38,13,10393,208,0,203,0,BRONZE_II,4,12,9356
