result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
1,84,87,IRON_II,81,15,14470,176,184,BRONZE_IV,29,14,12881,113,123,BRONZE_III,45,14,11787,85,95,BRONZE_IV,95,13,10312,86,108,IRON_IV,47,15,13588,466,470,BRONZE_IV,39,14,12841,525,551,BRONZE_II,13,14,11579,171,190,BRONZE_IV,0,14,11864,155,163,IRON_I,15,13,10448,48,86,IRON_IV,0,10,6659
1,283,294,BRONZE_IV,0,15,13718,217,225,IRON_I,15,17,17362,430,411,BRONZE_III,0,16,16339,472,463,BRONZE_III,21,15,13488,86,108,IRON_IV,47,16,15214,3,11,IRON_I,13,18,19011,76,101,IRON_II,90,14,11800,46,87,IRON_IV,0,14,11523,97,118,BRONZE_IV,0,15,13102,187,181,IRON_I,0,13,11126
0,17,34,BRONZE_IV,10,16,15886,19,41,BRONZE_IV,0,14,11642,138,158,IRON_I,15,13,10116,95,88,SILVER_III,40,11,8252,86,108,IRON_IV,47,13,11211,132,122,IRON_II,61,14,12867,116,127,BRONZE_IV,22,15,13247,186,164,BRONZE_IV,55,15,13492,29,37,IRON_I,50,16,15288,63,70,BRONZE_IV,49,14,11996
1,70,79,BRONZE_III,54,14,11948,279,280,BRONZE_III,77,13,10698,75,79,BRONZE_II,7,12,9847,219,206,BRONZE_III,32,10,6959,86,108,IRON_IV,47,12,8990,252,247,BRONZE_IV,72,12,9731,48,45,BRONZE_IV,74,12,8720,424,424,BRONZE_IV,92,12,9777,154,173,BRONZE_IV,59,10,6361,40,76,IRON_III,23,8,4861
0,40,76,IRON_III,23,18,19916,84,96,BRONZE_IV,33,17,17653,103,130,IRON_II,62,15,14049,100,119,IRON_IV,30,14,11707,55,74,IRON_I,20,14,11477,68,94,IRON_IV,13,16,14892,308,312,BRONZE_II,16,15,13472,191,213,BRONZE_IV,74,16,15497,25,47,BRONZE_IV,60,15,14501,459,573,BRONZE_IV,0,13,11194
0,38,47,IRON_II,57,17,16980,376,412,IRON_II,77,15,13059,206,216,IRON_I,54,18,18682,220,261,IRON_IV,64,15,13909,239,246,BRONZE_II,7,16,15466,68,94,IRON_IV,13,16,15840,108,127,IRON_I,98,16,14962,573,584,IRON_I,32,16,14882,383,380,BRONZE_III,11,16,16162,111,116,BRONZE_IV,0,14,12540
1,244,266,SILVER_IV,1,18,22227,5,20,BRONZE_IV,0,17,18138,81,100,IRON_III,61,17,17399,107,97,BRONZE_III,60,15,14407,268,271,BRONZE_IV,75,16,15520,68,94,IRON_IV,13,16,15414,12,14,BRONZE_III,73,17,17588,10,16,BRONZE_I,64,18,19679,282,267,BRONZE_I,4,17,18179,259,250,BRONZE_III,41,15,14054
0,29,32,BRONZE_II,29,13,10568,29,32,BRONZE_II,29,12,9024,49,61,BRONZE_III,47,13,11327,240,273,BRONZE_II,14,12,8589,225,204,BRONZE_II,49,9,6039,68,94,IRON_IV,13,9,5746,12,20,BRONZE_II,0,11,7544,19,36,BRONZE_IV,58,13,10257,11,14,BRONZE_II,60,12,8858,11,14,BRONZE_II,60,9,5874
1,198,201,BRONZE_III,8,16,14882,123,145,BRONZE_IV,0,14,11926,187,207,BRONZE_IV,12,14,12847,50,59,BRONZE_IV,31,13,10626,200,221,IRON_III,60,15,13139,68,94,IRON_IV,13,16,15008,16,24,BRONZE_IV,28,16,15505,470,456,BRONZE_IV,64,17,16942,273,285,BRONZE_IV,47,16,14932,165,165,IRON_II,70,15,13373
1,126,137,BRONZE_IV,34,13,10880,75,91,IRON_IV,71,13,10520,27,45,BRONZE_IV,51,14,11993,27,45,BRONZE_IV,51,14,11803,17,21,IRON_II,3,11,7663,68,94,IRON_IV,13,15,13312,19,42,BRONZE_IV,0,13,10859,6,23,BRONZE_IV,0,14,11801,387,402,IRON_I,51,13,11368,126,137,BRONZE_IV,34,12,9851
0,208,207,BRONZE_IV,48,14,12408,258,233,IRON_I,68,10,6819,61,98,IRON_III,47,11,7700,109,124,BRONZE_II,12,11,8444,27,40,IRON_I,0,9,5643,68,94,IRON_IV,13,10,6589,19,42,BRONZE_IV,0,9,6005,124,105,IRON_I,0,10,6650,410,402,BRONZE_III,0,11,8066,12,53,IRON_II,75,6,2740
0,158,190,IRON_III,40,9,6056,140,161,IRON_IV,33,9,5494,287,292,BRONZE_IV,16,11,7550,184,191,BRONZE_IV,18,9,5907,797,786,IRON_I,61,9,5403,395,406,BRONZE_IV,0,11,7899,65,75,IRON_III,75,9,5529,19,32,IRON_IV,42,6,3105,34,49,BRONZE_IV,76,11,8565,253,255,BRONZE_IV,41,10,7129
0,122,98,BRONZE_II,60,15,13056,185,171,BRONZE_I,66,14,11487,704,698,BRONZE_III,60,15,13952,188,204,BRONZE_II,63,14,12364,72,86,BRONZE_II,28,12,9333,35,47,SILVER_IV,13,15,13195,31,37,SILVER_IV,0,13,11325,19,32,IRON_IV,42,10,7209,50,60,SILVER_III,0,12,9744,67,69,BRONZE_II,77,12,9533
0,132,143,BRONZE_IV,88,16,15730,46,63,BRONZE_IV,21,15,13777,12,41,IRON_III,35,13,10705,20,18,BRONZE_IV,18,16,15365,179,199,BRONZE_IV,60,15,13575,133,149,BRONZE_III,40,17,16781,27,42,IRON_I,75,14,12121,19,32,IRON_IV,42,15,13689,56,65,IRON_I,64,15,14355,145,120,BRONZE_IV,31,13,11141
0,148,161,BRONZE_IV,0,14,12795,42,71,BRONZE_IV,12,14,12511,99,129,IRON_III,68,14,11609,134,159,BRONZE_IV,0,14,11450,102,112,IRON_III,91,13,10331,287,271,BRONZE_III,60,13,10171,202,241,BRONZE_IV,30,13,10622,19,32,IRON_IV,42,11,7753,266,298,IRON_III,51,15,13395,177,215,IRON_III,39,11,7967
0,190,259,IRON_II,86,17,17852,731,859,IRON_I,52,17,16772,90,134,BRONZE_IV,75,13,10758,630,623,BRONZE_IV,0,13,10658,337,301,BRONZE_II,30,15,13964,103,115,BRONZE_IV,75,15,13615,55,85,IRON_III,21,13,10920,19,32,IRON_IV,42,12,9395,28,35,BRONZE_II,39,14,12705,151,162,BRONZE_IV,26,12,9934
1,3,8,IRON_II,66,10,6586,14,11,IRON_I,75,9,5879,94,139,IRON_IV,89,10,6722,90,112,IRON_III,21,9,5773,88,101,BRONZE_IV,61,7,3476,37,53,IRON_III,90,12,9823,108,114,IRON_II,9,12,9898,19,32,IRON_IV,42,11,8398,73,81,BRONZE_III,15,12,9072,29,43,BRONZE_IV,20,11,7567
1,287,303,IRON_II,59,18,24325,53,67,BRONZE_IV,0,18,24940,174,185,BRONZE_IV,18,18,26745,58,90,BRONZE_IV,42,18,30145,74,87,BRONZE_IV,16,18,23693,258,264,BRONZE_IV,15,18,29975,235,209,BRONZE_II,92,18,33957,19,32,IRON_IV,42,18,28613,93,105,BRONZE_IV,27,18,28452,274,268,BRONZE_IV,60,18,28832
1,355,312,SILVER_IV,30,16,16443,75,77,BRONZE_III,28,15,13146,354,406,IRON_IV,44,14,11763,116,117,IRON_I,70,13,11341,14,23,IRON_III,0,15,13084,433,395,BRONZE_II,64,17,18302,26,34,IRON_IV,89,17,17124,144,130,BRONZE_III,53,18,19282,424,397,BRONZE_III,2,16,15524,160,150,BRONZE_III,14,16,14935
0,27,46,IRON_I,53,17,16568,134,118,BRONZE_II,50,14,12777,361,363,IRON_II,74,13,11173,624,584,SILVER_III,45,13,11206,69,84,IRON_III,16,13,10360,98,106,BRONZE_IV,77,14,12115,26,34,IRON_IV,89,13,10235,146,154,IRON_III,35,11,8161,250,240,BRONZE_III,56,14,12995,54,69,IRON_II,68,13,11353
0,661,694,IRON_IV,80,13,10014,49,39,IRON_III,3,12,8967,434,408,SILVER_IV,86,11,7532,246,235,BRONZE_II,76,12,8642,60,80,BRONZE_IV,0,11,7659,26,29,BRONZE_IV,34,13,10493,26,34,IRON_IV,89,11,8470,241,219,BRONZE_I,30,13,10399,29,40,IRON_III,38,6,2778,157,128,BRONZE_III,61,9,5656
1,136,113,SILVER_IV,21,18,18712,103,117,BRONZE_IV,0,18,20235,465,431,SILVER_IV,29,18,24023,490,475,BRONZE_IV,75,18,20358,223,201,BRONZE_IV,86,16,16138,151,147,BRONZE_II,24,18,21860,26,34,IRON_IV,89,18,20627,27,27,BRONZE_IV,0,18,20996,212,188,SILVER_IV,43,18,24255,86,67,BRONZE_IV,42,18,19006
0,50,89,BRONZE_IV,0,15,13575,127,156,IRON_III,75,12,9846,431,415,BRONZE_I,84,12,9952,16,21,BRONZE_IV,16,11,8447,86,67,BRONZE_IV,42,11,7887,16,30,IRON_II,50,12,9143,26,34,IRON_IV,89,12,8835,68,74,BRONZE_IV,78,12,9162,349,425,IRON_IV,75,11,8396,132,137,IRON_I,12,12,8911
0,86,122,IRON_IV,1,18,23824,114,131,BRONZE_IV,12,18,21091,158,156,BRONZE_IV,9,18,22687,238,252,BRONZE_IV,19,18,24095,39,43,IRON_II,74,18,19909,18,26,BRONZE_IV,24,18,20116,26,34,IRON_IV,89,18,20813,13,24,IRON_II,11,18,26077,11,18,IRON_I,71,18,27087,24,26,IRON_I,0,17,17658
0,298,256,SILVER_IV,10,16,16465,26,34,BRONZE_IV,0,15,14304,157,130,SILVER_IV,19,17,16640,148,146,SILVER_IV,0,15,14337,228,233,IRON_II,61,14,12734,14,33,BRONZE_IV,0,13,11060,26,34,IRON_IV,89,15,13225,100,98,BRONZE_III,0,11,7373,50,52,BRONZE_IV,57,16,15637,165,190,BRONZE_IV,45,13,10662
0,5,11,IRON_II,69,16,16305,144,130,BRONZE_II,16,16,16418,22,54,IRON_IV,15,16,15952,102,100,BRONZE_III,59,16,15079,101,103,BRONZE_III,40,14,12700,367,375,BRONZE_IV,61,18,18404,140,119,BRONZE_III,69,18,18466,362,396,IRON_I,53,18,19301,137,136,BRONZE_III,75,17,17857,151,132,SILVER_IV,60,16,15142
0,138,146,BRONZE_III,25,12,9779,41,49,IRON_III,62,13,11042,22,54,IRON_IV,15,14,12252,16,26,BRONZE_IV,1,12,9242,14,47,IRON_IV,66,9,5840,42,60,IRON_I,30,15,13512,42,54,IRON_II,65,13,10664,54,62,IRON_II,52,14,12094,69,86,BRONZE_III,28,13,11090,234,239,BRONZE_IV,0,11,8529
0,77,119,IRON_III,1,15,13334,2,18,BRONZE_IV,0,9,6031,22,54,IRON_IV,15,13,10367,18,31,IRON_II,33,12,9497,46,61,BRONZE_III,0,11,7415,84,102,IRON_IV,63,14,12531,275,265,BRONZE_IV,67,15,13125,121,133,BRONZE_IV,58,16,15207,317,283,BRONZE_IV,1,14,11608,329,304,BRONZE_IV,19,13,10626
0,211,246,IRON_III,30,18,27416,8,5,BRONZE_III,75,18,27037,22,54,IRON_IV,15,18,23303,182,221,IRON_IV,31,18,26106,50,77,BRONZE_IV,0,18,22435,161,228,IRON_IV,18,18,24702,60,59,IRON_II,30,18,25411,79,82,IRON_I,19,18,23188,439,457,BRONZE_IV,64,18,30409,96,107,BRONZE_III,66,18,21599
1,5,6,IRON_I,13,16,16212,653,646,BRONZE_II,65,18,19157,22,54,IRON_IV,15,15,13998,56,61,BRONZE_III,73,16,15393,97,111,BRONZE_IV,81,15,13727,83,127,IRON_III,73,15,14360,7,21,BRONZE_IV,0,13,10434,535,547,BRONZE_IV,17,15,14014,170,179,BRONZE_IV,27,14,12680,178,166,BRONZE_II,50,14,12471
1,150,154,BRONZE_IV,0,10,6343,105,97,BRONZE_IV,53,10,6750,22,54,IRON_IV,15,10,6852,343,358,IRON_II,22,9,5097,332,326,BRONZE_I,32,10,6922,121,126,IRON_I,49,9,5565,67,86,IRON_I,37,8,4532,137,142,BRONZE_III,37,9,5646,310,319,BRONZE_II,20,7,3516,7,32,IRON_III,17,7,3844
0,423,455,IRON_I,0,16,14940,307,304,BRONZE_II,19,16,15547,22,54,IRON_IV,15,14,12830,158,183,IRON_II,75,14,11824,148,152,BRONZE_IV,41,15,14495,47,87,IRON_IV,75,16,15828,112,120,BRONZE_IV,75,18,18786,252,259,BRONZE_IV,56,16,14794,164,146,BRONZE_IV,10,16,15021,61,74,IRON_I,5,14,12872
1,53,77,IRON_IV,38,15,13152,116,134,IRON_IV,8,16,15078,68,75,IRON_I,57,17,18134,42,40,IRON_III,44,13,11122,169,168,BRONZE_III,5,13,11224,62,72,BRONZE_IV,16,14,11474,295,297,IRON_IV,10,14,11711,18,28,IRON_II,17,15,14056,115,144,IRON_III,24,13,9998,443,498,IRON_I,39,12,9689
1,53,77,IRON_IV,38,10,6361,124,105,BRONZE_I,82,14,12145,42,46,SILVER_III,49,15,13329,166,136,BRONZE_I,21,12,9120,16,26,IRON_I,100,11,7755,644,679,BRONZE_III,75,11,8052,206,223,BRONZE_III,54,11,7446,32,39,BRONZE_III,75,12,9787,81,99,BRONZE_III,74,13,10371,11,24,BRONZE_IV,29,11,7966
1,53,77,IRON_IV,38,9,5436,149,174,IRON_I,21,10,7292,201,210,BRONZE_IV,0,12,9651,497,488,BRONZE_III,90,9,5803,200,195,BRONZE_II,6,8,4915,9,13,IRON_I,0,10,7135,47,52,BRONZE_IV,55,7,4049,137,147,IRON_IV,22,9,5112,35,48,BRONZE_IV,0,7,3928,235,247,BRONZE_II,26,7,3976
1,53,77,IRON_IV,38,13,10282,44,56,IRON_III,16,11,7365,155,147,BRONZE_III,0,14,12624,76,82,BRONZE_IV,30,12,9604,145,150,BRONZE_III,32,12,8730,165,161,BRONZE_IV,29,13,11190,49,75,BRONZE_IV,80,17,16706,50,57,BRONZE_IV,91,12,9407,200,203,BRONZE_III,75,11,8497,35,49,IRON_IV,75,11,7924
1,53,77,IRON_IV,38,3,877,90,84,BRONZE_IV,44,3,1086,153,179,IRON_III,61,3,1063,258,270,BRONZE_IV,41,2,469,123,66,SILVER_II,40,2,469,124,164,BRONZE_IV,0,2,603,710,682,BRONZE_IV,2,3,833,17,23,IRON_III,53,3,965,28,46,BRONZE_IV,0,2,517,131,124,BRONZE_IV,35,2,487
1,53,77,IRON_IV,38,13,10226,62,81,BRONZE_IV,0,13,11108,29,52,BRONZE_IV,0,13,10980,79,83,BRONZE_IV,91,12,9412,448,440,BRONZE_I,0,12,8888,131,128,BRONZE_I,54,15,14312,324,308,BRONZE_III,0,12,8705,521,489,BRONZE_IV,91,14,11595,143,155,IRON_II,0,10,7141,31,64,IRON_III,0,10,6652
0,53,77,IRON_IV,38,10,6702,58,70,IRON_II,32,14,11688,35,43,IRON_I,47,15,13640,31,34,BRONZE_IV,43,15,14227,64,89,BRONZE_IV,0,12,9911,269,245,IRON_I,62,16,16054,211,221,BRONZE_IV,75,15,13170,53,65,IRON_I,0,16,16417,148,202,IRON_III,11,13,10727,12,24,IRON_III,52,14,11523
0,61,76,IRON_IV,41,17,16525,61,76,IRON_IV,41,15,13669,11,21,IRON_III,23,15,13883,43,42,BRONZE_I,30,18,19183,81,89,BRONZE_IV,16,14,11791,84,89,BRONZE_III,54,18,20877,30,33,SILVER_IV,48,17,17492,9,11,BRONZE_I,13,18,22281,12,25,BRONZE_II,44,17,16900,38,57,BRONZE_IV,75,16,15534
1,61,76,IRON_IV,41,11,7596,81,91,IRON_IV,75,12,8874,121,123,BRONZE_III,15,14,11788,204,221,IRON_II,47,13,9960,42,74,IRON_III,29,11,8147,63,62,IRON_I,56,11,7781,31,45,BRONZE_IV,55,9,6059,80,102,IRON_III,80,11,8006,50,58,BRONZE_II,31,11,7350,57,66,IRON_I,100,8,4928
1,61,76,IRON_IV,41,13,10496,610,590,BRONZE_II,25,12,9342,161,158,BRONZE_IV,94,14,12176,127,140,BRONZE_IV,15,11,8107,1198,1250,IRON_II,75,11,8528,46,49,BRONZE_III,59,13,10270,1,51,IRON_IV,0,11,7900,298,298,BRONZE_IV,54,13,11049,8,51,IRON_III,0,10,6974,157,164,BRONZE_III,51,11,8417
0,61,76,IRON_IV,41,12,8908,148,155,IRON_III,10,11,8027,79,81,BRONZE_III,44,13,10354,158,170,BRONZE_IV,55,11,7865,138,156,BRONZE_IV,25,10,6837,46,42,IRON_I,0,14,12430,334,363,IRON_II,88,13,11015,69,90,BRONZE_IV,37,13,11129,54,46,BRONZE_IV,60,14,11937,239,256,BRONZE_IV,89,14,11955
1,61,76,IRON_IV,41,14,11667,72,97,BRONZE_IV,23,12,9245,20,42,IRON_I,13,13,10306,417,420,IRON_III,80,12,9416,25,46,IRON_I,77,12,9210,177,194,BRONZE_IV,0,12,9783,19,32,IRON_II,36,9,5295,99,125,BRONZE_IV,47,13,10513,141,188,IRON_IV,80,10,7158,125,118,BRONZE_IV,14,11,7493
0,61,76,IRON_IV,41,9,5809,60,79,IRON_I,0,10,6683,20,39,IRON_IV,5,12,8893,70,78,BRONZE_IV,9,10,6655,28,57,IRON_III,41,8,4371,481,505,BRONZE_IV,14,14,12696,240,286,IRON_IV,18,12,9538,81,78,BRONZE_IV,92,12,9844,41,52,BRONZE_IV,0,11,8512,312,345,IRON_II,29,9,6068
0,61,76,IRON_IV,41,14,12211,145,132,BRONZE_IV,0,13,10160,256,269,IRON_I,39,13,11358,33,55,IRON_I,55,13,10216,250,299,BRONZE_IV,28,10,7155,79,116,BRONZE_IV,13,14,12933,91,111,IRON_I,25,14,12091,200,204,BRONZE_III,0,16,15236,50,76,IRON_III,56,14,12460,183,208,BRONZE_IV,2,13,10688
1,9,58,IRON_III,50,12,9954,9,88,IRON_III,55,9,5397,42,101,BRONZE_IV,0,13,10308,19,54,BRONZE_III,0,11,7978,7,58,IRON_III,35,13,10864,11,72,IRON_IV,15,10,6938,11,50,IRON_II,43,9,5917,10,48,BRONZE_IV,0,10,6678,18,33,BRONZE_II,0,10,6754,14,140,BRONZE_IV,1,10,7156
0,56,114,IRON_I,0,12,8671,11,69,IRON_IV,57,10,7243,7,40,BRONZE_IV,9,10,7070,16,64,IRON_III,0,11,7364,9,45,IRON_III,75,12,9160,11,72,IRON_IV,15,12,9011,11,50,IRON_II,43,11,7740,11,97,BRONZE_IV,0,12,9876,8,49,IRON_II,5,13,10656,7,58,IRON_III,35,14,12085
0,10,64,BRONZE_IV,0,11,8343,33,55,BRONZE_IV,31,10,6714,12,56,IRON_I,29,10,6472,13,50,IRON_III,20,10,6700,12,68,BRONZE_IV,0,11,7602,11,72,IRON_IV,15,13,11038,12,52,BRONZE_IV,0,12,9013,7,72,IRON_III,57,10,6607,19,54,BRONZE_III,0,10,6164,13,56,IRON_III,0,9,5359
0,19,55,IRON_II,0,10,6917,8,68,IRON_IV,20,8,4850,7,42,BRONZE_IV,0,8,4327,18,43,BRONZE_II,38,11,7659,15,53,IRON_IV,0,10,6902,11,72,IRON_IV,15,7,3559,12,52,BRONZE_IV,0,5,2105,10,65,IRON_I,49,12,8637,13,50,IRON_III,20,9,5190,13,56,IRON_III,0,12,9848
1,8,72,IRON_III,0,11,7856,10,49,BRONZE_IV,0,10,6505,15,29,SILVER_IV,0,14,12387,18,39,SILVER_IV,0,11,8386,17,25,SILVER_IV,1,11,8238,11,72,IRON_IV,15,13,10001,19,52,BRONZE_IV,0,11,7892,15,35,BRONZE_I,0,11,8427,18,32,BRONZE_I,49,9,5900,16,36,SILVER_IV,0,10,6799
0,15,46,IRON_I,13,9,5672,12,77,IRON_IV,61,10,7283,17,30,BRONZE_I,30,10,6484,19,64,BRONZE_IV,0,9,5383,13,52,IRON_II,0,10,7199,11,72,IRON_IV,15,13,10292,15,60,BRONZE_IV,20,7,4033,19,46,BRONZE_IV,0,13,10428,11,68,IRON_IV,0,10,6607,7,61,IRON_IV,0,10,6559
1,12,85,IRON_IV,20,8,4171,9,57,IRON_IV,0,6,2429,5,29,BRONZE_IV,0,8,4571,12,33,BRONZE_IV,10,7,3630,10,56,IRON_III,0,12,8773,11,72,IRON_IV,15,8,4244,14,31,BRONZE_I,23,7,3700,10,59,BRONZE_IV,0,9,5287,10,51,IRON_III,0,9,5110,8,72,IRON_IV,0,8,4768
0,121,145,BRONZE_IV,6,15,13653,19,34,IRON_I,21,12,9944,255,258,BRONZE_IV,13,15,13382,114,137,IRON_I,44,13,11389,90,137,IRON_IV,0,13,10302,97,111,IRON_II,93,13,11429,171,176,BRONZE_III,85,18,20650,215,209,BRONZE_IV,0,15,14175,30,36,IRON_II,10,14,12390,76,81,BRONZE_IV,18,13,10779
0,36,37,BRONZE_III,3,11,7812,2,10,IRON_III,75,9,5842,69,93,BRONZE_IV,0,11,8108,217,234,BRONZE_IV,33,9,5614,90,137,IRON_IV,0,8,4672,32,40,IRON_IV,48,12,9760,61,64,BRONZE_III,12,11,8187,56,65,BRONZE_IV,0,12,8845,75,69,IRON_III,75,9,5529,47,44,BRONZE_III,40,9,5394
0,24,43,IRON_II,39,18,18381,412,383,BRONZE_IV,9,18,19456,162,202,BRONZE_IV,0,18,22299,342,334,IRON_II,15,16,15666,90,137,IRON_IV,0,16,15664,135,158,BRONZE_IV,75,18,20233,104,107,BRONZE_IV,63,16,15998,51,53,IRON_I,11,17,17318,226,245,IRON_I,51,17,16674,314,341,IRON_III,0,15,13173
0,332,324,BRONZE_III,10,17,16657,160,172,IRON_I,75,16,14818,277,304,BRONZE_IV,6,16,15259,55,65,IRON_IV,39,15,13575,90,137,IRON_IV,0,14,11559,119,120,IRON_II,45,17,17579,124,122,IRON_II,14,18,19437,19,43,BRONZE_IV,37,17,17001,119,120,IRON_I,38,15,13564,122,102,BRONZE_IV,73,15,13619
1,100,80,IRON_I,51,12,8895,87,108,BRONZE_IV,16,10,6652,193,201,BRONZE_IV,48,11,8578,111,126,IRON_IV,79,10,7217,90,137,IRON_IV,0,7,3855,145,128,BRONZE_IV,37,11,8172,208,189,BRONZE_III,26,11,7352,142,160,BRONZE_IV,34,5,2201,16,95,IRON_IV,0,8,4993,76,104,BRONZE_IV,8,10,6208
1,130,149,BRONZE_IV,42,17,17935,26,39,IRON_IV,45,16,15942,52,53,IRON_II,62,18,21877,171,176,BRONZE_IV,8,16,15013,90,137,IRON_IV,0,15,14522,17,22,IRON_II,0,18,18490,107,133,BRONZE_IV,0,18,19957,123,131,IRON_I,70,17,18184,116,139,BRONZE_IV,31,17,16608,19,54,IRON_IV,61,13,10591
0,1161,1176,IRON_III,65,17,17957,335,353,BRONZE_IV,16,15,13409,25,31,IRON_II,52,14,12777,170,199,IRON_III,75,15,14126,90,137,IRON_IV,0,14,12498,280,284,BRONZE_IV,0,17,18043,420,416,BRONZE_III,17,17,17534,76,115,BRONZE_IV,2,16,15745,554,562,IRON_III,89,15,13645,119,120,IRON_II,33,15,13981
1,127,115,BRONZE_IV,91,16,15239,75,88,IRON_I,75,17,16533,228,185,SILVER_IV,16,15,14603,235,225,IRON_I,75,14,11788,84,83,BRONZE_IV,48,12,9187,22,24,IRON_I,48,18,18380,34,32,IRON_IV,94,16,15615,154,173,BRONZE_IV,59,14,12829,98,118,BRONZE_IV,0,16,15156,249,249,IRON_II,38,15,13167
1,50,56,BRONZE_IV,78,16,15645,3,12,IRON_II,82,14,12223,26,51,IRON_IV,0,14,11547,259,288,BRONZE_IV,0,13,11408,38,27,IRON_I,74,14,11610,222,227,BRONZE_IV,70,16,15519,34,32,IRON_IV,94,16,14789,147,115,BRONZE_III,17,16,14735,17,10,IRON_I,100,16,15532,4,10,IRON_I,4,16,15157
0,50,72,IRON_II,35,15,14562,126,127,BRONZE_IV,1,15,13967,311,339,IRON_I,0,15,13386,145,128,BRONZE_III,15,14,11982,24,36,IRON_II,38,12,9515,61,49,BRONZE_III,16,12,9858,34,32,IRON_IV,94,13,10055,297,342,BRONZE_IV,44,12,9903,325,329,BRONZE_IV,44,14,11526,199,180,BRONZE_IV,79,11,7637
1,333,355,BRONZE_IV,23,14,12577,22,54,IRON_IV,15,13,11029,431,416,SILVER_IV,38,14,11834,255,254,BRONZE_II,41,14,11898,148,153,BRONZE_III,0,12,9318,363,347,BRONZE_II,77,16,16470,34,32,IRON_IV,94,12,9790,86,104,BRONZE_IV,0,13,10227,557,530,BRONZE_II,31,15,14055,57,60,BRONZE_IV,18,12,9079
0,280,285,BRONZE_III,75,12,9663,81,76,BRONZE_IV,17,12,9601,41,32,BRONZE_IV,36,13,10676,288,336,IRON_III,61,13,10333,225,224,IRON_I,66,11,7325,225,238,BRONZE_IV,13,13,10875,34,32,IRON_IV,94,9,6096,209,216,BRONZE_III,14,13,10881,474,449,SILVER_IV,82,11,8479,36,58,IRON_II,2,11,8248
0,90,117,BRONZE_IV,11,17,17011,134,159,IRON_I,56,17,16633,100,119,IRON_II,15,15,14272,165,145,BRONZE_IV,38,16,14714,659,641,BRONZE_III,37,14,12666,491,436,SILVER_III,59,17,17211,34,32,IRON_IV,94,15,14514,97,63,BRONZE_I,88,15,14512,188,161,SILVER_IV,20,14,12866,141,123,BRONZE_I,14,13,10876
0,242,242,IRON_II,10,18,30810,229,208,BRONZE_IV,51,18,26576,98,149,IRON_II,42,18,35318,189,159,BRONZE_III,5,18,24670,60,68,IRON_III,39,18,21420,245,220,BRONZE_IV,66,17,18352,34,32,IRON_IV,94,18,22427,153,147,BRONZE_IV,61,18,22251,162,190,BRONZE_IV,33,18,27375,169,153,BRONZE_IV,60,18,19552
0,207,230,IRON_IV,35,17,16720,5,10,IRON_I,32,13,10881,75,96,IRON_III,78,13,10309,347,372,BRONZE_IV,14,14,12437,149,134,BRONZE_IV,5,13,10891,369,400,IRON_IV,61,16,15650,209,199,BRONZE_III,27,15,13982,53,67,IRON_I,71,15,13522,525,475,BRONZE_III,69,14,12967,249,243,IRON_I,72,13,11275
0,207,230,IRON_IV,35,15,14368,199,222,IRON_I,100,16,16445,190,219,BRONZE_IV,16,17,16928,593,610,BRONZE_II,8,16,16080,346,340,IRON_II,75,15,13818,160,146,BRONZE_IV,88,18,20269,153,184,BRONZE_IV,0,18,18843,85,83,IRON_I,0,17,16513,132,134,BRONZE_IV,36,18,19383,108,110,IRON_II,0,16,15230
1,207,230,IRON_IV,35,15,13891,101,125,IRON_II,45,18,21426,173,175,IRON_I,28,18,24767,206,218,BRONZE_IV,75,18,26690,59,62,BRONZE_IV,0,18,21418,242,249,IRON_I,87,18,19577,158,162,BRONZE_IV,0,16,15907,817,868,BRONZE_IV,48,18,18397,42,72,IRON_III,7,15,13809,557,564,IRON_III,48,15,13083
1,207,230,IRON_IV,35,18,19361,29,46,IRON_II,46,16,15178,219,222,IRON_III,77,16,14773,307,360,IRON_IV,0,16,16067,56,59,BRONZE_IV,74,14,12806,150,164,BRONZE_IV,83,15,14454,150,164,BRONZE_IV,83,14,12474,771,824,IRON_IV,75,15,14448,105,130,BRONZE_IV,12,14,12741,53,75,IRON_III,0,13,10534
