result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,229,227,BRONZE_II,39,11,8178,32,52,BRONZE_III,12,10,7215,39,33,BRONZE_III,75,14,12404,82,83,BRONZE_III,75,10,6366,71,84,BRONZE_IV,19,9,5678,106,104,BRONZE_III,85,11,7770,96,105,BRONZE_III,68,11,7324,19,25,BRONZE_IV,4,10,7003,281,251,BRONZE_II,52,9,5946,444,424,BRONZE_IV,75,8,4979
0,13,17,BRONZE_I,80,14,12753,173,178,BRONZE_III,45,15,13506,7,5,SILVER_III,82,16,15720,43,37,SILVER_IV,18,14,12518,50,59,BRONZE_III,1,12,9130,25,41,BRONZE_III,38,15,13066,116,99,GOLD_IV,0,13,9980,19,25,BRONZE_IV,4,13,11414,23,22,BRONZE_I,76,12,9002,55,76,SILVER_IV,14,11,8212
0,98,126,SILVER_IV,0,13,10774,113,104,SILVER_IV,45,13,10258,167,152,SILVER_IV,22,14,12821,33,30,BRONZE_I,44,12,9005,52,57,BRONZE_I,46,11,8495,203,191,SILVER_IV,90,11,8365,116,99,GOLD_IV,0,12,8923,19,25,BRONZE_IV,4,12,9491,337,323,SILVER_III,81,11,7886,206,194,BRONZE_III,82,10,6368
1,213,212,SILVER_II,32,13,11066,68,76,SILVER_IV,12,14,11828,147,155,BRONZE_II,11,12,9783,418,413,SILVER_IV,33,13,10466,34,46,BRONZE_II,75,11,7521,308,292,GOLD_IV,22,16,14701,116,99,GOLD_IV,0,16,14991,19,25,BRONZE_IV,4,13,10620,203,200,BRONZE_IV,79,12,9910,225,254,SILVER_IV,32,15,13196
0,34,46,BRONZE_II,75,15,14225,252,239,BRONZE_II,49,16,16093,112,130,BRONZE_I,14,16,16071,10,24,IRON_II,0,13,10405,173,194,BRONZE_IV,92,12,9088,29,43,BRONZE_IV,58,14,12177,70,77,BRONZE_I,100,15,13615,19,25,BRONZE_IV,4,14,12951,109,115,BRONZE_IV,26,13,10540,186,196,BRONZE_III,33,15,14437
1,172,203,BRONZE_IV,47,11,7547,18,32,BRONZE_IV,32,10,6448,117,132,BRONZE_II,14,11,7936,35,47,BRONZE_IV,0,11,7522,59,71,BRONZE_IV,68,10,7042,59,96,SILVER_IV,1,14,12621,11,14,BRONZE_IV,4,11,8476,19,25,BRONZE_IV,4,12,9802,334,332,BRONZE_I,4,12,8581,106,119,BRONZE_IV,75,12,9467
0,11,5,BRONZE_III,19,13,10835,66,73,BRONZE_II,92,14,12968,7,13,BRONZE_IV,14,15,13407,87,104,BRONZE_IV,72,13,10437,64,93,BRONZE_IV,0,12,9826,38,34,BRONZE_IV,18,13,11197,10,17,BRONZE_IV,54,11,7435,19,25,BRONZE_IV,4,13,11039,28,47,BRONZE_IV,36,10,7086,6,15,BRONZE_III,0,12,8642
0,91,110,BRONZE_IV,23,17,16648,204,201,IRON_II,54,18,19908,180,188,BRONZE_IV,33,17,17855,136,124,BRONZE_III,44,16,16048,99,104,BRONZE_III,8,16,15045,109,142,BRONZE_III,0,16,15353,328,317,BRONZE_IV,47,16,14731,288,268,BRONZE_IV,54,16,15386,69,83,BRONZE_IV,37,14,13004,240,229,IRON_I,84,14,11515
0,226,230,BRONZE_IV,0,18,28263,133,151,BRONZE_IV,71,18,24009,653,684,IRON_IV,91,18,27969,38,67,BRONZE_IV,11,18,26326,436,495,IRON_II,96,17,17987,328,379,IRON_IV,60,18,21667,346,348,IRON_III,47,18,19983,73,97,BRONZE_IV,42,18,22436,69,83,BRONZE_IV,37,18,21959,120,143,BRONZE_IV,0,18,24067
1,146,161,IRON_I,76,18,22748,225,237,BRONZE_IV,21,17,16884,113,108,BRONZE_IV,2,17,16685,193,221,BRONZE_IV,18,17,16580,20,61,IRON_III,72,12,8684,63,102,BRONZE_IV,27,18,19596,101,158,IRON_IV,61,18,21380,93,105,IRON_III,15,18,18465,69,83,BRONZE_IV,37,18,20245,466,463,BRONZE_IV,95,16,15690
1,132,155,BRONZE_III,18,15,14542,97,123,IRON_III,10,12,8885,79,89,IRON_III,76,12,8658,47,66,IRON_IV,33,11,8479,4,29,BRONZE_IV,27,11,7392,80,107,IRON_III,36,16,15842,89,125,BRONZE_IV,25,16,15660,86,100,BRONZE_IV,37,14,12027,69,83,BRONZE_IV,37,14,12059,21,47,IRON_IV,96,11,7583
0,156,142,IRON_II,88,15,14415,290,326,BRONZE_IV,92,15,13829,26,31,BRONZE_IV,68,16,15323,115,102,SILVER_IV,66,16,15016,9,10,IRON_II,34,15,13833,11,12,BRONZE_IV,0,14,12817,62,59,IRON_II,75,15,13890,111,129,BRONZE_IV,75,16,15904,69,83,BRONZE_IV,37,15,13072,94,116,BRONZE_IV,80,15,13438
0,141,145,IRON_III,38,17,17861,18,24,IRON_I,100,18,22099,40,60,BRONZE_IV,73,18,21002,39,58,IRON_I,72,16,16280,117,128,IRON_I,100,16,14811,177,208,BRONZE_IV,46,18,19194,42,73,IRON_III,44,14,12910,158,187,BRONZE_IV,69,15,14614,69,83,BRONZE_IV,37,16,14726,104,107,IRON_I,46,14,12874
0,1156,1169,IRON_III,94,15,13620,34,62,IRON_I,70,15,13309,51,72,BRONZE_IV,50,16,15255,96,129,BRONZE_IV,27,15,14615,181,200,BRONZE_IV,77,12,9205,48,78,IRON_III,61,13,10963,415,415,BRONZE_IV,73,12,9736,129,150,IRON_II,75,14,12420,69,83,BRONZE_IV,37,14,12375,406,412,BRONZE_IV,0,13,10367
1,6,13,BRONZE_IV,56,17,18163,30,26,BRONZE_II,59,15,13586,36,57,IRON_I,75,14,12885,3,12,BRONZE_IV,65,13,10559,17,18,BRONZE_III,17,14,11640,101,124,IRON_II,86,17,17789,39,39,BRONZE_III,33,16,15294,9,17,BRONZE_IV,53,16,15989,9,17,BRONZE_IV,53,16,15662,8,10,BRONZE_IV,41,16,15048
0,11,16,BRONZE_IV,32,15,14646,11,16,BRONZE_IV,32,16,15718,76,94,BRONZE_IV,0,14,12515,7,7,BRONZE_III,62,15,13850,8,11,BRONZE_III,81,12,9152,32,38,BRONZE_I,33,15,14570,47,49,BRONZE_IV,42,14,12026,11,20,BRONZE_IV,62,13,10298,11,20,BRONZE_IV,62,13,10470,8,10,BRONZE_IV,41,13,10346
1,13,15,SILVER_IV,1,13,11077,13,15,SILVER_IV,1,12,9054,145,158,BRONZE_IV,53,15,13236,16,26,BRONZE_III,61,12,8858,4,11,BRONZE_IV,41,10,6795,16,12,BRONZE_III,69,13,11179,8,10,BRONZE_IV,41,13,10374,8,10,BRONZE_IV,41,14,12872,11,17,BRONZE_II,0,12,9071,8,10,BRONZE_IV,41,14,12241
0,36,28,BRONZE_III,80,13,10902,50,60,BRONZE_II,14,12,8843,15,27,BRONZE_IV,47,13,10014,26,35,BRONZE_III,61,10,7276,400,395,BRONZE_II,69,10,6223,272,286,IRON_III,94,13,11260,134,135,BRONZE_III,7,6,2953,53,37,SILVER_IV,72,11,7376,2,12,IRON_I,54,10,7268,8,10,BRONZE_IV,41,11,7486
0,243,202,SILVER_II,70,13,10310,7,14,BRONZE_IV,1,12,9322,60,71,BRONZE_III,14,14,12754,764,756,SILVER_IV,3,12,9028,278,259,SILVER_IV,22,12,8749,208,208,BRONZE_IV,84,13,11159,31,49,IRON_II,1,10,6624,105,105,BRONZE_II,59,11,7415,2,12,IRON_I,54,10,6949,8,10,BRONZE_IV,41,11,8571
1,227,171,SILVER_IV,1,18,21030,266,245,BRONZE_II,0,18,19573,47,52,BRONZE_II,24,18,20044,505,526,BRONZE_III,0,16,14717,179,163,SILVER_IV,7,18,20241,346,307,SILVER_IV,73,18,23433,268,250,SILVER_IV,0,18,20310,86,103,BRONZE_III,4,18,20661,17,32,BRONZE_III,93,18,18590,8,10,BRONZE_IV,41,16,16015
0,107,95,BRONZE_III,3,15,13692,254,230,SILVER_II,10,15,13941,79,63,SILVER_III,47,15,14198,190,188,SILVER_IV,31,15,13172,371,386,SILVER_IV,55,14,11479,17,32,BRONZE_III,93,15,13862,28,40,BRONZE_III,55,15,13839,119,126,BRONZE_III,0,14,12096,164,173,SILVER_IV,11,13,10639,8,10,BRONZE_IV,41,13,11221
0,215,217,BRONZE_IV,35,18,24612,471,485,BRONZE_III,19,18,26651,98,98,BRONZE_IV,85,18,27709,111,138,IRON_III,51,18,19118,234,274,IRON_II,75,18,22733,118,123,BRONZE_III,56,18,22194,139,159,BRONZE_IV,13,18,26241,724,684,BRONZE_IV,11,18,23295,156,174,BRONZE_IV,28,18,24629,200,219,BRONZE_III,46,18,22417
0,93,92,SILVER_II,10,15,13259,24,39,BRONZE_IV,29,14,11594,216,198,SILVER_IV,76,15,13375,188,209,SILVER_IV,0,16,15417,137,111,BRONZE_IV,39,13,10056,53,80,SILVER_IV,0,16,16033,190,214,SILVER_III,0,13,10932,93,94,SILVER_IV,29,15,14347,156,174,BRONZE_IV,28,14,11638,139,161,BRONZE_II,82,14,11950
1,8,10,BRONZE_II,38,11,8003,8,21,BRONZE_IV,22,9,5500,4,17,BRONZE_IV,0,9,5900,54,69,BRONZE_IV,43,10,6295,9,18,BRONZE_IV,97,9,5887,94,82,BRONZE_I,26,13,10296,4,7,BRONZE_IV,60,10,7156,134,107,SILVER_IV,39,12,9473,156,174,BRONZE_IV,28,11,7600,156,174,BRONZE_IV,28,11,7338
0,636,665,IRON_III,0,15,13627,75,71,BRONZE_IV,89,16,14700,98,108,BRONZE_III,20,15,13499,191,204,BRONZE_III,14,14,11975,124,121,BRONZE_IV,75,13,10821,959,1018,IRON_II,4,12,8650,153,141,BRONZE_IV,63,12,9784,134,134,BRONZE_III,7,14,12810,156,174,BRONZE_IV,28,12,9448,64,68,BRONZE_IV,12,10,6447
1,125,122,BRONZE_IV,83,3,692,523,516,BRONZE_IV,23,3,815,120,120,BRONZE_IV,61,3,752,59,52,SILVER_IV,21,1,0,40,78,IRON_IV,0,1,0,123,133,BRONZE_IV,66,3,965,214,224,BRONZE_IV,3,3,830,271,291,IRON_II,18,3,965,156,174,BRONZE_IV,28,2,609,498,506,IRON_III,60,2,488
0,83,111,BRONZE_IV,17,15,14124,326,343,IRON_I,42,15,13829,66,87,IRON_III,53,14,11918,209,220,SILVER_IV,0,15,13203,375,386,BRONZE_IV,73,13,11064,18,33,BRONZE_IV,29,17,17868,15,34,BRONZE_II,33,15,14307,133,155,BRONZE_III,21,17,16796,186,204,IRON_I,18,14,11924,524,526,BRONZE_III,28,13,10867
0,83,111,BRONZE_IV,17,17,17422,26,27,IRON_III,37,17,16718,129,126,BRONZE_IV,86,16,15700,281,307,BRONZE_IV,13,15,14218,363,387,BRONZE_III,10,15,14447,393,432,IRON_II,15,18,18934,264,286,BRONZE_III,61,18,20165,13,24,BRONZE_IV,70,16,15819,392,401,BRONZE_III,10,15,13489,127,136,BRONZE_IV,51,15,14245
0,83,111,BRONZE_IV,17,13,11196,425,444,IRON_II,73,13,10410,115,135,BRONZE_II,69,14,11835,55,84,BRONZE_IV,0,12,9295,177,154,BRONZE_IV,92,12,8716,75,74,BRONZE_III,54,14,12282,76,115,IRON_III,12,15,14540,10,19,BRONZE_IV,86,14,11896,88,105,IRON_I,0,14,12172,43,55,IRON_I,81,13,10823
0,83,111,BRONZE_IV,17,12,9851,99,116,BRONZE_IV,6,15,13232,198,224,BRONZE_IV,36,11,7999,188,189,BRONZE_II,90,13,10389,54,49,BRONZE_III,67,11,7326,55,73,BRONZE_IV,43,13,11104,26,31,BRONZE_III,6,14,11771,123,131,BRONZE_II,62,14,12019,260,276,BRONZE_II,64,13,10517,67,91,BRONZE_IV,43,12,9403
1,83,111,BRONZE_IV,17,14,11788,485,513,BRONZE_IV,9,14,12196,72,62,IRON_I,29,14,12233,164,182,IRON_III,21,14,11765,249,243,IRON_I,67,12,9916,148,153,BRONZE_III,59,13,10107,117,140,IRON_III,47,11,8414,313,369,IRON_IV,75,13,10877,101,110,BRONZE_III,34,11,8175,88,94,IRON_I,31,11,8403
1,83,111,BRONZE_IV,17,16,15456,172,177,BRONZE_III,61,17,16986,79,78,BRONZE_III,0,17,17784,437,443,BRONZE_III,68,16,15294,152,166,BRONZE_II,67,15,13856,129,126,BRONZE_III,23,16,15987,59,83,BRONZE_III,50,16,15062,158,163,BRONZE_III,67,15,13501,138,157,BRONZE_IV,32,16,15226,98,115,BRONZE_III,16,15,13488
1,83,111,BRONZE_IV,17,15,13946,56,56,BRONZE_IV,61,16,14861,111,90,BRONZE_IV,28,17,17104,196,326,IRON_IV,77,14,12196,361,324,SILVER_IV,18,15,13687,59,71,IRON_IV,45,14,11522,199,197,BRONZE_I,56,17,17824,221,211,BRONZE_III,16,15,14046,132,157,BRONZE_IV,4,17,17086,512,533,IRON_II,81,13,9961
0,39,30,BRONZE_I,51,14,11749,4,16,BRONZE_IV,0,12,9466,22,27,BRONZE_IV,58,12,9440,77,84,BRONZE_III,17,14,11518,68,67,BRONZE_II,75,12,8856,369,350,SILVER_IV,0,18,20234,45,49,BRONZE_III,58,14,11442,46,49,SILVER_IV,24,15,14526,195,207,BRONZE_II,46,12,9038,9,7,BRONZE_II,21,11,8301
0,39,30,BRONZE_I,51,14,12642,293,288,BRONZE_II,33,13,10975,22,27,BRONZE_IV,58,14,11646,93,105,BRONZE_II,26,13,10976,222,198,BRONZE_I,34,12,9565,92,89,BRONZE_I,30,16,16321,52,48,BRONZE_II,21,16,14901,10,20,BRONZE_II,69,16,15875,104,114,SILVER_IV,17,13,11115,477,493,SILVER_IV,11,14,12216
1,39,30,BRONZE_I,51,17,16529,18,20,BRONZE_I,36,17,16619,22,27,BRONZE_IV,58,15,13193,357,356,SILVER_III,50,16,16439,13,10,SILVER_IV,1,15,13420,73,100,SILVER_II,24,15,14152,169,169,SILVER_III,73,12,9892,8,11,BRONZE_IV,58,15,13819,11,16,BRONZE_I,20,15,14218,23,21,BRONZE_II,28,12,9358
1,194,201,BRONZE_III,32,15,13098,39,30,BRONZE_I,51,15,14343,22,27,BRONZE_IV,58,16,15466,13,16,BRONZE_IV,21,16,15760,72,87,BRONZE_III,37,14,12543,13,26,BRONZE_IV,72,15,14005,228,234,BRONZE_II,49,15,13398,28,52,BRONZE_IV,13,14,12551,111,117,BRONZE_II,0,13,10004,15,23,BRONZE_III,0,12,9613
0,39,30,BRONZE_I,51,9,5561,70,82,BRONZE_III,36,9,6103,22,27,BRONZE_IV,58,9,5231,222,207,SILVER_IV,0,8,4891,101,105,SILVER_IV,26,9,5535,152,159,SILVER_IV,73,12,9063,87,114,BRONZE_III,59,9,5772,76,69,BRONZE_II,11,11,8241,111,141,BRONZE_IV,55,10,7141,183,168,BRONZE_III,39,8,4806
0,91,131,BRONZE_IV,11,18,19377,42,52,BRONZE_II,3,17,18019,22,27,BRONZE_IV,58,18,19954,86,96,BRONZE_II,70,18,21809,39,30,BRONZE_I,51,16,14867,183,166,BRONZE_II,15,18,22348,185,187,BRONZE_I,61,18,22507,163,191,SILVER_III,0,18,21883,49,56,BRONZE_II,77,18,20372,226,244,BRONZE_III,64,17,16483
0,3,14,BRONZE_IV,47,12,9845,11,31,BRONZE_IV,8,12,9441,22,27,BRONZE_IV,58,13,10085,77,94,BRONZE_III,74,14,12127,39,30,BRONZE_I,51,11,8233,44,32,SILVER_IV,1,16,16277,41,61,BRONZE_III,70,12,9140,91,90,BRONZE_I,76,15,13412,36,61,BRONZE_III,44,14,12615,37,27,BRONZE_I,56,13,10439
1,62,66,SILVER_IV,21,16,15896,18,14,SILVER_II,23,16,15077,5,6,SILVER_IV,17,16,16166,125,113,GOLD_IV,0,16,15043,404,433,SILVER_IV,19,14,12446,7,9,SILVER_II,7,17,17658,188,202,SILVER_III,48,18,18456,43,64,BRONZE_IV,0,17,17811,43,64,BRONZE_IV,0,16,15945,65,66,SILVER_I,52,17,17086
0,128,135,SILVER_III,43,13,10965,129,144,BRONZE_II,24,12,9345,7,8,SILVER_II,46,12,9878,56,57,SILVER_I,41,12,9724,42,35,BRONZE_III,30,11,7937,65,66,SILVER_I,52,11,8168,188,202,SILVER_III,48,12,9015,43,64,BRONZE_IV,0,11,8558,40,35,BRONZE_IV,0,11,7840,59,46,BRONZE_I,20,9,5825
0,129,141,BRONZE_IV,9,15,13415,26,39,BRONZE_IV,75,10,6707,21,27,IRON_I,78,14,12264,33,62,IRON_IV,75,9,5444,61,52,IRON_I,46,8,4594,45,59,BRONZE_IV,22,12,9148,67,57,IRON_II,22,11,8366,43,64,BRONZE_IV,0,10,6354,96,112,IRON_I,7,10,6404,292,308,IRON_I,70,10,6376
0,17,17,IRON_II,49,17,17946,54,38,BRONZE_III,47,18,26319,105,114,IRON_III,61,18,19693,115,140,BRONZE_III,16,18,23731,154,148,BRONZE_II,16,16,15851,238,207,BRONZE_I,10,18,19236,206,195,BRONZE_III,45,17,17555,43,64,BRONZE_IV,0,17,17383,164,165,BRONZE_III,75,18,23618,60,91,IRON_III,38,16,15464
0,525,581,IRON_I,9,15,14666,18,9,BRONZE_III,0,17,16526,237,249,BRONZE_III,53,16,15221,178,211,IRON_II,0,14,11657,80,97,IRON_II,76,12,9719,73,65,IRON_I,40,14,11821,95,115,IRON_I,13,14,11493,43,64,BRONZE_IV,0,14,12218,335,380,BRONZE_IV,0,13,10924,60,53,BRONZE_III,69,11,8471
1,41,45,BRONZE_III,0,14,11589,75,101,IRON_III,16,11,7468,356,368,BRONZE_II,0,14,12902,155,182,IRON_I,24,12,8871,108,168,IRON_III,33,11,7371,295,258,BRONZE_III,74,14,12054,65,83,BRONZE_III,14,14,11593,43,64,BRONZE_IV,0,15,13289,907,920,BRONZE_IV,15,14,11544,54,60,BRONZE_IV,7,14,12397
0,140,135,BRONZE_III,26,15,14243,174,172,BRONZE_IV,29,14,11687,592,598,BRONZE_IV,12,15,13729,160,158,BRONZE_IV,95,14,12282,105,141,IRON_I,38,12,9602,114,103,IRON_II,4,12,8990,234,252,BRONZE_IV,0,13,11205,43,64,BRONZE_IV,0,12,9316,48,41,BRONZE_III,55,11,7896,53,64,IRON_I,0,10,7265
0,8,10,BRONZE_III,82,14,12690,5,15,BRONZE_III,53,14,12246,7,13,BRONZE_II,0,13,10264,286,286,BRONZE_II,14,14,11721,286,286,BRONZE_II,14,13,10972,6,7,BRONZE_IV,46,15,13184,6,7,BRONZE_IV,46,12,9250,6,7,BRONZE_IV,46,13,10700,302,286,BRONZE_IV,71,12,9667,10,14,BRONZE_II,1,11,7504
0,10,14,BRONZE_II,1,12,8764,10,14,BRONZE_II,1,11,8287,26,41,BRONZE_III,33,11,7988,17,12,BRONZE_II,99,10,7103,524,510,BRONZE_III,21,10,6931,6,7,BRONZE_IV,46,10,6298,198,233,BRONZE_IV,30,11,7623,11,12,BRONZE_II,26,10,6765,70,79,BRONZE_III,37,9,5553,15,50,IRON_IV,0,7,3288
0,13,16,BRONZE_I,20,12,9261,28,36,BRONZE_I,47,11,7675,8,5,BRONZE_I,0,11,8372,48,50,SILVER_III,14,10,6485,7,7,BRONZE_I,84,9,5420,6,7,BRONZE_IV,46,11,7317,35,33,SILVER_II,12,9,5278,34,51,BRONZE_III,37,10,7158,12,10,SILVER_I,26,9,5431,11,10,BRONZE_I,61,8,4966
1,27,30,SILVER_IV,43,12,9812,21,17,SILVER_II,9,12,9660,8,11,BRONZE_I,19,14,11549,40,78,BRONZE_III,62,12,9231,44,64,BRONZE_I,33,11,7689,6,7,BRONZE_IV,46,14,12030,6,7,BRONZE_IV,46,14,11471,35,33,SILVER_II,12,15,13125,22,20,SILVER_III,3,14,11721,75,83,SILVER_III,13,12,9495
0,242,262,BRONZE_III,20,14,12959,4,9,BRONZE_III,70,13,10417,30,37,BRONZE_I,68,13,10879,47,40,SILVER_I,47,12,9607,6,4,BRONZE_II,66,11,7968,6,7,BRONZE_IV,46,12,8663,35,33,SILVER_II,12,11,8367,35,33,SILVER_II,12,12,9810,35,33,SILVER_II,12,11,8224,242,262,BRONZE_III,20,11,8000
0,14,21,SILVER_IV,15,17,16772,10,24,BRONZE_II,73,15,14344,84,70,SILVER_III,78,17,17314,84,70,SILVER_III,78,16,14750,26,27,SILVER_III,63,16,14710,6,7,BRONZE_IV,46,16,14813,35,33,SILVER_II,12,15,13299,11,12,SILVER_IV,1,17,17468,8,7,BRONZE_I,95,13,10540,242,262,BRONZE_III,20,15,13081
1,6,11,BRONZE_I,0,14,12900,8,12,BRONZE_I,8,12,9455,64,62,SILVER_I,38,12,8609,64,49,GOLD_IV,16,12,9578,64,49,GOLD_IV,16,11,8425,6,7,BRONZE_IV,46,13,11262,35,33,SILVER_II,12,13,11178,99,85,GOLD_IV,0,15,13028,13,14,SILVER_II,25,14,12229,20,24,BRONZE_II,0,11,7762
1,136,160,IRON_IV,17,16,15082,23,40,BRONZE_IV,37,14,12333,143,152,BRONZE_III,0,15,13889,37,54,BRONZE_III,29,13,11062,392,392,IRON_I,31,15,13593,294,327,IRON_III,7,18,22206,21,40,BRONZE_IV,1,15,14617,196,175,IRON_II,28,17,17906,27,25,BRONZE_IV,51,18,18693,14,15,BRONZE_IV,18,15,14510
0,63,80,BRONZE_IV,22,15,13976,118,113,IRON_II,51,16,15886,24,24,BRONZE_IV,34,15,13396,60,60,BRONZE_IV,1,12,9270,202,210,BRONZE_IV,89,14,12553,18,32,IRON_II,17,14,11520,37,28,BRONZE_III,41,13,10815,505,532,BRONZE_IV,27,13,10851,27,25,BRONZE_IV,51,13,10769,310,323,IRON_II,4,12,9499
1,63,88,IRON_I,36,18,24264,81,89,IRON_III,80,18,21187,134,167,BRONZE_IV,0,18,29133,83,82,BRONZE_IV,4,18,21240,34,45,BRONZE_IV,23,18,19671,56,57,IRON_III,64,18,20993,13,33,IRON_II,97,18,27739,143,146,BRONZE_IV,15,18,25985,27,25,BRONZE_IV,51,18,26306,17,21,IRON_II,3,18,22648
0,212,214,BRONZE_II,60,18,26160,54,54,BRONZE_II,0,18,27885,136,141,BRONZE_II,31,18,23227,199,223,BRONZE_II,49,18,24164,64,79,BRONZE_III,28,18,24712,315,324,BRONZE_II,61,18,26344,149,164,BRONZE_III,28,18,19879,35,44,BRONZE_II,53,18,25692,27,25,BRONZE_IV,51,18,19054,324,313,BRONZE_II,44,17,16617
1,77,79,BRONZE_II,17,18,18742,146,170,BRONZE_IV,2,15,14055,2,19,BRONZE_IV,0,12,9840,143,160,IRON_II,40,14,11784,25,38,BRONZE_IV,63,14,12817,123,109,BRONZE_IV,10,16,15906,123,110,BRONZE_IV,87,16,14940,94,127,IRON_II,22,16,15999,27,25,BRONZE_IV,51,14,12997,159,137,BRONZE_III,82,15,13076
1,43,40,BRONZE_IV,95,11,7917,263,266,BRONZE_IV,20,10,6575,37,61,BRONZE_IV,13,10,7047,586,637,IRON_III,78,10,6363,151,164,BRONZE_IV,57,9,6000,25,51,IRON_II,46,13,11378,404,429,BRONZE_III,66,12,9804,153,123,BRONZE_II,21,12,9294,27,25,BRONZE_IV,51,11,8030,79,88,BRONZE_III,9,11,8143
1,177,205,IRON_III,38,12,9125,86,122,BRONZE_IV,0,9,5126,108,129,IRON_I,84,9,5858,69,93,BRONZE_IV,12,10,6794,188,232,BRONZE_IV,12,9,5829,202,202,BRONZE_III,27,10,6880,107,82,BRONZE_III,58,13,10164,333,355,IRON_II,65,14,12397,27,25,BRONZE_IV,51,10,6499,16,57,IRON_IV,0,9,5466
0,109,121,BRONZE_IV,0,18,18583,10,27,BRONZE_IV,40,16,16003,122,121,BRONZE_III,10,17,17295,276,290,IRON_III,32,16,15456,17,28,IRON_II,6,16,15229,148,145,IRON_I,7,16,15824,53,75,BRONZE_IV,1,17,16813,28,41,BRONZE_IV,45,17,18124,38,53,IRON_I,3,16,15367,283,297,BRONZE_IV,0,18,19529
0,11,45,IRON_IV,85,17,16638,10,27,BRONZE_IV,40,16,15162,113,136,IRON_II,29,15,14519,39,77,BRONZE_IV,0,16,16330,192,234,IRON_III,4,15,13793,71,93,IRON_IV,48,16,15295,6,23,BRONZE_IV,0,16,14898,212,227,BRONZE_IV,33,17,18053,289,302,BRONZE_III,5,17,18180,227,220,BRONZE_IV,2,17,16783
0,143,165,BRONZE_IV,9,11,7511,10,27,BRONZE_IV,40,11,8533,83,114,IRON_III,47,13,10506,56,77,BRONZE_IV,32,10,6159,60,77,IRON_I,14,10,6361,83,99,IRON_I,0,15,13974,117,111,BRONZE_IV,13,12,9374,226,217,BRONZE_IV,50,12,9119,72,96,BRONZE_IV,35,12,9358,499,518,IRON_I,73,10,6612
0,53,68,BRONZE_IV,54,13,10471,10,27,BRONZE_IV,40,11,7747,92,68,BRONZE_III,41,14,12062,249,295,IRON_III,55,9,5753,189,191,BRONZE_IV,21,10,6446,31,47,IRON_III,60,14,12016,183,188,BRONZE_IV,44,12,9118,46,48,IRON_I,37,11,7444,329,332,BRONZE_III,13,12,9416,119,130,BRONZE_IV,75,11,7716
1,176,214,BRONZE_IV,0,14,12242,10,27,BRONZE_IV,40,13,10285,20,24,IRON_III,65,12,9610,87,86,BRONZE_I,0,13,10979,81,89,BRONZE_III,32,11,8363,357,340,BRONZE_IV,91,13,11252,87,90,BRONZE_III,19,12,8933,312,307,BRONZE_II,17,14,11689,74,108,BRONZE_IV,0,10,6222,56,67,BRONZE_IV,32,14,11815
0,69,77,BRONZE_IV,26,16,15894,10,27,BRONZE_IV,40,15,13563,193,182,IRON_I,61,15,13892,248,286,BRONZE_IV,77,15,13859,88,95,BRONZE_IV,48,14,12947,158,163,BRONZE_IV,15,16,15265,605,609,IRON_II,18,16,16202,66,88,BRONZE_IV,32,14,12232,11,25,BRONZE_IV,45,16,15892,166,165,BRONZE_IV,20,16,15767
0,264,244,BRONZE_IV,59,15,13472,10,27,BRONZE_IV,40,13,10237,66,98,BRONZE_IV,0,13,11033,158,183,IRON_III,47,13,10780,11,58,IRON_IV,0,10,7109,315,309,BRONZE_IV,55,14,12329,101,83,IRON_II,58,13,11105,74,107,IRON_III,22,14,12989,122,186,IRON_IV,32,15,13231,90,85,BRONZE_IV,14,13,11304
1,35,65,IRON_I,0,13,10508,506,513,BRONZE_II,72,13,10046,10,29,BRONZE_III,6,10,6237,29,57,BRONZE_IV,0,10,7256,346,338,BRONZE_IV,63,12,9280,326,287,BRONZE_II,24,14,12318,35,43,SILVER_IV,27,12,9358,24,22,BRONZE_III,39,14,12511,15,20,BRONZE_IV,0,11,7909,12,12,BRONZE_IV,83,10,7095
0,114,124,BRONZE_II,89,17,18304,6,23,IRON_I,55,17,17681,200,206,BRONZE_III,11,17,17186,655,678,BRONZE_IV,96,16,15923,52,53,BRONZE_II,58,15,13680,13,25,BRONZE_IV,12,16,15028,92,125,BRONZE_III,48,15,13648,130,151,BRONZE_IV,61,15,14171,14,26,BRONZE_IV,53,14,12382,12,12,BRONZE_IV,83,14,12025
