result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
1,26,22,SILVER_IV,60,14,12927,13,16,BRONZE_I,55,12,9587,76,76,SILVER_III,65,12,9602,4,8,BRONZE_IV,79,11,7465,88,99,BRONZE_II,0,13,10525,124,117,SILVER_IV,34,13,10030,113,125,BRONZE_II,15,12,8877,10,23,BRONZE_III,44,11,8110,2,15,IRON_I,40,10,6786,2,15,IRON_I,40,11,7406
0,7,6,BRONZE_IV,75,17,17205,5,8,BRONZE_II,75,15,13616,5,8,BRONZE_II,75,16,15595,4,8,BRONZE_IV,79,15,14469,7,12,BRONZE_II,75,14,12189,41,52,SILVER_IV,0,18,19432,33,38,SILVER_IV,69,18,21201,9,15,BRONZE_III,70,17,17550,18,18,SILVER_IV,1,17,17558,50,71,BRONZE_IV,11,14,12745
0,60,61,BRONZE_III,75,15,13525,101,97,BRONZE_III,21,12,8888,14,12,BRONZE_IV,0,12,8881,57,65,BRONZE_II,0,12,9798,127,154,BRONZE_IV,91,12,9905,8,11,IRON_I,100,14,12503,170,162,BRONZE_II,48,14,11942,359,345,BRONZE_III,36,14,12911,129,158,BRONZE_II,20,13,10261,207,183,BRONZE_III,42,12,9660
0,373,354,SILVER_IV,0,13,10314,34,47,BRONZE_III,1,13,10173,14,12,BRONZE_IV,0,13,11103,325,288,SILVER_IV,48,13,11391,521,531,BRONZE_II,58,12,9285,42,43,BRONZE_I,88,17,16618,453,464,BRONZE_I,75,14,12073,21,39,IRON_I,0,14,12443,52,51,BRONZE_IV,76,14,11980,715,696,BRONZE_III,57,12,9902
1,683,679,SILVER_IV,22,10,7244,89,114,BRONZE_III,50,12,9420,14,12,BRONZE_IV,0,12,9209,86,55,SILVER_I,100,11,8128,145,124,SILVER_III,0,9,5403,110,123,IRON_I,0,10,7066,33,26,BRONZE_III,23,10,6299,17,35,BRONZE_IV,0,10,6481,36,38,IRON_III,91,9,5162,9,19,BRONZE_IV,64,9,5134
0,14,12,BRONZE_IV,0,8,4245,33,71,IRON_IV,49,9,5923,14,12,BRONZE_IV,0,10,7133,171,158,BRONZE_I,46,8,4508,185,204,BRONZE_III,80,6,3055,41,59,BRONZE_IV,0,10,6581,54,57,BRONZE_III,92,10,7150,28,36,IRON_II,0,10,7065,26,23,BRONZE_III,76,10,6158,122,134,BRONZE_IV,55,8,4327
1,46,55,BRONZE_III,0,14,11801,64,81,BRONZE_IV,18,13,10312,14,12,BRONZE_IV,0,13,10953,9,27,BRONZE_IV,0,12,9780,164,161,BRONZE_III,61,12,8652,236,274,BRONZE_IV,62,14,11665,294,294,BRONZE_II,15,11,7682,32,59,IRON_II,23,11,7950,134,123,SILVER_IV,35,12,9452,46,74,BRONZE_IV,75,9,6061
1,124,120,IRON_II,8,18,20524,168,141,SILVER_II,0,18,20826,14,12,BRONZE_IV,0,16,16021,119,132,IRON_III,99,17,17472,173,143,BRONZE_I,13,15,13249,7,5,IRON_I,59,16,15598,74,73,BRONZE_IV,44,15,14660,222,236,BRONZE_IV,0,18,19979,144,150,BRONZE_IV,88,16,15091,156,160,BRONZE_III,12,15,13515
1,169,172,BRONZE_III,76,18,21199,30,31,BRONZE_III,8,16,16218,14,12,BRONZE_IV,0,18,18403,688,583,GOLD_III,75,18,19644,125,148,BRONZE_IV,0,18,19910,148,116,BRONZE_I,73,17,17552,17,29,IRON_I,37,17,17523,87,106,BRONZE_III,56,17,17535,61,67,BRONZE_III,8,17,16856,106,117,BRONZE_III,75,15,14507
1,42,60,BRONZE_IV,28,13,10456,130,118,SILVER_II,0,13,10472,235,238,BRONZE_IV,49,15,13718,64,67,BRONZE_II,48,13,10352,64,67,BRONZE_II,48,13,10117,7,7,BRONZE_IV,49,15,13393,104,117,BRONZE_II,60,15,14550,5,5,BRONZE_III,26,15,13368,28,45,BRONZE_II,0,14,12937,296,302,BRONZE_III,15,14,12451
0,175,172,BRONZE_IV,29,15,13876,107,115,BRONZE_IV,44,14,12465,94,78,IRON_II,84,14,12795,268,280,BRONZE_IV,24,14,11488,415,429,BRONZE_II,61,12,8927,7,7,BRONZE_IV,49,14,12204,285,333,IRON_II,7,12,8665,345,426,BRONZE_IV,6,13,10339,258,310,BRONZE_IV,11,11,8101,30,59,IRON_IV,32,11,7664
1,295,309,BRONZE_IV,65,17,17393,7,6,BRONZE_IV,78,15,13627,144,160,BRONZE_IV,77,10,6184,6,10,BRONZE_IV,1,15,14463,16,20,BRONZE_I,5,12,9817,7,7,BRONZE_IV,49,18,18883,348,342,BRONZE_I,56,14,11650,27,16,SILVER_IV,84,14,11529,240,228,BRONZE_III,4,15,14547,16,10,BRONZE_I,75,16,14708
1,119,133,SILVER_IV,13,14,11455,76,74,IRON_II,43,12,9511,9,23,BRONZE_IV,0,14,11535,9,23,BRONZE_IV,0,13,10581,9,23,BRONZE_IV,0,11,7900,7,7,BRONZE_IV,49,16,14817,337,344,BRONZE_II,37,14,11905,25,42,BRONZE_III,50,14,11838,29,57,BRONZE_IV,35,13,10600,11,15,BRONZE_III,67,13,10736
1,26,32,BRONZE_II,75,10,7246,74,58,SILVER_II,33,7,3684,2,38,IRON_IV,0,9,5438,20,40,BRONZE_IV,58,8,4297,32,62,BRONZE_IV,18,8,4709,7,7,BRONZE_IV,49,10,6751,9,23,BRONZE_IV,0,10,6472,15,28,BRONZE_IV,50,11,7340,101,97,SILVER_III,38,8,5032,17,17,BRONZE_I,0,9,5416
0,155,155,BRONZE_II,62,13,10963,225,208,SILVER_III,75,13,10499,14,10,BRONZE_I,11,13,9989,96,95,SILVER_IV,14,12,9483,32,31,SILVER_IV,20,12,8724,7,7,BRONZE_IV,49,12,9861,7,7,BRONZE_IV,49,12,9286,69,78,SILVER_IV,13,13,10549,34,30,BRONZE_I,88,10,7127,29,32,BRONZE_I,76,12,9017
1,189,213,BRONZE_II,88,17,18183,7,5,BRONZE_IV,63,18,18634,32,33,BRONZE_II,0,18,25731,14,20,BRONZE_III,70,17,18090,19,23,BRONZE_II,10,15,14543,7,7,BRONZE_IV,49,18,22879,49,51,BRONZE_IV,92,18,20086,49,51,BRONZE_IV,92,18,29516,166,177,BRONZE_IV,54,16,16283,88,84,SILVER_III,2,18,20920
1,5,8,BRONZE_III,86,18,20519,24,23,BRONZE_I,20,16,15421,83,80,BRONZE_IV,57,17,18169,10,8,BRONZE_IV,1,17,17764,88,87,SILVER_IV,63,18,18541,47,52,SILVER_IV,31,17,17909,164,162,BRONZE_I,86,16,16439,55,57,BRONZE_IV,64,16,15194,71,69,SILVER_III,0,15,14395,14,20,BRONZE_IV,1,15,13182
1,45,47,SILVER_III,72,18,19309,5,8,BRONZE_III,86,15,14175,96,93,SILVER_IV,0,16,16128,10,8,BRONZE_IV,1,16,16003,45,42,BRONZE_I,23,15,13216,293,274,SILVER_III,92,17,18237,293,274,SILVER_III,92,14,11552,293,274,SILVER_III,92,17,17074,14,20,BRONZE_IV,48,15,14419,39,33,SILVER_IV,76,14,12886
0,59,55,SILVER_III,28,13,10161,5,8,BRONZE_III,86,14,12044,127,112,BRONZE_IV,86,14,11732,10,8,BRONZE_IV,1,14,12990,13,18,BRONZE_IV,1,12,9803,77,56,SILVER_II,44,15,14203,101,93,SILVER_IV,75,15,14461,7,6,BRONZE_IV,74,15,13200,32,20,BRONZE_I,100,16,14729,27,29,BRONZE_I,20,13,10937
0,5,8,BRONZE_III,86,9,5637,117,93,SILVER_IV,51,8,4401,129,133,BRONZE_III,55,7,3365,10,8,BRONZE_IV,1,9,5913,218,214,BRONZE_III,75,7,3299,241,215,SILVER_IV,1,10,6456,18,36,BRONZE_II,54,9,5100,30,40,BRONZE_II,0,10,6319,19,31,BRONZE_II,0,8,4345,26,35,BRONZE_III,22,7,3610
1,5,8,BRONZE_III,86,16,15882,41,34,SILVER_IV,62,16,15997,10,8,BRONZE_IV,1,17,17529,10,8,BRONZE_IV,1,16,14990,52,80,BRONZE_IV,64,16,14763,29,28,IRON_I,5,17,16827,8,7,BRONZE_I,1,14,12131,8,7,BRONZE_I,1,16,15902,205,197,SILVER_IV,82,14,11842,23,28,BRONZE_II,16,13,10276
1,5,8,BRONZE_III,86,14,12348,8,7,BRONZE_III,67,17,17585,14,27,BRONZE_IV,0,17,17179,10,8,BRONZE_IV,1,15,14155,54,52,SILVER_IV,0,14,12168,79,90,BRONZE_III,0,15,13249,30,49,BRONZE_IV,26,14,12003,6,5,BRONZE_II,36,16,15459,70,90,SILVER_IV,35,13,10177,118,121,BRONZE_IV,96,12,9846
1,190,192,BRONZE_III,15,12,9857,85,78,SILVER_III,0,13,10562,10,8,BRONZE_IV,1,13,10430,10,8,BRONZE_IV,1,16,15014,7,11,BRONZE_IV,39,12,9475,472,415,SILVER_IV,40,13,11338,95,92,IRON_I,5,11,8267,485,430,GOLD_IV,0,11,8063,190,192,BRONZE_III,15,11,7625,190,192,BRONZE_III,15,10,6722
1,5,10,IRON_I,70,15,13240,20,26,BRONZE_III,6,13,10968,124,134,BRONZE_II,57,14,12209,30,27,SILVER_III,78,16,15057,53,74,IRON_IV,0,15,14171,7,7,BRONZE_IV,61,18,19010,67,45,BRONZE_I,100,17,18245,167,157,BRONZE_II,4,17,17404,23,16,BRONZE_I,24,14,12967,2,9,IRON_I,84,13,10485
0,45,59,BRONZE_III,28,17,17240,116,121,SILVER_III,13,16,16121,147,153,BRONZE_II,24,15,14173,7,15,BRONZE_III,60,14,12400,7,15,BRONZE_III,60,14,12525,7,7,BRONZE_IV,61,16,15937,54,69,BRONZE_II,57,14,11445,137,128,SILVER_IV,48,15,13841,141,123,BRONZE_IV,78,13,11059,98,95,BRONZE_II,77,13,9996
0,15,17,BRONZE_II,54,16,16388,15,17,BRONZE_II,54,15,14005,90,78,SILVER_IV,36,16,15733,271,219,GOLD_III,15,14,11957,116,123,BRONZE_III,3,15,13929,7,7,BRONZE_IV,61,15,13728,16,15,BRONZE_II,30,13,11101,16,15,BRONZE_II,30,13,10966,42,71,IRON_III,23,14,11453,42,71,IRON_III,23,13,11228
0,116,123,BRONZE_III,3,15,14014,28,41,BRONZE_IV,64,17,17379,70,95,BRONZE_II,7,17,18299,35,42,BRONZE_II,5,14,12768,37,38,SILVER_IV,30,14,12139,7,7,BRONZE_IV,61,16,15569,7,9,BRONZE_III,23,13,11378,22,17,BRONZE_III,60,16,16169,38,70,BRONZE_IV,65,14,12222,38,70,BRONZE_IV,65,13,11407
1,51,56,BRONZE_I,30,16,16377,58,78,BRONZE_III,34,17,16737,180,170,SILVER_IV,16,16,14945,13,11,BRONZE_II,88,15,13566,88,89,SILVER_III,24,15,14217,7,7,BRONZE_IV,61,17,17593,14,18,BRONZE_I,0,18,19497,107,125,SILVER_IV,86,17,16551,38,53,BRONZE_III,3,16,14798,247,233,SILVER_IV,30,15,14518
1,76,80,BRONZE_II,45,13,11094,122,133,BRONZE_III,77,12,9415,10,19,BRONZE_III,66,13,10355,107,130,BRONZE_IV,9,12,8950,18,25,BRONZE_IV,90,10,6971,7,7,BRONZE_IV,61,15,13509,143,155,BRONZE_IV,76,15,13794,31,29,BRONZE_II,79,14,11693,43,54,BRONZE_IV,0,12,9667,17,17,BRONZE_II,45,10,6739
0,41,24,SILVER_IV,85,15,14333,82,121,BRONZE_IV,14,12,9415,320,300,BRONZE_I,42,13,9986,33,31,BRONZE_I,80,13,10928,6,8,BRONZE_IV,10,11,8498,7,7,BRONZE_IV,61,13,10834,241,262,IRON_II,3,13,10422,24,22,GOLD_IV,8,14,11784,4,8,IRON_I,70,11,7827,7,10,BRONZE_IV,26,10,6272
0,264,266,BRONZE_III,43,16,16243,60,153,IRON_IV,3,17,17926,124,137,BRONZE_IV,7,15,13155,56,70,BRONZE_IV,0,15,13691,319,345,BRONZE_II,75,18,23590,156,189,IRON_III,25,18,18613,53,71,IRON_I,8,16,15850,52,60,BRONZE_I,74,18,21941,479,474,BRONZE_III,59,17,18209,191,194,IRON_I,50,16,15274
0,187,176,BRONZE_III,50,15,13472,56,70,BRONZE_IV,0,13,11013,141,152,BRONZE_II,56,13,10077,56,70,BRONZE_IV,0,12,8795,8,15,BRONZE_II,79,13,10961,76,92,SILVER_IV,44,14,12463,111,105,BRONZE_III,83,14,12820,270,247,SILVER_II,0,14,12805,8,8,BRONZE_IV,70,17,17395,80,50,GOLD_IV,1,14,12711
0,29,39,BRONZE_IV,0,15,13114,22,28,BRONZE_II,66,14,12975,22,28,BRONZE_II,66,13,10323,56,70,BRONZE_IV,0,12,9361,114,118,BRONZE_III,74,11,8437,108,102,GOLD_IV,62,15,13216,45,43,BRONZE_II,2,14,12133,23,25,BRONZE_II,17,15,14688,53,51,SILVER_IV,49,13,10526,12,6,BRONZE_II,53,12,9299
1,36,47,SILVER_IV,0,18,19749,230,231,IRON_I,38,16,15585,230,231,IRON_I,38,16,16444,56,70,BRONZE_IV,0,15,13158,11,9,BRONZE_II,59,15,13646,10,12,BRONZE_III,74,15,14636,78,97,IRON_II,40,15,13394,93,106,SILVER_IV,0,17,16720,8,9,BRONZE_II,1,14,11598,204,242,BRONZE_III,66,13,11245
1,137,124,BRONZE_III,57,14,12506,72,73,SILVER_III,75,13,10206,72,73,SILVER_III,75,12,9750,56,70,BRONZE_IV,0,13,10701,56,70,BRONZE_IV,0,11,8231,249,241,SILVER_III,76,13,9966,28,22,BRONZE_II,16,13,10701,64,83,BRONZE_III,87,13,10004,235,225,SILVER_IV,89,11,7732,15,14,BRONZE_I,100,10,6392
0,134,131,DIAMOND_IV,0,15,14518,60,60,GOLD_II,15,15,13856,64,45,GOLD_IV,34,15,13249,56,70,BRONZE_IV,0,13,10529,39,35,PLATINUM_IV,0,11,7667,19,23,SILVER_I,0,14,12231,199,202,SILVER_II,41,15,13603,40,32,PLATINUM_III,15,17,17389,7,7,SILVER_III,53,13,10562,33,41,GOLD_I,100,15,14309
1,134,131,DIAMOND_IV,0,18,24490,60,60,GOLD_II,15,18,21180,64,45,GOLD_IV,34,17,16562,56,70,BRONZE_IV,0,16,15559,39,35,PLATINUM_IV,0,17,17732,39,35,PLATINUM_IV,0,16,15560,53,81,SILVER_IV,61,17,18243,45,49,GOLD_II,61,15,13964,104,92,SILVER_I,29,15,13550,94,83,PLATINUM_III,0,17,17010
0,58,58,SILVER_IV,60,14,12722,112,107,BRONZE_I,20,13,11309,54,61,BRONZE_II,75,14,12735,66,55,BRONZE_I,79,15,13115,37,25,SILVER_II,0,13,10210,256,232,BRONZE_II,28,15,14022,39,33,SILVER_IV,1,14,11998,7,17,BRONZE_IV,62,14,11880,7,17,BRONZE_IV,62,12,9193,4,11,BRONZE_IV,47,14,11674
0,101,117,BRONZE_II,17,18,19653,38,44,BRONZE_I,35,15,13302,9,21,BRONZE_II,1,17,16707,289,269,SILVER_IV,40,17,18146,215,230,SILVER_IV,41,15,14656,37,58,BRONZE_IV,11,15,14196,59,79,IRON_I,85,13,10590,76,72,BRONZE_II,17,15,14375,76,72,BRONZE_II,17,13,10975,4,11,BRONZE_IV,47,14,11927
0,84,80,SILVER_III,78,14,12968,434,444,SILVER_III,30,10,7161,200,184,GOLD_IV,58,12,9127,20,35,BRONZE_I,0,10,6653,42,41,SILVER_IV,21,9,5769,85,105,SILVER_IV,41,10,6810,23,23,SILVER_IV,0,9,5970,706,719,SILVER_IV,30,10,6559,37,49,BRONZE_I,63,8,4903,4,11,BRONZE_IV,47,10,6696
0,21,17,SILVER_IV,1,14,12876,21,17,SILVER_IV,1,13,10540,40,35,GOLD_IV,0,14,11912,12,11,BRONZE_II,61,13,11163,30,28,SILVER_III,51,11,7678,5,5,BRONZE_IV,25,12,9521,23,23,SILVER_IV,0,11,8244,22,24,SILVER_IV,0,11,8309,22,24,SILVER_IV,0,10,7083,4,11,BRONZE_IV,47,12,9348
1,30,51,BRONZE_IV,49,13,10477,27,39,BRONZE_I,87,10,6713,14,34,BRONZE_III,41,11,7818,28,19,GOLD_IV,1,10,6131,138,130,SILVER_IV,15,8,4761,23,23,SILVER_IV,0,12,8995,17,20,BRONZE_I,72,12,9870,147,150,SILVER_IV,0,11,8574,27,14,SILVER_II,41,11,8121,4,11,BRONZE_IV,47,12,8694
1,22,21,SILVER_IV,15,11,7322,79,100,BRONZE_IV,8,10,7219,10,13,BRONZE_III,89,12,9323,103,112,BRONZE_I,0,9,5140,3,18,BRONZE_III,0,10,6588,162,154,SILVER_IV,11,15,13176,23,23,SILVER_IV,0,13,10067,4,11,BRONZE_IV,47,13,10500,204,216,BRONZE_III,31,12,8611,4,11,BRONZE_IV,47,12,9827
1,8,22,SILVER_IV,25,15,14376,19,27,SILVER_IV,65,17,17069,19,27,SILVER_IV,65,17,16880,16,27,SILVER_II,11,16,16159,4,6,BRONZE_IV,92,14,12096,13,9,SILVER_IV,25,17,17064,23,13,SILVER_I,100,15,14268,23,13,SILVER_I,100,16,15264,7,9,BRONZE_I,22,15,13452,7,9,BRONZE_I,22,13,10978
0,19,21,SILVER_II,27,18,20845,30,26,SILVER_I,67,17,17182,30,26,SILVER_I,67,18,18998,34,37,SILVER_III,33,16,14754,4,6,BRONZE_IV,92,14,12843,12,15,SILVER_IV,46,16,16028,32,39,SILVER_III,17,18,21314,16,14,BRONZE_I,78,18,23952,22,23,SILVER_II,5,18,19662,35,26,SILVER_II,2,16,15462
1,58,57,BRONZE_II,51,17,18079,58,57,BRONZE_II,51,15,13472,58,82,IRON_III,48,16,15612,25,27,SILVER_IV,1,16,15530,4,6,BRONZE_IV,92,14,11562,4,16,IRON_II,75,14,12388,42,59,BRONZE_IV,39,15,14439,74,81,BRONZE_II,23,15,13891,23,21,BRONZE_II,82,14,11512,23,28,BRONZE_II,7,13,11015
0,43,42,BRONZE_II,1,18,18817,17,25,BRONZE_II,51,17,16728,13,13,SILVER_IV,23,16,15867,13,13,SILVER_IV,23,14,12725,4,6,BRONZE_IV,92,15,13151,45,54,BRONZE_III,15,17,17334,45,54,BRONZE_III,15,15,13461,49,59,BRONZE_III,31,18,20916,16,23,BRONZE_II,88,18,19564,18,24,BRONZE_I,72,18,18565
0,782,812,BRONZE_III,89,16,15708,171,177,BRONZE_III,95,15,13985,307,306,IRON_II,48,14,12330,59,60,BRONZE_III,45,14,12342,4,6,BRONZE_IV,92,14,12381,46,38,BRONZE_III,57,17,18110,55,54,BRONZE_III,55,17,17803,436,412,BRONZE_II,19,16,15481,76,76,BRONZE_I,6,15,13448,250,233,BRONZE_II,43,15,13670
0,5,6,BRONZE_III,20,12,8725,5,6,BRONZE_III,20,13,10808,5,6,BRONZE_III,20,12,9512,5,6,BRONZE_III,20,10,7222,4,6,BRONZE_IV,92,10,6942,8,5,BRONZE_I,0,13,11383,9,1,BRONZE_II,69,13,11193,9,15,BRONZE_II,18,13,11086,12,17,BRONZE_II,52,12,9787,22,18,SILVER_II,61,12,8901
0,22,18,SILVER_II,61,9,5858,108,124,SILVER_IV,0,10,6731,168,124,BRONZE_II,26,10,6250,182,195,BRONZE_IV,91,10,6353,4,6,BRONZE_IV,92,8,4653,7,4,BRONZE_III,91,12,9790,140,131,SILVER_IV,59,11,7834,140,131,SILVER_IV,59,11,7371,23,33,SILVER_IV,0,10,7176,42,50,BRONZE_III,14,10,6285
0,127,102,GOLD_IV,0,14,12707,15,17,BRONZE_II,1,14,12477,16,22,BRONZE_I,0,15,14089,17,23,BRONZE_IV,79,14,12252,79,75,BRONZE_IV,16,13,11403,20,23,BRONZE_IV,6,13,11045,92,107,GOLD_IV,0,16,16253,66,75,SILVER_III,19,17,17403,8,13,BRONZE_III,87,16,15559,13,5,BRONZE_I,6,17,16505
0,127,102,GOLD_IV,0,13,10014,15,17,BRONZE_II,1,12,9891,16,22,BRONZE_I,0,12,9787,17,23,BRONZE_IV,79,13,10492,79,75,BRONZE_IV,16,14,12834,235,239,BRONZE_II,0,14,12081,137,134,SILVER_II,10,14,11888,95,96,SILVER_III,17,14,12592,211,213,SILVER_IV,60,13,10323,202,201,BRONZE_I,14,15,13616
1,79,75,BRONZE_IV,16,12,9673,16,22,BRONZE_I,0,12,9562,16,29,BRONZE_III,24,13,10837,17,23,BRONZE_IV,79,10,6818,127,102,GOLD_IV,0,11,8433,572,601,IRON_IV,51,9,5806,85,92,IRON_I,23,8,4962,232,262,IRON_II,33,11,8061,194,181,BRONZE_III,28,10,6836,43,43,SILVER_IV,4,10,6312
0,79,75,BRONZE_IV,16,15,13207,16,22,BRONZE_I,0,14,11955,16,29,BRONZE_III,24,16,14842,17,23,BRONZE_IV,79,12,9696,127,102,GOLD_IV,0,13,10421,205,179,SILVER_IV,17,15,13054,79,76,SILVER_II,80,16,15049,73,62,BRONZE_I,6,14,11608,779,698,SILVER_III,44,15,14086,87,78,BRONZE_III,0,15,14524
0,106,112,BRONZE_II,35,14,11924,68,91,BRONZE_III,35,11,7787,43,41,BRONZE_II,20,13,11189,17,23,BRONZE_IV,79,12,9437,15,27,BRONZE_III,17,11,7317,328,335,BRONZE_III,34,14,11520,208,198,BRONZE_III,69,14,12012,108,106,BRONZE_I,0,14,12853,540,540,IRON_II,66,11,7966,63,64,SILVER_IV,0,12,9068
0,99,95,SILVER_I,14,15,13473,50,33,SILVER_IV,76,13,11196,172,155,GOLD_II,36,14,12257,55,56,BRONZE_IV,73,12,9160,11,17,BRONZE_IV,0,12,8740,132,112,GOLD_IV,65,16,14760,64,63,SILVER_I,56,16,14728,78,59,GOLD_IV,0,16,14991,108,91,SILVER_I,0,14,12493,60,40,BRONZE_IV,6,14,11722
1,172,155,GOLD_II,36,11,7519,99,95,SILVER_I,14,14,11811,50,33,SILVER_IV,76,10,7256,55,56,BRONZE_IV,73,10,6617,11,17,BRONZE_IV,0,12,9551,14,22,BRONZE_II,74,12,9148,107,96,BRONZE_II,75,12,9116,14,17,BRONZE_IV,19,12,9345,111,84,BRONZE_III,32,10,6199,11,14,BRONZE_IV,22,10,6200
0,95,116,IRON_III,37,15,14143,405,373,BRONZE_III,0,17,17271,249,241,BRONZE_III,96,16,15180,326,323,BRONZE_IV,19,15,13465,11,17,BRONZE_IV,0,15,14163,141,110,BRONZE_III,55,17,18181,57,59,IRON_III,32,16,16048,82,106,BRONZE_IV,68,15,13724,288,290,BRONZE_IV,49,16,16281,241,235,BRONZE_III,64,15,14270
0,777,775,SILVER_IV,0,12,9731,174,175,SILVER_III,30,14,12413,247,223,IRON_II,47,12,8970,83,102,BRONZE_III,21,10,6926,11,17,BRONZE_IV,0,14,11606,228,232,BRONZE_III,0,16,14777,203,213,BRONZE_IV,9,13,10852,301,265,SILVER_III,39,14,11706,154,149,BRONZE_II,33,14,11960,57,51,BRONZE_III,8,12,9580
1,24,28,IRON_IV,31,17,17448,241,280,IRON_II,4,17,18121,169,109,SILVER_I,37,18,19619,44,54,IRON_I,16,15,14643,11,17,BRONZE_IV,0,18,20027,281,248,BRONZE_III,75,18,22949,102,111,IRON_II,26,15,13416,298,271,BRONZE_I,29,17,17960,188,230,IRON_III,53,15,13948,188,230,IRON_III,53,15,14045
0,332,354,BRONZE_IV,36,11,7998,127,128,IRON_III,94,11,8137,43,55,BRONZE_IV,68,10,6357,28,38,IRON_II,39,9,5947,11,17,BRONZE_IV,0,8,4379,180,203,BRONZE_IV,59,13,10726,722,698,BRONZE_III,28,11,7323,238,180,SILVER_III,38,14,11900,193,174,BRONZE_III,37,9,5934,6,14,IRON_II,63,10,6459
1,224,222,SILVER_III,36,16,15968,112,98,SILVER_IV,48,14,11842,27,36,SILVER_II,50,14,12397,184,181,SILVER_II,53,13,11091,11,17,BRONZE_IV,0,15,13280,111,104,BRONZE_I,99,16,15340,97,99,SILVER_IV,26,12,8932,382,390,SILVER_IV,0,14,12917,151,151,GOLD_IV,75,12,9090,306,295,SILVER_IV,0,11,7720
0,184,181,SILVER_II,53,15,13629,130,130,SILVER_III,0,16,15521,171,190,SILVER_IV,18,17,17471,4,9,IRON_I,17,4,1710,112,94,SILVER_IV,1,16,16288,39,46,BRONZE_II,45,14,12431,98,99,SILVER_IV,0,15,14220,26,30,BRONZE_IV,61,13,10239,26,30,BRONZE_IV,61,13,10936,7,8,BRONZE_IV,50,12,8919
0,42,37,BRONZE_I,14,17,17531,42,37,BRONZE_II,0,16,14756,49,53,BRONZE_I,67,16,15448,49,53,BRONZE_I,67,15,13714,7,12,BRONZE_IV,2,15,14366,7,12,BRONZE_IV,2,15,13982,3,11,BRONZE_III,64,13,10740,28,43,BRONZE_IV,72,15,14120,53,74,BRONZE_II,42,13,11305,7,8,BRONZE_IV,50,13,11380
0,74,126,BRONZE_IV,74,13,11404,11,7,BRONZE_II,65,14,12126,4,8,BRONZE_IV,78,14,12449,264,273,SILVER_IV,20,13,11308,14,23,BRONZE_I,21,12,9161,176,186,BRONZE_I,25,14,12152,5,5,BRONZE_III,9,11,7532,5,5,BRONZE_III,9,11,8115,12,20,BRONZE_II,75,12,8769,7,8,BRONZE_IV,50,9,5710
1,147,163,SILVER_IV,41,18,20790,10,16,BRONZE_II,37,17,17682,110,103,IRON_I,44,17,17793,110,103,IRON_I,44,16,15481,20,26,BRONZE_IV,51,15,13782,8,8,BRONZE_III,75,17,17550,4,6,IRON_I,90,17,16731,8,8,BRONZE_IV,81,18,20010,12,12,BRONZE_II,83,16,16327,7,8,BRONZE_IV,50,16,14736
1,49,56,BRONZE_I,4,18,26168,14,25,BRONZE_III,89,18,18790,18,24,BRONZE_I,50,18,22088,201,182,BRONZE_III,33,18,23870,26,32,BRONZE_IV,52,17,17392,42,40,SILVER_II,58,18,23923,89,103,BRONZE_I,13,18,23110,29,40,SILVER_III,39,17,18217,89,114,BRONZE_I,26,18,23890,7,8,BRONZE_IV,50,18,22979
0,47,39,SILVER_I,61,18,23400,6,5,BRONZE_IV,63,18,19677,32,32,BRONZE_II,54,18,20319,48,43,SILVER_IV,56,18,23107,37,37,BRONZE_III,24,17,17789,20,20,BRONZE_I,39,18,21898,32,32,BRONZE_II,88,18,20938,15,15,BRONZE_III,57,16,16322,254,233,BRONZE_II,69,17,18180,7,8,BRONZE_IV,50,16,15684
0,179,228,IRON_III,42,15,14359,27,29,BRONZE_I,32,15,14507,27,29,BRONZE_I,32,14,11949,8,3,BRONZE_III,43,17,16766,21,10,BRONZE_I,100,13,10869,29,28,SILVER_IV,57,17,17094,11,13,BRONZE_I,0,14,12548,130,121,BRONZE_III,49,15,13454,119,114,SILVER_III,17,12,9166,7,8,BRONZE_IV,50,13,10701
1,245,242,BRONZE_I,32,11,8034,32,53,BRONZE_II,75,11,7570,211,224,BRONZE_I,30,11,8128,110,126,BRONZE_I,44,9,5791,36,37,BRONZE_II,33,8,4549,412,436,BRONZE_III,59,12,9310,7,6,BRONZE_IV,71,12,9520,45,53,BRONZE_II,98,11,7443,25,30,BRONZE_I,0,10,7231,290,272,BRONZE_II,15,10,7216
