result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,42,36,BRONZE_III,0,13,11301,196,185,BRONZE_III,43,13,10666,33,46,BRONZE_III,90,15,13355,185,132,BRONZE_II,30,15,13222,48,52,BRONZE_III,74,14,12240,136,143,BRONZE_III,30,13,10997,354,336,BRONZE_III,66,11,7871,6,9,IRON_I,80,13,10860,1102,1096,BRONZE_IV,98,12,9214,392,392,SILVER_IV,0,11,7903
0,22,22,BRONZE_III,16,10,6642,52,101,IRON_IV,0,9,5218,52,101,IRON_IV,0,8,4518,15,17,BRONZE_III,59,8,4409,3,25,IRON_II,75,6,2893,322,317,BRONZE_IV,55,11,8240,15,18,BRONZE_II,66,10,6156,85,106,BRONZE_II,18,10,7064,85,106,BRONZE_II,18,8,4690,85,106,BRONZE_II,18,8,4696
0,14,23,BRONZE_I,0,18,19578,68,74,BRONZE_II,55,15,13308,215,186,SILVER_IV,35,16,14745,15,17,BRONZE_III,59,15,14615,226,264,SILVER_IV,36,14,11783,23,24,BRONZE_II,78,16,15115,18,17,BRONZE_III,39,15,14375,119,116,SILVER_IV,0,16,15138,287,240,BRONZE_I,49,15,14591,118,108,BRONZE_III,66,14,12769
1,293,313,BRONZE_IV,62,18,21706,8,9,BRONZE_III,51,18,24853,21,39,BRONZE_II,57,18,20588,15,17,BRONZE_III,59,16,15793,6,5,BRONZE_IV,30,16,15920,6,20,BRONZE_IV,29,17,16713,22,27,SILVER_IV,28,17,17100,70,72,BRONZE_II,78,18,19189,32,38,BRONZE_II,95,17,17727,60,56,BRONZE_I,50,15,13095
1,18,26,BRONZE_II,23,17,17567,268,246,SILVER_IV,26,16,16225,137,155,SILVER_III,28,18,18587,15,17,BRONZE_III,59,15,14236,20,57,IRON_IV,0,13,10816,29,35,BRONZE_I,20,16,15166,184,178,SILVER_II,13,16,15441,48,46,SILVER_IV,44,16,15378,858,859,BRONZE_III,47,13,10503,162,166,SILVER_IV,40,14,12584
0,7,14,IRON_I,100,10,6355,12,16,BRONZE_I,46,8,4560,63,67,IRON_I,29,10,6731,15,17,BRONZE_III,59,8,4165,9,22,BRONZE_IV,26,7,3310,20,30,BRONZE_III,56,11,7811,13,22,BRONZE_III,15,9,5832,81,60,SILVER_II,45,11,8128,9,11,SILVER_IV,1,9,5594,20,32,BRONZE_IV,15,8,4347
0,5,25,IRON_I,20,11,7768,4,11,IRON_I,39,9,5674,83,98,IRON_II,69,10,6832,15,17,BRONZE_III,59,8,4637,56,75,SILVER_IV,10,8,4353,49,39,BRONZE_III,21,12,9223,4,6,IRON_I,87,9,5879,71,43,GOLD_III,35,13,10169,9,11,BRONZE_II,59,10,6503,5,25,IRON_I,20,7,3697
0,160,154,SILVER_III,0,11,8406,23,31,BRONZE_II,18,9,5652,215,207,SILVER_IV,0,11,7343,15,17,BRONZE_III,59,9,6092,304,275,SILVER_III,40,8,4955,151,142,BRONZE_I,14,13,10789,196,204,BRONZE_III,27,9,5441,10,6,SILVER_IV,57,11,8134,191,167,BRONZE_II,78,10,6391,25,26,BRONZE_III,60,9,5190
1,151,157,IRON_I,60,18,19399,13,35,BRONZE_IV,26,14,12166,495,513,IRON_III,57,16,15009,111,129,IRON_I,100,17,17055,94,95,BRONZE_III,25,14,12282,125,113,BRONZE_II,0,15,13452,31,35,IRON_I,0,13,10717,20,47,IRON_IV,50,15,13887,34,49,BRONZE_III,44,14,12941,35,59,BRONZE_IV,42,13,10655
1,19,38,IRON_I,86,16,16189,99,122,BRONZE_IV,48,17,16792,20,42,IRON_II,85,16,14781,387,404,BRONZE_IV,77,16,16188,94,95,BRONZE_III,25,15,14106,98,114,BRONZE_IV,27,14,12439,251,240,BRONZE_IV,4,15,14546,279,290,IRON_I,55,14,11941,60,80,BRONZE_IV,9,13,11351,294,323,BRONZE_IV,11,14,12345
1,297,336,BRONZE_IV,41,17,17685,31,35,IRON_I,0,15,13529,180,184,IRON_III,92,16,16385,298,300,BRONZE_III,52,15,14689,94,95,BRONZE_III,25,15,14500,261,252,BRONZE_IV,75,15,14484,53,64,BRONZE_IV,0,15,13489,32,48,BRONZE_IV,75,17,17324,71,78,IRON_II,19,15,14171,236,263,IRON_III,51,14,11630
1,94,95,BRONZE_III,25,18,19292,12,11,BRONZE_II,17,17,18193,38,50,BRONZE_II,5,17,16634,14,18,BRONZE_III,62,15,14311,94,95,BRONZE_III,25,15,14538,7,7,BRONZE_IV,54,17,16674,88,108,SILVER_IV,0,15,14670,133,141,BRONZE_III,8,16,15156,5,10,IRON_I,85,16,16412,376,369,SILVER_III,33,14,12658
1,152,192,BRONZE_IV,0,13,10741,65,61,IRON_II,68,11,8182,79,76,IRON_III,86,11,8219,20,35,BRONZE_III,23,11,7927,94,95,BRONZE_III,25,11,7626,5,6,IRON_I,48,11,8123,102,97,IRON_III,33,9,5634,17,33,BRONZE_IV,61,10,6439,94,92,IRON_II,14,9,5500,12,39,IRON_III,41,9,5355
0,30,33,BRONZE_II,76,17,17013,102,115,BRONZE_II,0,17,17695,36,53,BRONZE_II,55,16,14892,83,106,BRONZE_II,1,15,14086,94,95,BRONZE_III,25,17,16523,67,84,BRONZE_II,98,18,20627,90,99,BRONZE_I,45,18,18525,130,102,BRONZE_I,10,18,20565,128,115,BRONZE_II,59,18,20756,203,199,BRONZE_II,60,18,18869
1,30,33,BRONZE_II,76,14,12885,127,143,BRONZE_II,5,15,13864,362,328,BRONZE_II,11,16,15105,83,97,BRONZE_III,44,15,14192,94,95,BRONZE_III,25,13,10703,185,203,BRONZE_III,45,14,12159,138,127,BRONZE_III,79,12,9879,50,51,BRONZE_IV,79,13,11101,190,180,BRONZE_III,26,13,11215,270,274,BRONZE_II,20,14,11546
1,183,202,BRONZE_II,58,17,16741,102,121,BRONZE_II,37,17,16848,173,184,BRONZE_II,98,17,16948,42,44,BRONZE_III,99,16,15838,87,89,BRONZE_II,95,15,13965,31,40,BRONZE_IV,80,16,15484,130,139,BRONZE_IV,15,15,13596,19,23,BRONZE_I,43,15,14658,177,206,BRONZE_I,5,16,15391,743,744,SILVER_IV,0,15,13110
1,37,50,BRONZE_II,0,18,22350,194,205,BRONZE_III,53,16,16318,24,33,BRONZE_III,41,17,16481,42,44,BRONZE_III,99,15,13303,14,23,BRONZE_II,0,13,11031,37,53,BRONZE_III,42,16,15162,164,138,BRONZE_II,69,17,17811,115,116,BRONZE_II,34,15,14682,36,62,BRONZE_II,83,15,13883,192,210,BRONZE_III,65,14,11602
1,562,529,BRONZE_II,60,17,16663,128,104,BRONZE_II,62,13,10955,168,176,BRONZE_II,44,15,13562,42,44,BRONZE_III,99,13,10604,47,72,BRONZE_II,13,13,10943,362,328,BRONZE_II,11,14,12463,30,45,BRONZE_II,25,13,11205,226,235,BRONZE_III,92,14,12088,138,156,BRONZE_III,35,13,10679,224,210,BRONZE_II,28,12,9029
1,32,46,BRONZE_I,71,17,17471,29,34,BRONZE_II,6,16,16329,193,175,BRONZE_II,23,16,15515,42,44,BRONZE_III,99,16,14760,79,79,BRONZE_II,6,14,12632,88,108,BRONZE_III,37,18,18531,47,56,BRONZE_II,23,16,14869,36,55,BRONZE_III,15,15,13972,257,280,BRONZE_IV,70,16,15035,173,164,BRONZE_II,16,13,10914
1,108,137,BRONZE_II,81,18,24168,391,399,BRONZE_II,38,18,19795,29,36,BRONZE_I,1,17,17340,42,44,BRONZE_III,99,18,18410,111,108,BRONZE_II,43,16,15634,67,63,BRONZE_IV,66,17,17940,71,87,BRONZE_III,94,15,13705,58,78,BRONZE_III,63,17,18036,147,156,BRONZE_II,9,16,14959,241,260,BRONZE_II,0,14,12762
0,56,63,BRONZE_III,94,11,8294,229,234,BRONZE_III,73,11,8545,67,80,BRONZE_II,15,10,6994,42,44,BRONZE_III,99,13,10148,39,43,BRONZE_II,0,10,6632,378,385,BRONZE_II,37,12,8862,47,50,BRONZE_III,90,13,10087,84,74,BRONZE_II,71,12,9794,406,398,BRONZE_II,18,13,10237,35,49,BRONZE_III,41,9,6071
0,267,300,BRONZE_II,29,12,8604,94,99,BRONZE_III,96,12,8660,45,65,BRONZE_IV,22,10,7024,42,44,BRONZE_III,99,13,11295,42,55,BRONZE_II,19,9,5618,69,75,BRONZE_II,83,14,12667,169,170,SILVER_IV,0,13,10571,190,191,BRONZE_IV,81,14,11721,204,219,BRONZE_II,7,11,8487,32,44,BRONZE_II,28,10,6693
0,146,171,BRONZE_III,35,16,16161,147,149,BRONZE_III,27,16,15833,115,115,BRONZE_IV,39,16,15414,71,87,BRONZE_IV,37,16,15613,370,371,BRONZE_III,68,15,14114,112,121,BRONZE_III,7,15,14035,223,226,BRONZE_III,13,13,10486,4,8,IRON_I,55,15,13124,270,286,BRONZE_III,8,14,12127,178,184,BRONZE_III,75,12,9955
1,408,448,IRON_III,60,15,14672,8,21,BRONZE_IV,85,15,14264,254,249,BRONZE_IV,55,15,13295,423,454,IRON_IV,34,15,14555,324,327,BRONZE_IV,0,13,10391,112,121,BRONZE_III,7,18,19928,337,375,IRON_IV,77,16,15234,18,36,BRONZE_IV,48,15,13830,157,174,BRONZE_IV,33,16,15395,3,21,BRONZE_IV,2,12,9958
1,231,261,BRONZE_IV,53,13,10470,60,63,BRONZE_IV,33,13,10055,11,27,BRONZE_IV,44,14,12461,361,370,IRON_III,59,11,8193,73,71,IRON_I,56,12,9682,112,121,BRONZE_III,7,12,9205,109,136,BRONZE_IV,87,14,12635,32,55,IRON_II,55,13,10672,51,58,IRON_I,28,12,9281,276,253,BRONZE_IV,36,11,8547
0,28,36,BRONZE_III,6,18,26951,54,62,BRONZE_IV,43,18,20391,9,9,BRONZE_IV,33,18,22336,60,88,BRONZE_IV,75,18,20154,102,101,BRONZE_III,53,18,21213,112,121,BRONZE_III,7,17,16937,142,150,IRON_I,40,18,19151,105,131,BRONZE_III,27,18,20520,7,6,IRON_I,98,18,20397,374,376,BRONZE_IV,50,16,16382
0,1,12,BRONZE_IV,5,17,16940,102,103,BRONZE_IV,0,18,22043,243,229,BRONZE_IV,36,16,15918,13,21,BRONZE_III,43,16,15859,42,62,BRONZE_IV,29,16,16309,112,121,BRONZE_III,7,15,14310,49,79,IRON_II,0,17,16837,60,78,BRONZE_IV,33,15,13942,430,455,IRON_IV,46,15,14446,85,76,SILVER_IV,8,14,12421
1,182,207,IRON_III,46,17,16735,199,181,BRONZE_III,51,17,16963,108,125,IRON_III,32,17,17694,135,145,BRONZE_II,65,17,17081,287,278,BRONZE_III,46,16,15379,112,121,BRONZE_III,7,17,16681,99,102,BRONZE_IV,75,18,21440,111,127,IRON_I,77,18,19778,427,430,BRONZE_III,50,16,16200,186,192,IRON_II,23,14,12478
1,21,27,IRON_I,17,18,26045,130,136,BRONZE_IV,95,18,19589,119,171,IRON_III,6,17,17979,119,171,IRON_III,6,17,16907,58,77,BRONZE_IV,40,15,14191,112,121,BRONZE_III,7,18,22854,61,85,IRON_III,85,18,24120,18,34,BRONZE_IV,26,17,17406,272,297,IRON_I,57,17,17678,15,56,IRON_IV,0,15,13349
0,122,129,SILVER_III,0,13,10138,46,61,SILVER_IV,13,12,9436,311,288,BRONZE_I,13,14,11861,8,5,BRONZE_III,75,12,9906,6,4,BRONZE_II,61,12,8587,52,49,SILVER_II,31,16,14893,155,158,BRONZE_I,44,13,10470,43,56,BRONZE_II,35,14,11601,50,60,BRONZE_II,6,14,11442,88,110,SILVER_III,47,11,8107
0,316,351,BRONZE_II,33,16,16361,287,313,BRONZE_I,13,14,11572,18,22,BRONZE_I,52,15,13184,8,5,BRONZE_III,75,13,11232,6,4,BRONZE_II,61,13,11269,18,18,BRONZE_II,17,17,17635,14,21,BRONZE_II,62,17,16669,218,220,BRONZE_II,91,16,14935,11,8,BRONZE_I,84,17,17827,18,27,BRONZE_III,77,16,14773
1,83,96,BRONZE_I,58,12,9313,70,77,BRONZE_I,15,12,8651,152,144,BRONZE_III,24,12,9548,8,5,BRONZE_III,75,11,7642,6,4,BRONZE_II,61,10,7161,132,158,IRON_II,75,11,8070,326,323,SILVER_IV,51,11,8547,6,20,BRONZE_IV,14,12,9852,207,211,SILVER_IV,0,11,7380,7,22,BRONZE_IV,0,9,5610
1,6,13,BRONZE_III,66,12,9911,189,187,SILVER_IV,50,15,13119,164,176,BRONZE_III,18,13,11275,8,5,BRONZE_III,75,14,12355,6,4,BRONZE_II,61,13,11152,133,120,SILVER_IV,40,15,13459,48,71,BRONZE_IV,31,14,11658,136,152,SILVER_III,1,14,12759,54,72,BRONZE_III,70,13,10135,82,95,BRONZE_I,100,1,0
0,64,86,BRONZE_III,79,17,18268,17,22,BRONZE_II,0,14,11611,2,10,BRONZE_IV,75,17,17144,8,5,BRONZE_III,75,17,17303,6,4,BRONZE_II,61,15,14166,6,4,BRONZE_II,61,18,22942,103,95,SILVER_II,15,17,17818,26,30,BRONZE_IV,61,17,18222,23,26,SILVER_III,75,16,15905,23,26,SILVER_III,75,15,13694
0,232,212,BRONZE_I,0,16,15286,188,190,BRONZE_IV,8,14,11880,41,56,BRONZE_II,43,14,11904,8,5,BRONZE_III,75,14,12936,6,4,BRONZE_II,61,15,13480,30,30,BRONZE_II,85,16,15079,284,315,BRONZE_II,40,17,16677,12,11,BRONZE_II,49,17,16800,80,78,BRONZE_I,100,16,14882,39,42,BRONZE_I,30,16,14919
0,6,4,BRONZE_II,61,13,10731,260,267,SILVER_IV,45,13,10700,150,171,BRONZE_II,72,13,9986,8,5,BRONZE_III,75,12,8909,6,4,BRONZE_II,61,12,9108,37,39,BRONZE_I,68,14,12575,28,33,SILVER_IV,12,13,10892,27,28,BRONZE_I,73,15,13383,18,19,SILVER_IV,62,13,11171,214,180,SILVER_I,39,11,7906
0,362,394,BRONZE_II,15,18,21022,254,272,BRONZE_IV,83,16,16318,84,90,BRONZE_III,65,17,17767,40,36,BRONZE_III,10,16,16402,236,211,BRONZE_II,35,15,13774,34,39,BRONZE_I,49,18,19994,156,156,BRONZE_III,84,18,18465,243,237,SILVER_IV,0,18,22741,154,167,BRONZE_II,0,18,23040,66,72,BRONZE_II,20,17,16662
0,284,306,BRONZE_III,75,18,19999,86,55,SILVER_IV,15,17,16873,47,82,SILVER_IV,41,17,17704,40,36,BRONZE_III,10,16,15762,15,28,BRONZE_III,2,17,16880,24,33,IRON_I,51,17,18223,211,209,SILVER_IV,0,18,21648,173,190,BRONZE_III,75,18,21355,98,109,BRONZE_III,33,17,18024,182,166,BRONZE_I,17,16,15928
1,297,273,BRONZE_II,28,18,31615,143,128,BRONZE_II,20,18,29394,128,140,BRONZE_III,4,18,28605,40,36,BRONZE_III,10,18,31659,146,163,BRONZE_IV,0,18,30441,101,94,BRONZE_II,44,18,25645,392,410,BRONZE_III,0,18,24205,170,175,BRONZE_III,15,18,19857,124,116,BRONZE_I,53,18,24320,76,100,BRONZE_IV,39,16,14977
0,108,121,SILVER_IV,49,16,15393,125,146,BRONZE_III,0,15,14693,60,82,BRONZE_II,44,16,14799,40,36,BRONZE_III,10,15,14238,65,84,BRONZE_IV,0,14,12792,130,122,BRONZE_II,15,18,19509,352,348,SILVER_IV,20,16,15328,159,181,BRONZE_IV,39,14,11502,194,177,BRONZE_I,0,15,13797,117,167,BRONZE_II,89,16,15880
0,113,106,BRONZE_III,12,13,10897,57,45,SILVER_IV,15,14,12706,330,333,SILVER_IV,88,16,16148,40,36,BRONZE_III,10,15,13053,77,77,SILVER_II,50,13,11257,469,449,BRONZE_I,44,16,15391,145,154,BRONZE_III,18,14,11935,419,410,SILVER_III,0,16,16172,129,115,BRONZE_I,100,13,10964,285,256,SILVER_II,21,13,10851
1,254,233,BRONZE_II,69,18,21470,61,68,BRONZE_II,6,18,20214,268,257,BRONZE_III,11,18,21142,40,36,BRONZE_III,10,18,20100,90,85,SILVER_II,75,18,18765,305,329,BRONZE_III,66,18,18911,76,75,SILVER_IV,89,17,17963,83,92,IRON_II,80,17,17217,172,188,BRONZE_III,80,18,20000,427,452,BRONZE_III,16,16,16005
0,293,297,BRONZE_IV,99,18,18998,123,137,BRONZE_III,24,17,16809,243,239,BRONZE_II,25,17,16667,40,36,BRONZE_III,10,16,15803,234,260,BRONZE_III,77,15,13701,111,125,BRONZE_II,59,16,15804,53,54,BRONZE_III,89,18,18420,19,31,BRONZE_IV,0,15,14219,543,517,SILVER_IV,63,16,14714,302,283,SILVER_IV,0,17,17709
0,137,153,BRONZE_IV,28,16,15530,197,194,BRONZE_I,52,15,14233,178,197,BRONZE_III,64,16,15079,205,229,BRONZE_IV,21,13,11263,129,128,BRONZE_IV,75,13,11089,30,57,IRON_III,62,14,12968,132,133,BRONZE_IV,47,14,12551,6,19,BRONZE_IV,43,12,9127,225,242,BRONZE_III,0,15,13236,50,64,BRONZE_III,0,16,15138
1,50,64,BRONZE_III,0,1,270,248,252,BRONZE_III,61,3,789,158,196,BRONZE_IV,12,1,0,69,70,BRONZE_II,28,3,726,23,32,IRON_III,17,1,245,130,133,BRONZE_III,18,2,645,159,177,BRONZE_IV,26,3,688,29,47,BRONZE_IV,0,3,1093,137,163,BRONZE_IV,48,3,698,50,64,BRONZE_III,0,3,698
1,244,234,BRONZE_IV,75,12,9829,196,213,BRONZE_III,27,15,14322,231,247,BRONZE_III,0,14,12279,109,135,BRONZE_III,46,14,11462,187,192,BRONZE_III,25,12,9248,25,20,BRONZE_II,6,14,11865,48,66,BRONZE_III,8,14,11996,458,486,BRONZE_IV,59,13,11213,78,93,BRONZE_IV,56,12,9049,50,64,BRONZE_III,0,13,10598
1,50,64,BRONZE_III,0,14,12209,28,54,IRON_III,6,11,8317,54,82,BRONZE_IV,75,12,8914,196,185,IRON_I,69,12,9672,236,270,BRONZE_IV,27,11,7538,142,136,IRON_I,3,14,12623,296,306,BRONZE_III,20,14,12388,32,46,SILVER_IV,33,14,11933,356,401,IRON_III,74,12,9949,50,64,BRONZE_III,0,14,12023
0,102,101,BRONZE_I,1,17,16584,108,105,BRONZE_III,0,18,20423,186,186,BRONZE_III,58,18,22405,79,86,BRONZE_III,71,17,18254,18,35,BRONZE_II,47,15,13286,72,89,BRONZE_II,45,17,17792,167,166,IRON_II,8,15,13842,316,320,BRONZE_III,57,16,16291,115,121,BRONZE_II,48,15,14525,50,64,BRONZE_III,0,13,11116
1,79,96,BRONZE_IV,48,14,11835,421,399,BRONZE_II,77,13,10000,67,69,BRONZE_III,39,13,10278,297,322,BRONZE_III,19,12,8816,167,131,BRONZE_III,0,12,8650,226,277,BRONZE_IV,15,15,13345,275,265,BRONZE_I,16,15,13581,52,65,BRONZE_III,75,15,13464,17,21,BRONZE_IV,13,12,9930,50,64,BRONZE_III,0,12,8985
0,355,361,BRONZE_III,67,16,16097,97,116,BRONZE_IV,75,17,18080,40,55,BRONZE_IV,36,15,14153,17,21,BRONZE_IV,13,15,14056,28,56,IRON_III,6,12,9911,42,66,BRONZE_IV,0,15,13349,3,7,IRON_I,9,13,10701,248,257,BRONZE_IV,22,14,11624,488,450,BRONZE_IV,64,14,11952,50,64,BRONZE_III,0,13,9996
1,50,64,BRONZE_III,0,12,9665,50,64,BRONZE_III,0,11,7624,50,64,BRONZE_III,0,13,10232,50,64,BRONZE_III,0,11,8401,50,64,BRONZE_III,0,10,7298,5,5,BRONZE_III,25,13,10638,6,4,BRONZE_III,62,13,10436,6,4,BRONZE_II,64,14,12331,6,8,SILVER_IV,23,12,9042,6,5,BRONZE_II,54,12,9250
1,4,8,BRONZE_III,68,12,9657,17,11,SILVER_IV,0,13,10428,11,37,BRONZE_IV,0,10,6274,9,8,BRONZE_I,0,12,9666,10,7,BRONZE_I,15,10,6679,13,13,BRONZE_I,71,14,11573,6,4,BRONZE_III,62,13,10696,12,3,BRONZE_I,36,14,12196,7,4,BRONZE_II,0,12,9354,12,6,BRONZE_I,75,12,8760
1,12,6,BRONZE_I,75,8,4616,4,8,BRONZE_III,68,6,3095,213,178,SILVER_III,12,8,4630,213,178,SILVER_III,12,7,3182,213,178,SILVER_III,12,4,1558,5,10,BRONZE_I,72,9,5252,6,4,BRONZE_III,62,7,3595,7,4,BRONZE_III,93,9,5655,10,9,BRONZE_I,14,8,4607,10,9,BRONZE_I,14,6,2776
0,10,9,BRONZE_I,14,15,13453,5,7,BRONZE_III,16,15,13524,5,15,BRONZE_III,75,13,10279,5,15,BRONZE_III,75,15,14448,7,11,SILVER_II,1,14,12662,7,11,SILVER_II,1,11,7816,6,4,BRONZE_III,62,13,10755,3,7,BRONZE_III,47,17,16616,7,9,BRONZE_III,66,13,11314,12,21,BRONZE_II,21,12,8715
1,12,21,BRONZE_II,21,13,10665,5,8,IRON_I,99,12,9754,9,13,BRONZE_II,44,14,12284,9,11,BRONZE_II,58,13,10923,9,11,BRONZE_II,58,12,9588,52,47,SILVER_IV,45,16,16402,6,4,BRONZE_III,62,14,12144,6,4,BRONZE_III,62,17,16504,6,4,BRONZE_III,62,12,8958,6,4,BRONZE_III,62,13,10864
0,2,49,IRON_IV,0,18,18539,2,49,IRON_IV,0,18,19225,2,49,IRON_IV,0,18,18738,23,16,SILVER_II,23,18,19488,9,8,BRONZE_I,0,17,16623,6,4,BRONZE_III,62,17,17454,6,4,BRONZE_III,62,17,17233,15,12,SILVER_IV,19,18,26866,3,7,BRONZE_III,47,16,16044,10,5,BRONZE_I,49,15,14184
1,7,7,BRONZE_IV,71,13,10660,21,9,SILVER_III,34,15,14642,13,18,BRONZE_I,44,13,11197,9,25,BRONZE_IV,59,11,7990,6,5,BRONZE_IV,65,11,8525,15,13,SILVER_II,21,14,13005,6,4,BRONZE_III,62,14,12424,20,20,SILVER_II,51,14,12928,19,18,SILVER_IV,21,13,10984,7,3,BRONZE_III,1,12,9842
0,128,143,SILVER_III,15,14,12708,4,8,BRONZE_II,72,14,11512,154,171,SILVER_IV,91,13,11072,52,43,BRONZE_I,47,13,11181,549,586,BRONZE_II,30,11,8447,42,43,SILVER_IV,1,12,8600,139,158,SILVER_IV,61,13,10734,207,213,BRONZE_III,61,14,11703,30,48,BRONZE_III,35,13,10183,16,18,SILVER_IV,47,10,6205
0,18,21,BRONZE_I,96,15,13115,74,84,SILVER_IV,27,13,10907,11,10,SILVER_III,73,14,11692,31,33,SILVER_IV,74,13,10855,6,6,BRONZE_II,21,11,7645,34,48,BRONZE_III,22,11,8310,82,87,BRONZE_IV,1,12,9382,19,22,BRONZE_I,57,13,10292,30,48,BRONZE_III,35,12,9344,16,18,SILVER_IV,47,12,8895
1,109,116,SILVER_IV,71,13,10539,34,32,BRONZE_II,61,11,8093,85,95,SILVER_III,52,13,10146,76,69,SILVER_II,6,11,8056,307,336,SILVER_IV,78,10,7232,106,92,SILVER_II,75,16,15154,230,223,SILVER_IV,0,14,11568,305,304,SILVER_III,77,14,12330,30,48,BRONZE_III,35,11,8224,16,18,SILVER_IV,47,11,7650
0,25,38,BRONZE_III,65,9,5502,69,65,SILVER_II,20,7,3956,140,134,SILVER_IV,0,9,5475,27,34,SILVER_IV,0,7,3511,13,18,BRONZE_II,45,6,2688,656,696,IRON_II,10,8,4109,25,35,BRONZE_II,0,6,3025,61,44,SILVER_II,62,7,3715,30,48,BRONZE_III,35,7,3697,16,18,SILVER_IV,47,6,2986
1,113,123,BRONZE_III,33,16,15693,14,33,BRONZE_IV,18,14,12471,18,31,BRONZE_III,27,17,16504,183,196,BRONZE_II,9,13,10477,147,145,BRONZE_III,77,12,8615,239,207,SILVER_IV,58,18,19174,610,590,BRONZE_I,9,16,16135,222,205,BRONZE_I,53,13,11438,30,48,BRONZE_III,35,16,15100,178,194,BRONZE_II,0,14,12922
0,300,280,BRONZE_III,31,18,22367,156,146,BRONZE_I,44,18,25382,208,204,BRONZE_II,16,18,18856,49,45,BRONZE_I,100,18,21155,48,62,BRONZE_III,62,18,19571,397,418,BRONZE_IV,79,18,24351,331,356,BRONZE_II,30,18,21419,37,58,BRONZE_IV,75,18,21859,30,48,BRONZE_III,35,18,22642,177,175,BRONZE_I,0,17,17904
0,164,140,SILVER_III,4,17,17022,397,396,BRONZE_I,30,18,18610,47,25,BRONZE_I,40,16,16436,83,95,BRONZE_III,77,16,15140,384,404,BRONZE_II,71,15,14076,134,134,BRONZE_II,60,17,18209,377,349,BRONZE_I,1,15,13183,135,145,BRONZE_IV,68,16,16117,30,48,BRONZE_III,35,14,12842,392,372,SILVER_IV,12,14,12499
0,116,143,BRONZE_II,9,16,15274,254,218,BRONZE_II,75,17,17595,89,80,BRONZE_II,8,16,15047,337,353,BRONZE_II,84,14,12138,192,210,BRONZE_III,65,13,10098,135,128,BRONZE_III,43,16,14775,267,247,BRONZE_III,80,15,13280,34,29,BRONZE_III,75,15,14240,217,230,BRONZE_II,29,12,9709,123,135,BRONZE_III,38,12,9141
0,71,76,BRONZE_II,37,11,7627,130,113,BRONZE_II,71,11,8257,134,124,BRONZE_I,14,11,8167,25,29,BRONZE_II,0,10,7012,81,93,BRONZE_II,58,9,5742,798,806,BRONZE_II,88,11,7842,93,110,BRONZE_II,41,7,3893,34,29,BRONZE_III,75,9,5795,94,79,BRONZE_II,69,8,5033,20,25,BRONZE_III,72,7,3783
1,322,320,BRONZE_III,75,18,19504,171,166,BRONZE_II,71,16,16242,136,146,BRONZE_III,65,18,19524,183,146,BRONZE_II,20,15,13477,345,383,BRONZE_II,0,14,12753,123,129,BRONZE_II,18,18,21131,77,92,BRONZE_II,15,17,16941,34,29,BRONZE_III,75,17,17081,140,153,BRONZE_II,34,18,19486,11,11,BRONZE_IV,68,16,14755
0,144,161,BRONZE_II,45,16,15541,230,246,SILVER_IV,38,14,11486,53,50,BRONZE_III,69,14,12793,53,50,BRONZE_III,69,13,10067,13,20,BRONZE_IV,85,11,8226,11,11,BRONZE_IV,68,11,8069,17,27,BRONZE_III,63,11,7940,34,29,BRONZE_III,75,13,11225,112,128,BRONZE_II,26,15,13122,27,31,BRONZE_II,33,10,6332
1,90,91,BRONZE_I,17,13,10245,30,37,SILVER_IV,24,11,7777,202,202,BRONZE_I,0,11,8412,380,389,BRONZE_II,96,9,5477,10,31,IRON_I,75,9,5617,280,230,BRONZE_I,8,10,7140,231,205,BRONZE_II,59,11,7893,34,29,BRONZE_III,75,14,11480,257,261,BRONZE_II,90,11,7348,90,91,BRONZE_I,17,10,6540
1,81,73,SILVER_IV,0,18,27995,207,211,BRONZE_I,0,18,25108,220,213,BRONZE_II,11,18,21701,26,22,BRONZE_III,79,18,25788,269,239,BRONZE_I,95,18,21876,259,257,BRONZE_I,21,18,25747,57,53,SILVER_III,35,18,23850,34,29,BRONZE_III,75,18,26538,65,60,SILVER_IV,41,18,24387,175,186,BRONZE_III,60,18,19226
