result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
1,393,397,GOLD_III,16,13,10785,239,213,GOLD_III,75,14,12036,75,79,GOLD_IV,25,15,13284,88,79,SILVER_I,38,12,9852,164,156,GOLD_IV,0,11,8138,87,97,GOLD_IV,23,13,10419,422,439,GOLD_IV,0,10,6866,229,258,SILVER_IV,13,13,10184,405,406,GOLD_IV,0,11,8577,317,305,GOLD_IV,2,11,8199
0,59,65,SILVER_I,25,18,20272,354,385,SILVER_IV,63,18,19032,346,356,GOLD_IV,61,17,17199,88,79,SILVER_I,38,18,19538,83,79,SILVER_II,9,16,16206,505,490,GOLD_III,21,18,23173,400,387,GOLD_IV,60,18,21777,175,163,GOLD_IV,0,18,20655,194,188,GOLD_IV,15,18,20755,77,75,GOLD_IV,0,17,17633
1,379,398,SILVER_I,67,13,10958,71,81,SILVER_III,32,12,8649,51,58,GOLD_IV,0,15,13357,88,79,SILVER_I,38,11,8220,243,250,SILVER_II,47,11,8226,505,490,GOLD_III,21,13,10600,158,165,GOLD_IV,31,12,8678,177,157,GOLD_IV,62,12,8801,138,134,GOLD_IV,59,13,10473,289,296,SILVER_II,17,11,8043
1,237,186,PLATINUM_IV,36,13,11149,601,584,GOLD_IV,23,12,9113,42,32,GOLD_IV,1,13,10559,88,79,SILVER_I,38,11,7726,118,104,GOLD_III,58,10,6710,115,138,SILVER_II,61,11,8370,70,65,SILVER_I,71,10,6844,233,232,GOLD_IV,0,11,7760,257,251,GOLD_IV,0,11,7364,109,108,GOLD_IV,0,9,5352
0,89,70,GOLD_IV,64,16,15502,379,396,SILVER_I,0,15,14400,123,130,SILVER_I,54,18,18577,88,79,SILVER_I,38,14,12814,232,246,SILVER_III,76,15,13521,95,98,SILVER_II,17,17,16945,88,76,GOLD_III,62,16,14954,238,223,GOLD_III,48,16,15196,115,132,SILVER_II,0,16,14730,91,92,SILVER_II,0,14,11517
0,276,270,GOLD_III,78,18,22387,96,84,SILVER_I,71,16,16400,538,543,GOLD_IV,2,18,18912,88,79,SILVER_I,38,16,16248,243,245,GOLD_IV,0,15,13795,125,131,GOLD_IV,0,18,19160,79,57,GOLD_IV,0,18,18637,130,128,GOLD_IV,22,17,17661,71,69,SILVER_I,10,17,16946,467,474,SILVER_IV,7,16,16418
0,100,99,GOLD_III,18,17,16923,156,160,GOLD_IV,11,15,13250,87,95,SILVER_III,30,16,15286,88,79,SILVER_I,38,14,11584,69,85,SILVER_II,47,13,11270,114,117,GOLD_IV,68,18,21234,264,258,GOLD_IV,71,17,17377,195,185,GOLD_III,25,15,14354,121,131,SILVER_II,33,15,14494,124,127,GOLD_IV,6,15,13252
0,96,88,SILVER_IV,0,16,15038,194,184,SILVER_IV,51,17,16676,296,278,SILVER_III,20,18,18882,160,164,SILVER_III,0,14,12539,160,164,SILVER_III,0,13,11158,40,37,SILVER_IV,17,17,17039,155,153,SILVER_III,0,15,13739,72,70,BRONZE_I,38,16,15495,38,40,SILVER_I,7,15,13707,83,112,BRONZE_IV,61,14,12043
0,73,73,SILVER_I,59,18,20747,57,71,BRONZE_III,73,17,17508,277,290,SILVER_IV,81,18,21871,7,19,BRONZE_II,77,14,12071,255,261,SILVER_III,52,14,12413,186,172,BRONZE_I,76,18,18690,102,106,SILVER_III,9,16,15682,351,343,SILVER_IV,0,16,15569,38,40,SILVER_I,7,15,13468,83,112,BRONZE_IV,61,15,14550
0,322,338,BRONZE_III,75,18,21651,842,834,SILVER_III,64,18,22276,323,286,SILVER_II,14,18,22119,179,177,SILVER_I,49,18,23876,81,94,SILVER_IV,72,18,22646,83,112,BRONZE_IV,61,18,22153,80,79,SILVER_III,53,18,29074,52,81,SILVER_IV,24,18,24346,38,40,SILVER_I,7,18,27580,114,117,SILVER_IV,0,18,21927
0,114,122,SILVER_IV,89,15,13780,94,111,SILVER_II,50,13,11284,375,348,SILVER_III,31,13,10799,375,382,SILVER_III,0,11,8134,320,318,SILVER_III,31,11,7371,132,131,SILVER_III,42,14,11855,82,110,SILVER_III,44,11,8235,89,86,SILVER_III,30,14,11896,38,40,SILVER_I,7,10,7042,83,112,BRONZE_IV,61,9,5857
0,103,74,SILVER_II,34,18,22906,40,29,SILVER_I,33,18,20741,84,78,BRONZE_I,56,18,20517,103,77,SILVER_I,5,18,21668,190,188,SILVER_IV,47,16,15132,112,105,BRONZE_I,61,16,15337,81,63,SILVER_II,70,17,17566,243,237,SILVER_III,9,18,19546,38,40,SILVER_I,7,16,15624,83,112,BRONZE_IV,61,16,15347
0,483,491,SILVER_III,16,13,10669,48,36,SILVER_IV,31,13,10947,142,161,SILVER_III,16,15,13405,54,34,SILVER_I,73,13,11133,129,112,BRONZE_I,63,13,11416,159,139,SILVER_III,42,13,10692,331,338,SILVER_III,57,12,8672,160,144,SILVER_III,29,13,11286,38,40,SILVER_I,7,9,5636,83,112,BRONZE_IV,61,10,6316
0,116,114,SILVER_III,0,13,11297,39,45,SILVER_II,55,12,8879,379,314,SILVER_IV,15,13,10408,230,203,SILVER_II,14,11,8356,48,34,SILVER_IV,83,10,6695,248,239,SILVER_III,4,11,7557,65,51,SILVER_III,17,9,5647,97,78,SILVER_I,0,12,9215,38,40,SILVER_I,7,8,4404,83,112,BRONZE_IV,61,9,5904
1,49,49,SILVER_III,48,11,8557,27,23,GOLD_II,34,11,8111,25,44,SILVER_I,46,13,10480,32,33,SILVER_II,63,10,6608,23,16,GOLD_IV,0,8,4848,53,60,GOLD_IV,89,14,12080,18,11,GOLD_IV,25,12,9486,44,49,SILVER_II,14,12,9863,25,16,SILVER_I,89,11,8439,25,16,SILVER_I,89,10,6128
1,115,124,GOLD_I,29,14,12869,111,101,PLATINUM_I,54,15,13144,239,239,SILVER_II,29,13,10125,40,42,PLATINUM_III,92,11,8004,77,90,BRONZE_IV,52,13,11256,25,16,SILVER_I,89,13,10268,17,14,GOLD_I,84,13,11074,92,106,PLATINUM_IV,0,14,11515,150,160,DIAMOND_IV,79,16,15597,25,16,SILVER_I,89,12,9107
0,162,154,PLATINUM_II,45,18,27221,35,40,PLATINUM_I,42,18,26457,75,69,GOLD_III,19,18,21839,258,247,GOLD_III,14,18,23302,27,18,SILVER_II,38,17,17471,25,16,SILVER_I,89,18,25246,17,14,GOLD_I,84,17,18069,92,106,PLATINUM_IV,0,18,20918,150,160,DIAMOND_IV,79,18,28685,25,16,SILVER_I,89,18,18656
1,30,24,PLATINUM_IV,37,15,14060,110,121,GOLD_III,62,13,10205,10,6,SILVER_IV,26,13,10626,6,4,BRONZE_II,64,14,12782,29,27,GOLD_IV,48,12,8967,25,16,SILVER_I,89,15,13084,25,16,SILVER_I,89,16,16239,92,106,PLATINUM_IV,0,16,16332,150,160,DIAMOND_IV,79,18,18608,25,16,SILVER_I,89,14,11444
1,97,86,PLATINUM_III,0,13,10401,97,86,PLATINUM_III,0,12,9133,70,73,GOLD_III,61,11,8356,70,73,GOLD_III,61,13,11166,70,73,GOLD_III,61,13,10862,25,16,SILVER_I,89,13,11215,25,16,SILVER_I,89,15,13781,92,106,PLATINUM_IV,0,15,13809,150,160,DIAMOND_IV,79,16,16077,25,16,SILVER_I,89,12,9079
1,24,20,SILVER_II,88,15,13440,27,28,SILVER_III,30,16,14848,66,64,GOLD_III,43,14,11768,23,18,SILVER_I,100,14,12095,14,21,SILVER_II,43,12,8982,25,16,SILVER_I,89,14,12976,25,16,SILVER_I,89,15,13965,92,106,PLATINUM_IV,0,15,13377,150,160,DIAMOND_IV,79,18,19372,25,16,SILVER_I,89,13,10136
0,138,140,PLATINUM_II,52,17,16763,262,281,PLATINUM_IV,17,16,15258,229,192,PLATINUM_III,52,18,18596,229,192,PLATINUM_III,52,18,20531,229,192,PLATINUM_III,52,13,11116,355,347,GOLD_III,63,17,17780,83,59,GOLD_II,15,15,13731,83,59,GOLD_II,15,15,14329,25,16,SILVER_I,89,16,15012,25,16,SILVER_I,89,14,11945
0,76,52,GOLD_II,42,17,17329,150,152,GOLD_III,50,17,17232,426,430,GOLD_II,0,17,16967,16,17,SILVER_I,100,18,18521,241,223,GOLD_II,5,16,15593,227,201,GOLD_III,78,18,19389,58,58,GOLD_IV,0,18,23546,50,37,GOLD_IV,86,18,18424,342,340,GOLD_IV,66,17,17434,371,384,GOLD_III,11,17,17305
0,291,282,GOLD_IV,48,16,15153,73,65,SILVER_I,20,15,13335,84,87,SILVER_I,68,17,17010,16,17,SILVER_I,100,15,14403,920,900,GOLD_IV,13,14,11973,117,105,GOLD_IV,97,16,15128,140,136,GOLD_IV,15,17,17196,180,174,PLATINUM_IV,11,18,20916,343,327,SILVER_III,20,17,16976,183,221,SILVER_II,37,15,14282
1,59,50,SILVER_I,66,15,14195,116,107,GOLD_IV,75,15,13357,152,148,GOLD_IV,41,17,16490,16,17,SILVER_I,100,16,15860,920,900,GOLD_IV,13,14,12384,29,30,SILVER_II,5,14,12603,75,86,SILVER_III,77,13,11403,191,189,GOLD_III,26,14,11825,179,166,SILVER_IV,48,12,9568,130,150,SILVER_II,14,12,8785
1,82,87,SILVER_II,33,13,10186,69,62,GOLD_IV,0,12,9650,190,189,SILVER_I,55,12,9941,16,17,SILVER_I,100,12,9890,920,900,GOLD_IV,13,10,6549,191,169,GOLD_II,60,12,9498,160,170,SILVER_IV,13,10,7048,375,382,GOLD_III,14,10,7200,229,219,SILVER_I,66,10,7019,104,122,SILVER_IV,61,9,5567
1,30,26,GOLD_IV,65,12,9674,32,32,SILVER_I,100,14,12011,60,50,GOLD_I,100,11,7470,16,17,SILVER_I,100,13,10381,63,64,GOLD_II,66,12,9037,59,63,GOLD_III,38,13,10951,13,11,SILVER_I,80,13,10117,35,28,GOLD_III,1,13,11150,37,49,GOLD_IV,0,10,7118,116,133,GOLD_III,12,9,5685
1,121,108,GOLD_I,48,17,17880,56,48,GOLD_III,60,16,16011,61,47,GOLD_IV,65,17,16783,16,17,SILVER_I,100,16,16248,233,216,PLATINUM_IV,16,15,13925,132,138,GOLD_IV,51,17,17166,112,96,GOLD_II,31,14,12691,106,102,GOLD_II,75,15,13404,420,406,GOLD_II,3,15,13946,79,82,GOLD_III,45,14,11787
0,86,60,PLATINUM_IV,16,12,9826,12,8,GOLD_IV,37,11,8470,29,26,SILVER_I,88,12,9477,16,17,SILVER_I,100,12,9314,51,54,GOLD_IV,53,11,7782,233,228,GOLD_IV,45,11,7319,62,68,GOLD_IV,0,13,10186,236,206,PLATINUM_IV,29,13,10571,36,26,GOLD_IV,34,13,11180,43,46,GOLD_IV,89,10,7011
1,141,155,GOLD_IV,0,16,15457,173,155,SILVER_I,69,15,14012,212,168,SILVER_I,100,14,12373,155,159,SILVER_II,0,13,10293,116,129,GOLD_IV,27,13,11057,451,426,SILVER_I,47,17,16662,413,412,SILVER_I,3,16,15492,227,207,SILVER_I,48,16,15959,189,169,GOLD_III,73,15,13854,189,170,SILVER_II,7,14,12427
1,24,20,SILVER_III,50,14,12857,72,61,SILVER_IV,0,15,13398,18,16,GOLD_IV,3,15,13621,655,686,SILVER_I,25,12,9918,655,686,SILVER_I,25,12,8708,451,426,SILVER_I,47,13,10949,27,27,GOLD_III,1,15,14655,138,151,SILVER_IV,56,14,12155,189,169,GOLD_III,73,13,11431,189,170,SILVER_II,7,13,11240
0,226,188,SILVER_I,72,18,22394,29,23,GOLD_IV,82,17,17534,203,186,SILVER_III,55,16,15625,63,72,SILVER_III,51,16,15551,133,125,GOLD_IV,67,15,14589,451,426,SILVER_I,47,17,17736,270,276,GOLD_IV,0,15,13289,288,323,GOLD_IV,16,16,15119,230,223,GOLD_IV,22,14,12962,394,402,GOLD_IV,0,12,9219
0,124,128,GOLD_IV,71,17,16834,227,224,GOLD_IV,47,15,13021,362,351,GOLD_IV,71,15,13970,130,127,GOLD_IV,37,14,11929,192,203,SILVER_I,73,12,9700,451,426,SILVER_I,47,11,8351,391,378,SILVER_III,95,13,11355,274,262,GOLD_III,33,11,8443,80,95,GOLD_IV,0,12,9015,101,112,GOLD_IV,28,10,6715
0,280,262,SILVER_I,0,18,23459,404,372,SILVER_I,19,18,20345,111,129,SILVER_I,49,18,20381,140,122,SILVER_I,68,17,16833,92,98,GOLD_IV,0,15,13288,451,426,SILVER_I,47,15,13122,374,388,GOLD_IV,0,17,18145,245,270,GOLD_IV,0,17,18150,56,64,SILVER_I,17,17,17833,167,160,SILVER_I,64,16,14757
1,69,53,SILVER_I,36,12,8688,102,92,SILVER_I,100,12,9570,166,150,SILVER_I,100,14,11914,191,190,SILVER_I,4,13,10237,191,187,GOLD_IV,56,12,9805,451,426,SILVER_I,47,14,11811,91,83,GOLD_III,52,16,15628,186,189,SILVER_II,9,15,13704,226,227,GOLD_III,68,15,13776,316,299,SILVER_II,74,13,10912
1,132,118,SILVER_I,0,16,16442,42,47,SILVER_I,15,17,17585,151,166,SILVER_I,0,17,16658,140,154,GOLD_IV,0,16,16336,231,223,SILVER_I,29,14,12748,451,426,SILVER_I,47,18,23289,100,93,GOLD_IV,80,16,16277,75,89,GOLD_IV,0,16,16170,317,300,SILVER_I,76,16,16213,184,176,GOLD_IV,5,16,16038
0,196,172,GOLD_IV,76,14,12847,597,595,GOLD_IV,9,14,11918,58,68,GOLD_IV,0,13,10399,533,506,GOLD_III,29,13,11260,103,104,SILVER_I,52,12,9085,246,278,GOLD_IV,16,13,9960,223,209,SILVER_I,63,12,9867,139,137,GOLD_IV,1,14,12167,136,150,GOLD_IV,0,11,7819,404,401,GOLD_IV,40,9,5814
1,190,156,SILVER_I,27,15,13576,317,309,SILVER_I,0,16,15511,25,21,SILVER_II,15,16,15293,98,92,GOLD_III,8,13,10065,223,196,SILVER_III,63,12,8839,82,83,GOLD_IV,15,16,16231,223,209,SILVER_I,63,16,14703,191,192,SILVER_IV,45,17,17052,190,193,SILVER_I,8,15,14351,217,219,SILVER_I,47,14,12441
1,28,38,SILVER_II,74,14,12400,355,332,GOLD_IV,26,13,10257,98,123,GOLD_IV,13,14,12944,15,16,SILVER_III,63,12,9946,88,103,GOLD_IV,0,12,9472,32,24,SILVER_II,78,15,13866,223,209,SILVER_I,63,15,13566,29,25,SILVER_I,0,14,11528,53,54,SILVER_I,28,14,12853,133,134,SILVER_I,15,12,9386
1,28,35,SILVER_III,62,14,11655,264,267,GOLD_IV,40,13,10067,91,102,GOLD_IV,36,14,12462,122,130,GOLD_IV,4,13,11252,284,287,GOLD_IV,0,11,8539,340,328,GOLD_IV,0,16,14777,223,209,SILVER_I,63,14,13016,230,239,SILVER_II,75,15,14247,85,80,SILVER_I,43,15,13026,354,359,GOLD_IV,12,14,11569
1,426,415,GOLD_IV,45,15,13981,86,91,SILVER_II,3,14,12947,253,263,SILVER_I,2,15,13510,227,234,SILVER_I,4,14,12793,91,88,SILVER_I,25,13,10293,66,57,SILVER_II,83,16,16317,223,209,SILVER_I,63,17,17948,140,136,SILVER_I,80,17,16499,42,44,SILVER_II,83,16,15452,76,54,GOLD_IV,33,15,14067
1,70,84,GOLD_IV,0,16,14964,195,190,SILVER_I,0,16,14773,220,218,GOLD_IV,0,16,16465,272,313,SILVER_I,35,16,15100,166,164,GOLD_IV,24,13,11245,313,307,SILVER_I,40,17,17289,223,209,SILVER_I,63,17,17583,130,109,SILVER_I,25,18,18767,220,216,SILVER_I,51,18,19260,566,553,GOLD_IV,29,16,15491
1,233,239,SILVER_I,86,14,12249,134,151,SILVER_II,90,12,9578,56,57,SILVER_II,64,14,11954,19,20,SILVER_III,56,12,9019,63,38,SILVER_II,20,10,6831,46,46,SILVER_I,43,13,11222,223,209,SILVER_I,63,14,12523,139,135,SILVER_II,73,16,15058,330,285,SILVER_I,28,14,11994,354,340,GOLD_IV,26,13,10250
0,121,127,SILVER_II,64,15,13560,31,39,SILVER_IV,0,13,9965,31,39,SILVER_IV,0,13,11029,14,23,SILVER_III,9,13,10396,26,36,SILVER_III,75,12,9223,26,28,SILVER_III,18,14,12028,33,39,BRONZE_I,23,11,8338,13,13,SILVER_I,42,13,10624,35,42,SILVER_IV,84,12,8625,16,22,SILVER_IV,15,10,7237
1,138,126,GOLD_IV,1,18,21101,41,50,SILVER_III,61,17,17709,26,26,SILVER_III,0,18,19895,24,34,SILVER_IV,4,17,17547,53,57,SILVER_III,66,15,13223,289,301,SILVER_II,8,18,19543,33,39,BRONZE_I,23,18,19567,13,13,SILVER_I,42,18,21575,242,236,SILVER_II,22,18,19206,319,314,SILVER_II,0,16,15086
0,11,3,SILVER_IV,85,18,28136,54,76,GOLD_IV,0,18,31329,56,43,GOLD_IV,17,18,31266,39,28,SILVER_I,34,18,22628,57,43,SILVER_I,26,18,22642,33,36,SILVER_IV,62,18,24592,63,65,SILVER_I,29,18,25742,13,13,SILVER_I,42,18,23335,236,226,GOLD_IV,0,18,23317,133,127,SILVER_I,100,18,19691
0,618,605,GOLD_IV,47,18,19208,126,117,GOLD_IV,89,17,17417,163,145,GOLD_III,80,16,15701,94,80,SILVER_I,43,16,14721,156,145,GOLD_III,15,15,14329,33,36,SILVER_IV,62,14,12676,64,74,SILVER_I,0,15,13221,13,13,SILVER_I,42,15,14584,136,148,GOLD_IV,12,13,10745,247,228,GOLD_III,12,13,10950
0,384,379,SILVER_III,68,15,13066,664,674,GOLD_III,31,14,12747,5,7,SILVER_IV,0,13,10104,26,29,GOLD_I,0,13,10620,301,296,GOLD_IV,0,14,12237,33,36,SILVER_IV,62,15,13156,27,49,SILVER_III,76,10,6984,13,13,SILVER_I,42,13,11069,28,26,SILVER_II,10,12,8643,30,28,SILVER_II,4,11,7628
1,58,62,SILVER_I,0,15,14497,16,20,SILVER_II,61,14,11523,22,22,SILVER_I,11,16,14910,52,39,GOLD_III,3,15,13149,46,38,GOLD_I,34,14,11505,32,31,GOLD_III,35,17,16633,27,27,GOLD_IV,16,17,17067,13,13,SILVER_I,42,15,14676,34,29,GOLD_III,18,15,13041,44,49,GOLD_IV,13,14,11760
1,220,203,SILVER_IV,5,12,8595,64,67,GOLD_IV,36,13,10002,24,20,GOLD_IV,51,13,10556,276,230,GOLD_III,51,12,9454,144,120,SILVER_IV,75,11,7529,33,36,SILVER_IV,62,15,14066,86,90,GOLD_IV,16,14,11878,13,13,SILVER_I,42,15,13308,20,25,SILVER_II,89,14,11695,93,84,SILVER_II,91,11,8473
1,58,52,SILVER_III,0,12,9131,53,61,SILVER_III,12,12,8693,126,126,SILVER_III,2,13,10712,196,176,SILVER_II,5,12,8942,55,59,SILVER_III,69,10,7233,19,17,SILVER_I,4,15,13934,135,136,SILVER_IV,10,13,10461,212,233,SILVER_II,65,13,10737,271,254,SILVER_II,50,12,9955,191,183,SILVER_II,81,12,9239
1,35,33,SILVER_IV,77,13,10473,152,172,SILVER_III,32,15,13616,26,27,SILVER_IV,44,13,11034,251,242,SILVER_III,89,12,9074,185,199,SILVER_II,8,11,8390,19,17,SILVER_I,4,16,15266,135,136,SILVER_IV,10,14,11880,58,69,SILVER_II,0,14,12981,113,113,SILVER_II,32,14,12776,156,145,SILVER_III,86,13,10747
0,125,104,GOLD_IV,12,14,11653,157,123,GOLD_IV,91,15,13647,71,65,GOLD_IV,17,15,14340,152,131,GOLD_IV,41,14,12772,163,155,GOLD_III,49,12,8706,19,17,SILVER_I,4,12,9348,91,92,GOLD_IV,14,13,10592,96,110,GOLD_IV,13,14,11917,268,269,GOLD_IV,58,12,9760,44,34,GOLD_IV,42,10,6804
0,40,33,SILVER_I,69,15,13621,34,31,GOLD_IV,74,15,13912,7,4,SILVER_III,65,14,12286,25,14,SILVER_I,33,14,12498,112,107,SILVER_IV,80,13,11367,19,17,SILVER_I,4,12,8998,14,12,SILVER_I,37,14,12776,17,18,SILVER_I,3,12,9502,16,10,SILVER_I,13,14,12044,91,92,GOLD_IV,14,12,8945
0,47,49,GOLD_III,30,11,8204,201,183,PLATINUM_IV,34,10,6836,149,141,PLATINUM_IV,58,10,7213,39,60,GOLD_IV,16,10,7016,3,11,SILVER_I,11,8,4276,29,26,GOLD_IV,3,14,11634,254,208,PLATINUM_IV,44,11,8288,72,74,GOLD_IV,0,12,9686,392,410,GOLD_IV,15,12,9350,201,213,GOLD_IV,0,11,7881
0,56,46,GOLD_I,100,15,14089,201,183,PLATINUM_IV,34,13,10701,228,249,GOLD_III,10,15,14040,59,53,GOLD_II,75,13,11275,3,11,SILVER_I,11,13,11164,198,199,GOLD_II,23,16,15022,139,125,PLATINUM_III,0,14,12625,87,78,GOLD_II,43,14,12361,258,250,GOLD_IV,0,14,12035,124,116,GOLD_II,59,13,10894
0,115,116,GOLD_I,18,15,14472,81,90,GOLD_III,29,15,13322,19,23,GOLD_IV,0,13,10068,299,276,PLATINUM_III,44,13,10447,3,11,SILVER_I,11,13,10517,136,135,GOLD_IV,9,16,16463,74,72,GOLD_I,26,15,14105,295,297,GOLD_II,55,14,12982,128,142,GOLD_IV,55,16,15135,181,146,PLATINUM_III,60,13,11049
0,66,61,PLATINUM_IV,13,16,16093,275,282,GOLD_III,75,17,17952,19,23,GOLD_IV,0,16,14899,152,149,PLATINUM_IV,0,14,12501,3,11,SILVER_I,11,12,9842,18,10,GOLD_IV,1,17,16840,36,45,GOLD_III,30,17,18046,159,140,PLATINUM_II,47,17,17859,84,96,GOLD_III,79,15,13868,9,8,GOLD_IV,76,15,14387
0,103,103,PLATINUM_IV,0,11,8271,19,23,GOLD_IV,0,13,10063,11,15,GOLD_IV,25,11,7699,23,23,SILVER_I,56,10,6954,3,11,SILVER_I,11,12,9017,110,91,PLATINUM_I,100,13,11427,36,35,GOLD_I,68,12,9683,172,150,PLATINUM_IV,14,14,11715,43,48,GOLD_II,56,14,12203,211,203,PLATINUM_IV,0,12,8866
0,109,89,PLATINUM_I,71,14,12719,137,156,GOLD_III,94,13,10512,14,12,GOLD_IV,74,14,11761,22,22,GOLD_I,20,14,12475,3,11,SILVER_I,11,12,8654,122,118,GOLD_I,85,15,14159,41,48,GOLD_IV,75,17,17643,15,10,GOLD_II,99,15,14367,34,33,PLATINUM_IV,34,15,13041,152,189,GOLD_IV,32,12,9386
0,29,34,GOLD_I,53,15,14468,109,94,PLATINUM_IV,81,14,12326,10,14,GOLD_IV,67,13,10773,284,294,GOLD_I,57,14,11698,3,11,SILVER_I,11,12,9206,41,36,GOLD_I,11,14,12982,30,23,PLATINUM_IV,1,15,14172,38,37,GOLD_IV,32,15,14037,16,12,GOLD_II,31,14,12679,274,283,GOLD_II,49,14,11882
1,138,107,SILVER_I,6,18,19461,539,504,GOLD_IV,0,18,22179,293,299,SILVER_I,40,18,22145,111,126,GOLD_IV,14,18,19507,125,121,SILVER_II,0,17,16560,378,366,SILVER_II,73,17,16482,14,11,SILVER_II,32,18,21622,171,187,GOLD_IV,5,16,15460,43,48,SILVER_II,52,16,16362,39,56,SILVER_III,65,15,13425
1,639,653,SILVER_III,75,18,18715,61,82,SILVER_II,0,16,15051,293,299,SILVER_I,40,17,17037,61,71,SILVER_III,63,16,15818,38,40,GOLD_IV,1,15,14208,93,94,SILVER_II,52,17,16981,46,65,SILVER_III,34,14,12736,341,354,SILVER_II,30,18,18665,180,188,SILVER_I,29,15,14212,323,310,SILVER_II,70,13,11375
1,58,57,SILVER_II,20,18,24705,62,78,SILVER_III,17,18,21832,293,299,SILVER_I,40,18,21662,140,151,SILVER_II,59,17,17689,94,98,SILVER_II,56,16,14999,279,292,SILVER_II,16,17,16872,244,233,SILVER_I,14,16,15536,129,128,SILVER_I,0,16,16265,45,46,SILVER_III,63,16,14887,141,148,SILVER_II,50,15,13908
0,127,123,SILVER_II,60,13,10045,62,69,SILVER_I,62,13,10255,293,299,SILVER_I,40,14,12671,93,85,SILVER_II,30,12,8805,454,443,SILVER_I,66,10,6542,167,175,SILVER_I,0,15,13461,111,117,GOLD_IV,1,14,13006,199,204,SILVER_II,35,14,12779,742,751,GOLD_IV,0,13,10985,225,218,SILVER_II,88,12,8841
1,464,462,SILVER_II,90,17,17437,40,42,SILVER_II,91,18,18375,293,299,SILVER_I,40,17,16558,155,141,GOLD_IV,0,17,17576,114,108,SILVER_I,49,15,14236,560,574,SILVER_I,32,17,16627,195,168,SILVER_I,10,14,11499,244,232,SILVER_I,0,16,16430,87,80,SILVER_II,90,15,13371,308,286,SILVER_II,62,13,10856
1,620,625,SILVER_III,74,18,20125,268,259,SILVER_III,7,18,20243,293,299,SILVER_I,40,18,19746,287,280,SILVER_II,1,15,14041,335,285,GOLD_IV,1,15,13611,145,165,SILVER_III,68,18,18771,124,112,SILVER_III,36,14,11780,280,309,SILVER_III,76,15,13288,261,255,SILVER_II,52,15,14064,200,196,SILVER_III,49,12,9594
1,160,145,GOLD_IV,16,15,14143,123,119,SILVER_II,23,14,12124,293,299,SILVER_I,40,14,11944,107,129,SILVER_IV,75,14,11956,77,44,GOLD_IV,1,13,11383,218,213,GOLD_IV,63,13,10990,246,247,SILVER_II,6,11,7755,552,513,SILVER_II,36,14,12027,177,188,SILVER_III,1,12,9061,142,132,SILVER_II,8,11,7716
1,565,546,GOLD_IV,20,18,19677,116,142,GOLD_IV,29,18,20661,137,144,GOLD_IV,59,18,23971,440,413,SILVER_II,60,18,20101,121,129,SILVER_I,9,4,1200,95,120,SILVER_II,62,17,17523,947,940,GOLD_IV,0,16,15396,359,365,GOLD_IV,11,16,15029,212,202,GOLD_IV,0,16,15149,49,55,SILVER_II,34,14,12229
1,221,242,GOLD_IV,36,18,21323,63,60,GOLD_IV,98,18,21250,291,299,SILVER_I,100,16,15694,256,249,GOLD_IV,17,17,17216,121,129,SILVER_I,9,16,15409,23,32,SILVER_II,15,17,16949,80,86,SILVER_II,62,16,15922,32,34,GOLD_III,27,18,19074,88,88,GOLD_IV,25,15,14342,122,126,GOLD_IV,23,14,11987
1,42,40,GOLD_III,64,15,14455,316,321,SILVER_IV,0,14,12726,71,79,SILVER_II,48,15,13224,217,201,SILVER_II,84,14,11658,121,129,SILVER_I,9,12,9929,213,212,SILVER_II,30,14,12849,302,294,SILVER_I,15,13,10541,38,40,SILVER_II,69,15,13453,87,107,SILVER_IV,75,11,8043,173,180,GOLD_IV,28,12,9866
0,138,148,SILVER_I,24,16,15895,282,278,GOLD_IV,6,13,11267,189,199,SILVER_II,43,13,10641,189,199,SILVER_II,43,12,9776,121,129,SILVER_I,9,13,11001,51,51,SILVER_I,14,14,12958,188,183,SILVER_I,84,14,11531,74,76,SILVER_III,48,15,13225,146,155,GOLD_IV,28,15,13778,14,23,SILVER_II,53,13,10598
