result,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,561,560,DIAMOND_IV,11,15,13127,57,54,DIAMOND_III,31,15,13734,108,109,DIAMOND_III,81,15,14139,382,347,DIAMOND_III,1,15,13686,239,251,DIAMOND_III,17,14,12106,153,123,DIAMOND_II,1,14,12501,106,88,DIAMOND_III,0,13,11028,106,90,DIAMOND_IV,15,12,9940,377,331,DIAMOND_I,15,12,9653,561,555,DIAMOND_III,69,12,8826
1,31,24,PLATINUM_I,100,16,14986,147,137,DIAMOND_IV,49,14,12508,309,311,DIAMOND_II,60,14,12882,271,265,PLATINUM_I,85,13,11032,406,388,DIAMOND_III,83,12,9895,116,124,DIAMOND_IV,31,17,18344,106,88,DIAMOND_III,0,15,14597,106,90,DIAMOND_IV,15,17,16564,112,115,PLATINUM_I,56,15,13348,574,558,DIAMOND_III,34,14,11873
1,61,43,DIAMOND_IV,1,12,8593,243,243,DIAMOND_IV,0,12,8633,190,178,DIAMOND_IV,24,10,7183,327,300,DIAMOND_IV,43,11,8302,128,98,DIAMOND_IV,1,10,6352,104,84,DIAMOND_IV,0,15,14354,106,88,DIAMOND_III,0,12,9756,106,90,DIAMOND_IV,15,13,9988,53,41,DIAMOND_IV,1,13,11125,44,39,PLATINUM_II,61,11,7644
1,137,149,DIAMOND_IV,15,14,11916,421,401,MASTER_I,1,12,9369,739,705,MASTER_I,25,13,10531,185,199,DIAMOND_IV,58,13,11347,77,70,DIAMOND_III,40,12,9411,588,578,DIAMOND_IV,1,14,12977,106,88,DIAMOND_III,0,13,10801,106,90,DIAMOND_IV,15,12,9379,120,85,DIAMOND_III,22,14,11480,211,212,DIAMOND_IV,2,13,10303
0,258,255,DIAMOND_IV,16,14,12404,350,334,DIAMOND_IV,58,16,15311,201,151,DIAMOND_III,73,16,14855,120,85,DIAMOND_III,22,15,13411,211,212,DIAMOND_IV,2,13,11159,237,211,DIAMOND_III,68,15,13284,106,88,DIAMOND_III,0,12,9268,106,90,DIAMOND_IV,15,12,8951,117,95,DIAMOND_III,53,12,9196,139,133,DIAMOND_IV,52,10,7054
0,785,772,DIAMOND_II,1,14,12723,230,201,DIAMOND_II,4,13,10990,363,335,DIAMOND_II,11,15,13634,202,209,DIAMOND_II,16,13,11410,210,192,DIAMOND_III,29,11,7392,123,112,DIAMOND_III,92,14,12014,123,140,DIAMOND_III,0,11,8094,261,246,DIAMOND_III,58,15,13790,48,45,DIAMOND_IV,0,12,8660,165,162,DIAMOND_III,0,9,5663
0,81,80,DIAMOND_III,80,9,5232,230,201,DIAMOND_II,4,7,3521,363,335,DIAMOND_II,11,9,5288,44,42,DIAMOND_III,19,7,3664,157,121,DIAMOND_II,32,6,2640,532,528,DIAMOND_III,46,5,1786,592,582,DIAMOND_III,16,8,4197,186,173,DIAMOND_II,15,9,5350,48,45,DIAMOND_IV,0,6,3077,165,162,DIAMOND_III,0,6,2625
0,92,58,DIAMOND_II,75,15,13971,100,65,DIAMOND_II,19,15,13426,134,129,DIAMOND_II,24,14,12515,298,281,DIAMOND_I,56,15,13266,165,169,DIAMOND_I,4,13,10350,635,617,DIAMOND_I,25,14,12061,148,131,DIAMOND_II,77,12,9359,309,297,DIAMOND_I,39,14,11721,48,45,DIAMOND_IV,0,13,11067,165,162,DIAMOND_III,0,12,9112
1,93,67,DIAMOND_II,15,13,11239,59,36,DIAMOND_III,0,13,10811,56,35,DIAMOND_III,3,14,11980,76,66,DIAMOND_II,40,12,9586,78,63,DIAMOND_III,69,11,8316,20,11,DIAMOND_IV,1,15,14477,144,124,DIAMOND_II,50,16,14749,135,130,DIAMOND_II,1,15,13462,48,45,DIAMOND_IV,0,14,12177,165,162,DIAMOND_III,0,12,9745
0,265,238,DIAMOND_I,55,14,12517,119,109,DIAMOND_II,42,16,16390,196,208,DIAMOND_I,12,15,14601,471,442,DIAMOND_IV,0,15,13078,283,250,DIAMOND_II,75,13,10878,35,21,PLATINUM_II,80,16,14919,141,116,DIAMOND_III,32,15,13143,48,45,DIAMOND_IV,0,13,10804,153,147,DIAMOND_II,84,13,9965,165,162,DIAMOND_III,0,11,8279
1,794,787,DIAMOND_II,16,11,8394,856,789,DIAMOND_I,32,12,8924,396,384,DIAMOND_II,17,12,8689,440,437,DIAMOND_I,0,11,8275,140,113,DIAMOND_III,41,10,6452,40,30,DIAMOND_IV,74,14,11748,212,193,DIAMOND_IV,1,13,9968,89,91,DIAMOND_II,17,13,10453,48,45,DIAMOND_IV,0,13,10357,165,162,DIAMOND_III,0,12,9327
1,47,36,PLATINUM_I,12,14,12491,267,241,DIAMOND_III,0,14,12334,267,258,DIAMOND_III,23,13,10917,125,114,DIAMOND_III,71,12,9409,54,42,PLATINUM_II,75,11,8052,641,623,DIAMOND_II,0,15,14134,526,548,DIAMOND_III,21,14,12064,274,287,DIAMOND_II,57,14,12852,48,45,DIAMOND_IV,0,13,9963,165,162,DIAMOND_III,0,11,8333
0,175,159,DIAMOND_III,3,15,13549,133,117,DIAMOND_III,45,15,13834,392,388,DIAMOND_I,48,15,13723,166,177,DIAMOND_II,90,14,11887,134,118,DIAMOND_III,1,12,9150,174,168,DIAMOND_II,64,16,14920,311,303,MASTER_I,57,16,15415,321,347,DIAMOND_II,62,17,17613,379,351,DIAMOND_II,75,16,15790,692,705,DIAMOND_IV,46,14,12694
0,296,292,DIAMOND_III,11,12,9523,133,117,DIAMOND_III,45,12,9264,289,283,MASTER_I,146,11,7763,166,177,DIAMOND_II,90,11,7896,33,33,PLATINUM_I,46,10,6709,42,31,DIAMOND_II,0,15,14503,82,70,DIAMOND_III,45,13,10861,478,474,DIAMOND_II,53,12,9675,168,119,DIAMOND_I,91,13,10965,294,276,MASTER_I,97,12,9124
0,42,31,DIAMOND_II,0,13,10102,133,117,DIAMOND_III,45,12,8612,82,70,DIAMOND_III,45,13,10601,801,792,DIAMOND_II,75,11,8437,134,118,DIAMOND_III,1,11,7597,171,173,DIAMOND_I,22,15,13840,280,221,MASTER_I,229,13,11158,292,300,DIAMOND_II,0,14,12471,848,845,DIAMOND_IV,77,14,11963,361,343,DIAMOND_IV,94,13,10552
0,246,229,MASTER_I,42,15,13897,133,117,DIAMOND_III,45,13,11019,392,368,DIAMOND_I,46,16,15535,395,384,DIAMOND_III,60,12,9715,128,148,DIAMOND_III,49,12,9726,246,238,DIAMOND_I,0,15,13294,55,42,DIAMOND_IV,50,15,13709,166,138,DIAMOND_I,1,15,14233,118,84,DIAMOND_I,74,14,12959,144,109,DIAMOND_I,62,13,11348
0,246,238,DIAMOND_I,0,13,10943,133,117,DIAMOND_III,45,13,10603,13,23,PLATINUM_I,6,12,8960,13,15,PLATINUM_II,45,11,8091,7,16,DIAMOND_IV,0,9,5566,519,483,DIAMOND_I,57,15,13571,568,564,DIAMOND_III,47,13,10811,103,83,DIAMOND_I,40,15,13513,45,40,DIAMOND_III,87,13,11103,39,33,DIAMOND_III,72,12,8808
0,171,181,DIAMOND_IV,2,10,7139,133,117,DIAMOND_III,45,9,5599,92,75,DIAMOND_I,30,10,6493,154,140,DIAMOND_IV,64,9,5396,458,442,DIAMOND_III,18,8,4521,67,56,DIAMOND_III,53,10,7080,393,370,DIAMOND_II,51,11,8365,235,210,DIAMOND_III,61,11,7834,161,120,DIAMOND_IV,31,10,6510,28,21,PLATINUM_I,100,9,5433
0,107,89,DIAMOND_III,75,14,12581,226,218,DIAMOND_III,28,13,10551,172,139,DIAMOND_II,40,15,13703,425,399,DIAMOND_II,16,13,10202,546,527,DIAMOND_II,9,13,10115,246,261,DIAMOND_II,64,15,14404,216,214,DIAMOND_IV,75,15,13468,173,156,DIAMOND_I,50,16,15961,204,215,DIAMOND_I,14,15,13134,128,148,DIAMOND_III,49,15,13522
1,107,89,DIAMOND_III,75,17,18250,351,328,DIAMOND_II,45,18,19796,322,302,DIAMOND_II,34,18,18366,382,354,DIAMOND_II,0,17,16641,123,131,MASTER_I,50,14,12868,519,483,DIAMOND_I,57,17,17520,447,435,DIAMOND_I,26,17,16597,214,216,DIAMOND_III,60,15,13855,92,76,DIAMOND_II,61,15,14535,264,258,DIAMOND_I,24,14,11493
1,107,89,DIAMOND_III,75,18,18484,143,135,GOLD_II,75,16,16362,12,5,GOLD_IV,21,16,15511,254,255,DIAMOND_III,5,15,13532,84,84,PLATINUM_II,16,14,12831,84,84,PLATINUM_II,16,15,13154,101,97,PLATINUM_III,1,14,12741,23,31,GOLD_I,46,14,12899,169,183,GOLD_III,41,16,15003,68,58,PLATINUM_IV,90,14,12562
1,107,89,DIAMOND_III,75,12,8771,216,201,DIAMOND_II,72,12,8580,217,176,MASTER_I,153,12,8967,221,222,DIAMOND_III,62,12,9621,109,79,DIAMOND_I,65,10,7081,232,186,DIAMOND_I,0,12,9219,407,346,DIAMOND_I,66,11,7306,487,477,DIAMOND_II,0,11,7777,279,223,MASTER_I,195,9,5090,260,276,DIAMOND_I,32,9,5762
0,107,89,DIAMOND_III,75,14,12829,352,316,MASTER_I,1,15,14376,454,431,MASTER_I,1,16,15952,125,92,DIAMOND_I,0,16,14897,351,334,DIAMOND_IV,0,14,11732,216,201,DIAMOND_II,72,17,17225,173,188,DIAMOND_IV,20,16,16262,376,375,DIAMOND_III,20,17,16657,172,156,PLATINUM_I,75,16,16378,97,98,DIAMOND_III,75,14,12912
0,107,89,DIAMOND_III,75,11,7406,180,114,DIAMOND_I,75,10,6464,81,98,DIAMOND_II,63,10,6887,1036,1026,DIAMOND_I,31,11,7924,281,240,DIAMOND_III,0,9,5643,153,134,DIAMOND_I,16,11,8124,209,211,DIAMOND_I,55,13,10506,703,686,DIAMOND_II,40,12,9909,125,92,DIAMOND_I,0,12,9619,351,334,DIAMOND_IV,0,12,8918
0,107,89,DIAMOND_III,75,12,9735,406,387,GOLD_IV,48,15,13260,107,89,DIAMOND_III,75,14,12779,107,89,DIAMOND_III,75,13,11132,18,19,GOLD_III,8,12,9176,5,6,PLATINUM_IV,0,15,14657,9,20,GOLD_IV,0,14,11882,114,86,PLATINUM_II,14,16,15834,50,53,DIAMOND_IV,20,16,15472,50,53,DIAMOND_IV,20,14,12028
1,86,86,DIAMOND_IV,13,15,14698,149,126,DIAMOND_III,35,16,15981,179,129,DIAMOND_I,5,14,12890,100,109,DIAMOND_III,77,15,13820,948,961,DIAMOND_IV,38,13,10965,46,39,DIAMOND_III,44,17,17750,95,105,DIAMOND_I,10,16,16467,163,131,DIAMOND_II,49,15,14262,246,202,DIAMOND_I,100,17,17496,260,276,DIAMOND_I,32,14,11814
0,179,129,DIAMOND_I,5,10,6797,273,264,DIAMOND_III,14,10,6921,294,250,DIAMOND_II,89,11,7527,162,166,DIAMOND_II,12,9,5909,948,961,DIAMOND_IV,38,8,4743,46,39,DIAMOND_III,44,10,6631,212,229,DIAMOND_III,75,8,4302,149,126,DIAMOND_III,35,10,6961,163,131,DIAMOND_II,49,7,3442,310,275,DIAMOND_III,30,6,2426
1,279,266,DIAMOND_III,53,17,17092,96,60,DIAMOND_III,23,15,13654,130,136,DIAMOND_IV,49,14,12739,174,192,DIAMOND_II,0,16,15896,31,53,DIAMOND_IV,30,13,10581,46,39,DIAMOND_III,44,17,17156,230,201,DIAMOND_II,4,16,15209,363,335,DIAMOND_II,11,17,18221,239,232,DIAMOND_III,0,17,16931,62,45,DIAMOND_IV,60,15,13455
1,256,263,DIAMOND_IV,45,17,17556,471,441,DIAMOND_I,68,17,17411,211,199,DIAMOND_IV,31,16,15157,484,474,DIAMOND_II,15,16,15544,179,147,DIAMOND_III,0,14,12520,46,39,DIAMOND_III,44,18,18467,398,401,DIAMOND_II,22,17,18292,408,384,DIAMOND_II,48,18,21532,176,173,DIAMOND_III,17,18,20535,288,299,DIAMOND_II,3,15,13312
1,794,787,DIAMOND_II,16,14,12278,47,36,PLATINUM_I,100,11,7436,33,18,PLATINUM_II,71,10,7149,100,66,DIAMOND_II,53,9,5133,347,359,DIAMOND_II,11,11,8288,46,39,DIAMOND_III,44,14,12108,147,136,DIAMOND_II,49,13,9981,230,233,DIAMOND_IV,52,13,10657,95,99,DIAMOND_III,48,13,11335,455,457,DIAMOND_II,37,13,10080
0,298,278,DIAMOND_II,34,17,17029,516,506,DIAMOND_III,44,16,15189,906,913,DIAMOND_III,94,16,15595,132,142,DIAMOND_IV,75,13,11414,49,64,DIAMOND_III,19,13,10171,46,39,DIAMOND_III,44,12,9180,382,382,DIAMOND_II,15,16,16157,319,331,DIAMOND_III,41,14,12020,78,76,DIAMOND_III,16,16,15658,432,434,PLATINUM_I,100,13,11313
1,155,151,PLATINUM_I,75,13,11046,66,53,PLATINUM_II,80,11,8070,62,49,PLATINUM_I,100,13,10865,590,560,DIAMOND_I,10,10,7278,48,48,DIAMOND_IV,1,10,6316,46,39,DIAMOND_III,44,12,9003,140,114,DIAMOND_III,44,15,13130,516,506,DIAMOND_III,44,14,12768,101,95,PLATINUM_I,53,15,14007,57,60,DIAMOND_IV,4,13,10083
0,199,181,DIAMOND_II,32,16,15143,301,271,DIAMOND_II,9,16,15612,120,89,DIAMOND_IV,99,16,15943,79,90,DIAMOND_III,48,14,12801,405,392,DIAMOND_I,26,13,10534,527,507,DIAMOND_III,26,15,13051,156,142,DIAMOND_III,17,13,10824,152,153,DIAMOND_III,25,14,11799,261,287,DIAMOND_III,30,14,11639,180,179,DIAMOND_III,45,12,9113
1,190,175,DIAMOND_III,75,15,14136,56,39,PLATINUM_I,100,14,12519,107,98,DIAMOND_III,75,13,11031,295,273,DIAMOND_III,75,13,11118,97,89,DIAMOND_III,9,13,11146,226,203,DIAMOND_III,61,16,15416,156,142,DIAMOND_III,17,16,16252,162,147,DIAMOND_III,69,17,16728,75,81,DIAMOND_III,14,16,14701,180,179,DIAMOND_III,45,15,13243
0,296,292,DIAMOND_III,11,18,21131,16,5,PLATINUM_II,1,18,20018,192,189,DIAMOND_IV,17,18,20647,9,15,PLATINUM_I,49,18,23038,33,33,PLATINUM_I,46,17,17147,102,93,DIAMOND_IV,13,18,19051,291,267,PLATINUM_I,42,17,17478,75,83,PLATINUM_I,78,16,16326,181,176,DIAMOND_IV,1,18,19276,180,179,DIAMOND_III,45,16,15526
1,57,59,DIAMOND_IV,0,15,14382,59,37,DIAMOND_IV,1,15,14687,58,40,PLATINUM_I,78,15,14063,49,43,DIAMOND_III,0,16,15023,51,45,PLATINUM_I,63,13,11196,73,48,DIAMOND_IV,82,15,13663,144,112,DIAMOND_IV,59,16,15674,76,64,DIAMOND_IV,6,16,15995,171,128,DIAMOND_IV,60,14,12857,180,179,DIAMOND_III,45,16,15221
0,192,164,DIAMOND_II,52,15,13047,239,238,DIAMOND_I,25,14,12473,329,290,DIAMOND_II,74,15,14517,404,380,DIAMOND_II,0,12,9490,144,122,DIAMOND_II,54,12,9470,99,111,DIAMOND_III,39,13,10829,70,71,DIAMOND_III,75,12,9704,208,220,DIAMOND_II,35,13,10807,167,176,DIAMOND_III,75,11,8306,180,179,DIAMOND_III,45,10,6255
1,266,261,DIAMOND_III,47,18,21383,187,172,DIAMOND_III,52,18,18824,213,225,DIAMOND_III,2,18,21702,23,20,PLATINUM_I,100,18,21603,261,241,DIAMOND_III,63,16,15767,79,71,DIAMOND_IV,1,18,22731,248,220,DIAMOND_II,39,18,23498,295,258,DIAMOND_II,0,18,26088,263,224,DIAMOND_IV,9,18,20637,180,179,DIAMOND_III,45,18,24372
1,28,29,PLATINUM_I,68,13,11368,71,62,PLATINUM_I,100,14,12585,247,249,DIAMOND_III,35,14,12185,23,20,PLATINUM_I,100,14,12066,35,38,PLATINUM_I,100,12,9753,66,49,DIAMOND_III,11,15,14133,303,323,DIAMOND_IV,66,15,14418,141,116,DIAMOND_III,32,15,13121,67,73,DIAMOND_IV,84,14,12377,180,179,DIAMOND_III,45,12,9595
1,288,266,DIAMOND_IV,0,14,11500,249,224,DIAMOND_IV,30,15,13543,252,244,DIAMOND_III,4,15,14096,458,413,PLATINUM_I,11,12,9152,305,318,DIAMOND_IV,17,11,8149,358,386,DIAMOND_IV,75,12,8814,208,198,DIAMOND_IV,0,12,8733,1350,1317,DIAMOND_IV,31,12,9737,76,52,DIAMOND_IV,1,11,8151,381,391,DIAMOND_IV,21,10,6527
1,1117,1051,PLATINUM_I,38,15,14129,119,89,PLATINUM_I,50,16,14927,252,244,DIAMOND_III,4,17,17077,474,400,DIAMOND_IV,0,16,14788,38,44,PLATINUM_I,40,15,13258,266,252,PLATINUM_II,46,13,11412,177,184,DIAMOND_IV,0,15,13755,133,116,PLATINUM_I,52,14,11925,208,198,DIAMOND_IV,0,13,10191,305,318,DIAMOND_IV,17,12,8864
1,141,128,PLATINUM_I,19,15,14183,397,390,DIAMOND_IV,0,14,12803,252,244,DIAMOND_III,4,15,13459,112,96,PLATINUM_I,1,14,12340,38,44,PLATINUM_I,40,14,11476,148,141,DIAMOND_III,26,16,15183,514,499,PLATINUM_I,58,14,11647,27,33,PLATINUM_I,32,13,11067,257,243,PLATINUM_II,22,12,9049,383,392,PLATINUM_I,30,11,7341
1,110,86,PLATINUM_II,63,12,8632,148,120,PLATINUM_I,15,11,8271,252,244,DIAMOND_III,4,10,6214,263,220,PLATINUM_I,13,11,7760,77,74,PLATINUM_II,16,8,4406,208,208,PLATINUM_II,75,10,6868,183,198,PLATINUM_II,3,9,5564,31,21,PLATINUM_IV,61,8,4698,512,517,PLATINUM_II,27,8,4749,425,392,PLATINUM_II,27,8,4289
1,247,285,DIAMOND_IV,19,14,12825,347,301,DIAMOND_IV,63,14,11807,252,244,DIAMOND_III,4,14,12547,257,243,PLATINUM_II,22,13,10884,383,392,PLATINUM_I,30,13,10416,137,113,PLATINUM_I,1,14,11588,56,48,PLATINUM_II,43,12,9364,154,162,PLATINUM_I,6,14,11708,70,65,PLATINUM_II,47,11,8578,321,315,PLATINUM_II,76,10,6609
0,458,413,PLATINUM_I,11,12,8722,297,280,PLATINUM_I,32,13,10844,252,244,DIAMOND_III,4,15,13445,73,81,PLATINUM_II,32,11,8447,191,168,PLATINUM_I,82,10,6657,652,633,DIAMOND_IV,4,13,11431,107,93,DIAMOND_IV,0,13,10599,602,596,DIAMOND_IV,31,14,13019,291,267,PLATINUM_I,14,14,12239,141,108,DIAMOND_III,50,12,8894
1,106,100,DIAMOND_IV,74,16,15227,247,229,PLATINUM_I,2,16,14840,252,244,DIAMOND_III,4,15,14223,687,692,PLATINUM_I,40,14,12432,367,358,PLATINUM_I,43,14,11545,388,350,PLATINUM_I,59,13,11035,1211,1194,DIAMOND_IV,70,14,11907,281,296,DIAMOND_IV,0,13,10261,100,123,PLATINUM_II,75,14,12273,396,351,DIAMOND_III,15,12,9118
1,320,307,MASTER_I,1,15,14132,502,522,DIAMOND_I,79,15,14153,396,399,DIAMOND_I,87,14,12930,311,295,DIAMOND_III,32,16,14894,74,77,MASTER_I,0,14,12084,1689,1620,DIAMOND_I,0,16,15733,239,238,DIAMOND_I,25,13,11430,74,70,DIAMOND_I,0,13,10763,99,73,DIAMOND_I,2,12,9523,136,144,DIAMOND_I,10,11,8042
1,339,350,DIAMOND_II,66,14,12988,322,281,DIAMOND_I,27,14,11633,105,66,DIAMOND_II,81,16,16127,311,295,DIAMOND_III,32,15,13381,74,77,MASTER_I,0,13,10466,317,312,DIAMOND_I,47,13,11434,230,238,DIAMOND_I,100,13,10180,394,396,DIAMOND_III,75,13,10982,749,736,DIAMOND_I,34,13,10865,651,655,DIAMOND_III,66,11,8473
1,217,162,DIAMOND_IV,1,3,904,96,76,DIAMOND_III,45,3,790,166,149,PLATINUM_II,54,3,845,311,295,DIAMOND_III,32,2,564,488,459,DIAMOND_IV,80,2,564,641,604,DIAMOND_III,18,2,601,48,39,PLATINUM_I,31,1,0,212,193,DIAMOND_IV,10,3,965,213,198,DIAMOND_IV,17,2,394,203,188,PLATINUM_I,68,2,454
0,36,37,PLATINUM_I,100,13,11025,245,237,DIAMOND_IV,17,13,10045,76,62,PLATINUM_II,27,12,9737,311,295,DIAMOND_III,32,12,8582,313,313,DIAMOND_IV,43,13,10089,300,274,DIAMOND_III,9,16,15444,369,326,DIAMOND_IV,66,14,11995,24,11,PLATINUM_II,59,13,11413,51,54,DIAMOND_IV,51,14,12877,169,173,DIAMOND_IV,0,12,9241
0,73,74,GOLD_II,28,17,16737,121,137,GOLD_IV,74,17,16917,105,128,PLATINUM_IV,29,18,18720,311,295,DIAMOND_III,32,16,15708,51,49,PLATINUM_IV,60,16,15264,36,29,GOLD_III,55,18,20213,172,169,DIAMOND_IV,48,18,19128,326,321,PLATINUM_III,75,17,16717,20,35,GOLD_III,17,17,18030,49,53,GOLD_II,0,17,17041
0,53,37,SILVER_I,18,14,11664,20,18,SILVER_II,26,11,7845,105,95,GOLD_I,34,14,12589,311,295,DIAMOND_III,32,13,10321,26,23,SILVER_I,60,10,6273,26,23,SILVER_I,60,16,15946,26,23,SILVER_I,60,14,11636,7,6,SILVER_III,66,15,14165,9,14,SILVER_II,0,13,10513,11,14,SILVER_I,54,14,11644
0,347,310,PLATINUM_II,73,18,18496,340,325,DIAMOND_IV,26,17,17948,80,72,PLATINUM_I,43,16,15788,311,295,DIAMOND_III,32,16,16378,96,74,PLATINUM_II,56,18,18467,192,189,DIAMOND_IV,17,18,22549,162,137,PLATINUM_I,85,18,23464,363,343,DIAMOND_III,25,18,19344,178,182,DIAMOND_IV,23,18,20186,142,169,DIAMOND_II,9,18,19405
0,108,112,DIAMOND_IV,2,16,16004,526,548,DIAMOND_III,21,15,14688,125,103,DIAMOND_III,0,16,15983,405,378,DIAMOND_II,67,17,17067,222,188,DIAMOND_III,75,15,13406,718,708,DIAMOND_III,58,18,19768,538,511,DIAMOND_II,16,18,19095,385,360,DIAMOND_II,26,18,22892,188,224,DIAMOND_III,32,17,16648,162,156,DIAMOND_IV,93,15,13779
0,109,85,DIAMOND_III,8,11,7893,526,548,DIAMOND_III,21,8,4782,100,82,DIAMOND_III,28,10,7222,385,360,DIAMOND_II,26,11,8261,276,302,DIAMOND_IV,64,10,6257,83,88,DIAMOND_III,66,12,9316,144,124,DIAMOND_II,50,13,10735,237,242,DIAMOND_II,61,12,9872,297,270,DIAMOND_II,59,13,10663,284,267,DIAMOND_II,56,10,7134
1,745,741,DIAMOND_I,0,17,17568,526,548,DIAMOND_III,21,13,10925,711,717,DIAMOND_II,33,18,19198,32,22,DIAMOND_III,9,17,17452,499,461,DIAMOND_I,22,16,16095,237,242,DIAMOND_II,61,15,14692,92,82,DIAMOND_II,18,16,14764,254,216,DIAMOND_I,0,15,14426,456,427,DIAMOND_II,3,14,12566,306,288,DIAMOND_II,28,14,11776
0,78,63,DIAMOND_III,69,13,11333,526,548,DIAMOND_III,21,15,13634,352,344,DIAMOND_II,8,14,12085,456,427,DIAMOND_II,3,13,10704,94,85,DIAMOND_III,48,11,8079,74,61,DIAMOND_IV,46,14,12800,184,190,DIAMOND_III,45,14,12193,175,160,DIAMOND_III,67,15,13050,309,313,DIAMOND_III,78,14,12460,28,23,PLATINUM_I,100,13,10002
0,268,219,DIAMOND_III,90,14,12856,526,548,DIAMOND_III,21,10,7110,52,53,DIAMOND_IV,21,12,9380,55,34,DIAMOND_IV,0,13,10058,150,146,PLATINUM_I,74,11,8573,151,158,DIAMOND_III,25,14,12005,316,283,DIAMOND_IV,59,14,12936,85,66,PLATINUM_II,79,15,13398,270,277,PLATINUM_I,55,13,10121,53,30,DIAMOND_IV,73,13,10835
0,157,140,DIAMOND_III,48,13,10719,526,548,DIAMOND_III,21,9,5514,316,283,DIAMOND_IV,59,11,8478,224,214,DIAMOND_III,73,12,9533,125,114,DIAMOND_III,71,10,6886,268,219,DIAMOND_III,90,15,14660,544,562,DIAMOND_II,47,13,10294,479,444,DIAMOND_III,56,14,11789,206,197,DIAMOND_II,3,13,10560,66,56,DIAMOND_IV,43,12,8998
1,273,214,DIAMOND_III,57,15,14132,526,548,DIAMOND_III,21,14,12220,100,97,DIAMOND_IV,1,15,13668,272,245,DIAMOND_I,58,16,14982,110,92,DIAMOND_III,1,17,18299,310,308,DIAMOND_III,21,18,18650,316,283,DIAMOND_IV,59,15,14471,206,197,DIAMOND_II,3,15,14493,88,72,DIAMOND_IV,27,15,13258,492,521,DIAMOND_IV,26,13,10076
1,154,126,MASTER_I,15,13,11428,361,349,DIAMOND_I,0,13,10721,924,937,DIAMOND_II,50,14,12877,239,227,DIAMOND_I,18,13,10716,538,558,DIAMOND_I,1,10,6486,47,61,DIAMOND_II,51,15,14290,20,16,DIAMOND_III,57,14,12703,62,59,DIAMOND_I,75,15,13829,75,60,DIAMOND_III,87,13,11412,59,69,DIAMOND_II,72,12,8859
0,242,230,DIAMOND_II,69,16,14733,63,37,DIAMOND_I,7,13,11313,209,180,DIAMOND_I,44,13,11017,127,104,MASTER_I,33,15,13667,177,102,MASTER_I,468,13,10137,71,58,DIAMOND_II,39,13,11196,570,575,MASTER_I,17,13,10601,55,41,DIAMOND_IV,75,12,8873,75,60,DIAMOND_III,87,12,8751,496,469,DIAMOND_I,65,10,6423
0,860,847,MASTER_I,109,13,10716,450,427,MASTER_I,156,15,13993,316,330,DIAMOND_I,57,14,12257,95,100,DIAMOND_II,16,13,11387,44,21,DIAMOND_II,84,12,9095,248,230,DIAMOND_II,67,12,9155,258,265,DIAMOND_I,50,11,8079,207,223,DIAMOND_III,42,11,8471,75,60,DIAMOND_III,87,10,7233,146,120,DIAMOND_I,1,10,7144
1,167,153,DIAMOND_I,77,15,13256,760,738,DIAMOND_II,28,13,10555,90,79,PLATINUM_I,75,14,12944,511,511,DIAMOND_II,49,15,13321,120,118,PLATINUM_I,75,11,7625,155,159,DIAMOND_II,31,17,16788,76,74,PLATINUM_I,75,15,14667,1042,1012,DIAMOND_II,50,15,14097,75,60,DIAMOND_III,87,15,13294,341,358,DIAMOND_II,91,14,11521
1,515,503,DIAMOND_II,67,12,8950,494,495,MASTER_I,84,13,11113,405,370,MASTER_I,176,12,9431,217,191,DIAMOND_II,75,11,8009,509,484,MASTER_I,100,10,6131,116,115,DIAMOND_I,0,14,11693,132,99,DIAMOND_I,75,14,12320,787,750,GRANDMASTER_I,774,14,12187,75,60,DIAMOND_III,87,13,10974,332,277,MASTER_I,328,12,9062
0,105,107,PLATINUM_I,75,18,18869,294,282,DIAMOND_II,37,15,14656,204,206,DIAMOND_I,85,17,17094,551,537,DIAMOND_I,62,15,14560,127,124,DIAMOND_III,68,13,10693,119,90,DIAMOND_I,19,15,13686,84,103,DIAMOND_II,87,15,14106,157,125,DIAMOND_II,75,16,15982,75,60,DIAMOND_III,87,13,11232,332,277,MASTER_I,328,14,11995
